method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f,0.87625,0.8656825141391973,0.8860954782768862,0.010206482068844447,0.04914367670631908,0.04792757568490081,0.05038900161229532,0.0012307129636972558,0.048541666666666664,0.04734009698058385,0.049772140799643996,0.001216021909530074,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9925,1.0,621.8075,0.5330259799402602,3.4263101045789472,2.8624019559118064,2.933759366328802,0.9851670669052044,0.9314629587073838,0.9587304848712066,1.641935943999493,1.0,1.0,28934.196908832982,163.97649245011092,3.183677383884168,3580.845919414359,621.8075,216.7075,0.9957702232033222,0.7025,2385.489951671267,0.885,0.87625,0.8525,0.9025,0.0,0.0,0.0,0.09076172522373219,0.054457035134239294,2996.9958680842915,1798.1975208505744
proposed_c2f_adaptive_pd,0.883,0.8726696021431914,0.8925954373129148,0.009962917584861675,0.04931587341559641,0.048100759602121804,0.05056005282651055,0.0012296466121943725,0.04895833333333333,0.04775181076891044,0.05019373366772699,0.001220961449408274,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9982500000000001,1.0,621.8075,0.5330259799402602,3.462960400537387,2.901725385990269,2.9748927331707926,0.9945259412729349,0.9761152643761397,0.9850796774095458,1.8150789241949576,1.0,1.0,5023040.334245228,475.1583620994477,3.174206078798632,53836.12532043803,621.8075,123.6775,0.9949741569507343,0.705,313584.4570796571,0.8825,0.883,0.8575,0.9,-0.006750000000000001,-0.011969389122015867,-0.001530610877984135,0.0914608882996354,0.05487653297978123,520285.0859965641,312171.05159793835
exact_marginal_greedy,0.87075,0.8599966528704233,0.8807918938093455,0.010397620469461133,0.04894333585922371,0.04773083495863232,0.050185014552797495,0.001227089797082588,0.04844166666666667,0.04724128934064011,0.049670954842049454,0.001214832750704671,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9945,1.0,621.8075,0.5330259799402602,3.439825138116345,2.855634941099657,2.9297189468477596,0.9851780308220974,0.9306521752110707,0.9587352220457723,1.6748678037935258,1.0,1.0,29059.00111538057,162.26353644432803,3.15650049197046,3698.2100694701408,0.0,0.0,0.9958508683646127,0.6975,2381.310629516847,0.8825,0.8707499999999999,0.8475,0.89,0.0055000000000000005,0.00024356067418590706,0.010756439325814094,0.09019203679151476,0.05411522207490884,3009.9230522228804,1805.9538313337275
sense_sinr,0.85375,0.842459941113587,0.8643612278357541,0.010950643361083534,0.04908016877637131,0.047864672088090615,0.05032490086496039,0.0012301143884348859,0.048466666666666665,0.04726599111682775,0.04969625146524638,0.0012151301742093154,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9925,1.0,621.8075,0.5330259799402602,3.4029956361452554,2.8271863313423227,2.899229966447984,0.9688167782456424,0.8600297657077527,0.9113059617676477,1.5057948820802542,1.0,1.0,6295649.248678222,371.7804979511226,2.6194394607414817,50507.68816593248,0.0,0.0,0.9955487850312792,0.6725,161472.16033986115,0.875,0.85375,0.815,0.8825,0.0225,0.014746596672564057,0.03025340332743594,0.08843118163738814,0.05305870898243287,652101.5545946121,391260.9327567671
