trial,arm,p_d,p_fa,belief_objective,truth_objective,belief_worst_pd,truth_worst_pd,truth_mean_pd,n_tx,n_links,n_captured,kappa_db_median,eta_median,eval_kappa_db_median,eval_eta_median,fraction_json,retention_json,eval_fraction_json,eval_retention_json,joint_rounds,accepted_rounds,termination,measure_seconds,capture_aware,redundancy_aware,selection_rcs_factor,selector_strategy,fusion_rule,exact_gaussian_threshold,capability_source,capability_retention_source,risk_polish_swaps,risk_polish_json,risk_secondary_swaps,risk_secondary_json,fusion_pd_polish_json,rho_mean,rho_vector_json,power_policy,history_json,selected_json,selected_eval_json,fusion_nodes_json
30,constant_serial_baseline,0.0,0.022222222222222223,0.05450706512512848,0.05450128056381066,0.04910388721156414,0.0490982177732048,0.0491319801844671,6,7,7,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,False,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,2,"[{""round"":0,""remove_target"":1,""remove_link"":[5,1],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.04874856471146236,""worst_pd_after"":0.04910388721156414,""service_before"":0.14682533553189633,""service_after"":0.14732677678753633},{""round"":1,""remove_target"":2,""remove_link"":[5,1],""add_target"":2,""add_link"":[3,1],""worst_pd_before"":0.04910388721156414,""worst_pd_after"":0.04910388721156414,""service_before"":0.14732677678753633,""service_after"":0.14739375245591899}]",0,[],"{""before"":[0.04910388721156414,0.04911421401245323,0.04917565123190163],""after"":[0.04910388721156414,0.04911421401245323,0.04917565123190163],""reports_before"":[2,2,3],""reports_after"":[2,2,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,[],"{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","[2,2,2]"
30,constant_joint_baseline,0.0,0.044444444444444446,0.04703298334356976,0.04557386339938933,0.04226699099877661,0.04093185508050348,0.041893506036117086,3,13,13,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,False,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,5,"[{""round"":0,""remove_target"":1,""remove_link"":[3,5],""add_target"":0,""add_link"":[0,2],""worst_pd_before"":0.036965600532135594,""worst_pd_after"":0.040351330146057025,""service_before"":0.12128507124043456,""service_after"":0.1266688050986332},{""round"":1,""remove_target"":2,""remove_link"":[0,5],""add_target"":0,""add_link"":[3,2],""worst_pd_before"":0.040351330146057025,""worst_pd_after"":0.040765376369216025,""service_before"":0.1266688050986332,""service_after"":0.126757911007087},{""round"":2,""remove_target"":1,""remove_link"":[3,4],""add_target"":0,""add_link"":[3,0],""worst_pd_before"":0.040765376369216025,""worst_pd_after"":0.0420360477176139,""service_before"":0.126757911007087,""service_after"":0.12753915274518723},{""round"":3,""remove_target"":0,""remove_link"":[0,2],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.0420360477176139,""worst_pd_after"":0.04226699099877661,""service_before"":0.12753915274518723,""service_after"":0.1280591319367938},{""round"":4,""remove_target"":0,""remove_link"":[2,0],""add_target"":0,""add_link"":[2,1],""worst_pd_before"":0.04226699099877661,""worst_pd_after"":0.04226699099877661,""service_before"":0.1280591319367938,""service_after"":0.12841462165253326}]",0,[],"{""before"":[0.042911516624959935,0.04323611402879671,0.04226699099877661],""after"":[0.0442380941913484,0.04323611402879671,0.04226699099877661],""reports_before"":[4,2,3],""reports_after"":[3,2,3],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,"[{""round"":0,""mask_before"":[0,2,3],""mask_candidate"":[0,2,3],""objective_before"":0.04226699099877661,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","[2,3,3]"
30,constant_serial_capture,0.0,0.022222222222222223,0.054507067825270095,0.05450128056381066,0.049103890554250545,0.0490982177732048,0.0491319801844671,6,7,7,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,True,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,2,"[{""round"":0,""remove_target"":1,""remove_link"":[5,1],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.04874856442162969,""worst_pd_after"":0.049103890554250545,""service_before"":0.14682515083303116,""service_after"":0.14732676131138586},{""round"":1,""remove_target"":2,""remove_link"":[5,1],""add_target"":2,""add_link"":[3,1],""worst_pd_before"":0.049103890554250545,""worst_pd_after"":0.049103890554250545,""service_before"":0.14732676131138586,""service_after"":0.14739374554207563}]",0,[],"{""before"":[0.049103890554250545,0.0491142080126811,0.049175646975144],""after"":[0.049103890554250545,0.0491142080126811,0.049175646975144],""reports_before"":[2,2,3],""reports_after"":[2,2,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,[],"{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","[2,2,2]"
30,constant_joint_capture,0.0,0.044444444444444446,0.047033386922113285,0.04557386339938933,0.04226746471472562,0.04093185508050348,0.041893506036117086,3,13,13,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,True,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,5,"[{""round"":0,""remove_target"":1,""remove_link"":[3,5],""add_target"":0,""add_link"":[0,2],""worst_pd_before"":0.03696560020061104,""worst_pd_after"":0.04035132972543592,""service_before"":0.1212865617327134,""service_after"":0.1266679676717091},{""round"":1,""remove_target"":2,""remove_link"":[0,5],""add_target"":0,""add_link"":[3,2],""worst_pd_before"":0.04035132972543592,""worst_pd_after"":0.040765899824811484,""service_before"":0.1266679676717091,""service_after"":0.12675757524785722},{""round"":2,""remove_target"":1,""remove_link"":[3,4],""add_target"":0,""add_link"":[3,0],""worst_pd_before"":0.040765899824811484,""worst_pd_after"":0.042036255492427045,""service_before"":0.12675757524785722,""service_after"":0.12753909842881717},{""round"":3,""remove_target"":0,""remove_link"":[0,2],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.042036255492427045,""worst_pd_after"":0.04226746471472562,""service_before"":0.12753909842881717,""service_after"":0.12805883341697635},{""round"":4,""remove_target"":0,""remove_link"":[2,0],""add_target"":0,""add_link"":[2,1],""worst_pd_before"":0.04226746471472562,""worst_pd_after"":0.04226746471472562,""service_before"":0.12805883341697635,""service_after"":0.1284142714603211}]",0,[],"{""before"":[0.042911428523931,0.04323537822166449,0.04226746471472562],""after"":[0.04423843852212174,0.04323537822166449,0.04226746471472562],""reports_before"":[4,2,3],""reports_after"":[3,2,3],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,"[{""round"":0,""mask_before"":[0,2,3],""mask_candidate"":[0,2,3],""objective_before"":0.04226746471472562,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","[2,3,3]"
30,constant_serial_redundancy,0.0,0.03333333333333333,0.05436957073370661,0.05417799184252353,0.048968095256915006,0.04877720458396063,0.048991157721824684,6,8,8,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,False,True,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,0,[],0,[],"{""before"":[0.04910388721156414,0.048968095256915006,0.04910867556351897],""after"":[0.04910388721156414,0.048968095256915006,0.04910867556351897],""reports_before"":[2,3,3],""reports_after"":[2,3,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,[],"{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","[2,2,2]"
30,constant_joint_redundancy,0.0,0.022222222222222223,0.04502492386661922,0.045063451642473835,0.040320539364073094,0.04032105366047045,0.04240188169713213,3,14,14,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,False,True,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,1,"[{""round"":0,""remove_target"":2,""remove_link"":[2,5],""add_target"":2,""add_link"":[2,1],""worst_pd_before"":0.040320539364073094,""worst_pd_after"":0.040320539364073094,""service_before"":0.12642112245213288,""service_after"":0.1264616738364684}]",0,[],"{""before"":[0.040320539364073094,0.04269970175357974,0.04344143271881557],""after"":[0.040320539364073094,0.04269970175357974,0.04344143271881557],""reports_before"":[2,4,5],""reports_after"":[1,3,4],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,"[{""round"":0,""mask_before"":[0,2,5],""mask_candidate"":[0,2,5],""objective_before"":0.040320539364073094,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","[0,3,3]"
30,constant_serial_combined,0.0,0.03333333333333333,0.054369399349816834,0.05417799184252353,0.04896792366694724,0.04877720458396063,0.048991157721824684,6,8,8,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,True,True,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,0,[],0,[],"{""before"":[0.049103890554250545,0.04896792366694724,0.04910866274445422],""after"":[0.049103890554250545,0.04896792366694724,0.04910866274445422],""reports_before"":[2,3,3],""reports_after"":[2,3,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,[],"{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","[2,2,2]"
30,constant_joint_combined,0.0,0.022222222222222223,0.04502459864565504,0.045063451642473835,0.04032053892737626,0.04032105366047045,0.04240188169713213,3,14,14,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,True,True,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,1,"[{""round"":0,""remove_target"":2,""remove_link"":[2,5],""add_target"":2,""add_link"":[2,1],""worst_pd_before"":0.04032053892737626,""worst_pd_after"":0.04032053892737626,""service_before"":0.12641752143349483,""service_after"":0.12645816482795977}]",0,[],"{""before"":[0.04032053892737626,0.042696482880810495,0.043441143019773],""after"":[0.04032053892737626,0.042696482880810495,0.043441143019773],""reports_before"":[2,4,5],""reports_after"":[1,3,4],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,"[{""round"":0,""mask_before"":[0,2,5],""mask_candidate"":[0,2,5],""objective_before"":0.04032053892737626,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","[0,3,3]"
30,tpuic_serial_baseline,0.3333333333333333,0.044444444444444446,0.10691017474299587,0.27373006594918253,0.07520077421501872,0.22249829914491515,0.5457130128018101,6,15,15,38.63721810899611,0.935603476877361,40.082621444350835,0.9998166402087914,"[[4.638038245649773e-05,5.509801952530335e-05,4.6554830944902074e-05],[0.0001119031880772843,0.00013293646397609897,0.00011232408460667405],[4.22260713171014e-05,5.016286582131364e-05,4.238489437811069e-05],[0.00014090040958318351,0.00016738399097116258,0.00014143037208382467],[0.00020817322334827043,0.0002473013743568525,0.0002089562161184018],[0.00037667468604644916,0.000447474300711964,0.00037809145594183794]]","[[0.990015129642438,0.7334522172143972,0.935603476877361],[0.990015129642438,0.7334522172143972,0.935603476877361],[0.990015129642438,0.7334522172143972,0.935603476877361],[0.990015129642438,0.7334522172143972,0.935603476877361],[0.990015129642438,0.7334522172143972,0.935603476877361],[0.990015129642438,0.7334522172143972,0.935603476877361]]","[[5.082299754468979e-05,5.036681855438104e-05,5.1512387827109305e-05],[0.00010139577219210125,0.00010670329915024438,0.00010480856228153602],[2.9556883065167894e-05,2.6697482928475152e-05,2.7661510235681402e-05],[9.268295668078699e-05,9.494145085552849e-05,9.333654048200816e-05],[0.0002873244479086991,0.00035598950341252295,0.00028497583505463425],[0.00018743641952607683,0.00031986768322894065,0.00018915971593972463]]","[[0.9999117587322043,1.0,0.9998642743798897],[0.9998915942082885,0.9997690060376929,0.9999220928780629],[0.9992418159279668,1.0,0.9995487122765168],[0.9999973784465903,0.9999514019620198,0.9999448261969206],[0.9975496144394395,0.995459652851753,0.999677861476063],[0.9992581713905707,0.998696409516392,0.9993458275814778]]",0,0,serial,11.130473800003529,False,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,5,"[{""round"":0,""remove_target"":2,""remove_link"":[0,1],""add_target"":0,""add_link"":[5,2],""worst_pd_before"":0.05495645746843657,""worst_pd_after"":0.05833452406168812,""service_before"":0.7565014922022324,""service_after"":0.7581673571477043},{""round"":1,""remove_target"":2,""remove_link"":[5,0],""add_target"":0,""add_link"":[5,0],""worst_pd_before"":0.05833452406168812,""worst_pd_after"":0.06601751803415493,""service_before"":0.7581673571477043,""service_after"":0.7637263344931163},{""round"":2,""remove_target"":2,""remove_link"":[5,2],""add_target"":0,""add_link"":[3,2],""worst_pd_before"":0.06601751803415493,""worst_pd_after"":0.06761591563630628,""service_before"":0.7637263344931163,""service_after"":0.7610829413580135},{""round"":3,""remove_target"":0,""remove_link"":[0,1],""add_target"":0,""add_link"":[3,0],""worst_pd_before"":0.06761591563630628,""worst_pd_after"":0.06888210521736308,""service_before"":0.7610829413580135,""service_after"":0.7623491309390702},{""round"":4,""remove_target"":0,""remove_link"":[3,1],""add_target"":0,""add_link"":[0,2],""worst_pd_before"":0.06888210521736308,""worst_pd_after"":0.06905610762736475,""service_before"":0.7623491309390702,""service_after"":0.762523133349072}]",0,[],"{""before"":[0.06905610762736475,0.4328096988164427,0.26065732690526444],""after"":[0.07520077421501872,0.5643667837450695,0.26065732690526444],""reports_before"":[3,4,1],""reports_after"":[4,4,1],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,[],"{""0"":[[5,1],[5,2],[5,0],[3,2],[3,0],[0,2]],""1"":[[5,2],[3,2],[3,0],[5,0],[5,1],[3,1]],""2"":[[0,2],[3,2],[3,0]]}","{""0"":[[5,1],[5,2],[5,0],[3,2],[3,0],[0,2]],""1"":[[5,2],[3,2],[3,0],[5,0],[5,1],[3,1]],""2"":[[0,2],[3,2],[3,0]]}","[0,0,2]"
30,tpuic_joint_baseline,0.6666666666666666,0.03333333333333333,0.32420121206981,0.694413473858218,0.2674799193633552,0.5899134738582181,0.8595525417117109,3,14,14,35.626738995508646,0.9181412379702371,35.98053912497275,0.9999476224638213,"[[0.0005039713123215266,0.0006088705630658311,0.0005054833684057446],[9.349922356128245e-05,0.0001129606457830604,9.377974760382021e-05],[2.7219452397402815e-05,3.288505298289046e-05,2.7301118431957412e-05],[0.00042662305257277637,0.0005154226280069051,0.0004279030420613423],[0.00014537466265016755,0.00017563371275157395,0.00014581082764166033],[0.0004687286575733123,0.0005662923160191225,0.0004701349757529449]]","[[0.9886691080863599,0.8800289086837838,0.9181412379702371],[0.9886691080863599,0.8800289086837838,0.9181412379702371],[0.9886691080863599,0.8800289086837838,0.9181412379702371],[0.9886691080863599,0.8800289086837838,0.9181412379702371],[0.9886691080863599,0.8800289086837838,0.9181412379702371],[0.9886691080863599,0.8800289086837838,0.9181412379702371]]","[[0.0004453269914440664,0.0002540516595027351,0.00043207975502820964],[8.473471808694703e-05,8.891086256352691e-05,8.513207961607957e-05],[2.7257254382929082e-05,2.9557161497849567e-05,2.799016603954714e-05],[0.0002640397932188252,0.000264003026970112,0.0002641493262337828],[0.0003113414752203615,0.00036821898909912993,0.00031188229981225134],[0.000250593694444152,0.00024503214412067834,0.00024986653308138915]]","[[0.9999287695770982,1.0,0.999993818782371],[0.9999484278099006,0.9995649211838168,0.9999486503319126],[0.9992419941690311,1.0,0.9998664023161529],[0.9999942268728753,0.9999763805582322,0.999946817117742],[0.9994031779584232,0.9960156427722757,0.9997761110695179],[0.9999210370417116,0.9999710041431111,0.9999997366162975]]",1,0,fixed_point,5.294360300060362,False,False,1.0,c2f,max_in_rate,False,target_feedback,target_feedback,0,[],0,[],"{""before"":[0.2674799193633552,0.9683307684870912,0.4722129270645482],""after"":[0.2674799193633552,0.9683307684870912,0.4722129270645482],""reports_before"":[6,2,5],""reports_after"":[5,1,5],""candidate_evaluations"":12}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,"[{""round"":0,""mask_before"":[0,3,5],""mask_candidate"":[0,3,5],""objective_before"":0.2674799193633552,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[5,4],[3,5],[5,3],[3,4],[5,2],[5,1]],""1"":[[3,5],[5,3]],""2"":[[0,2],[3,2],[0,3],[3,0],[0,1],[0,4]]}","{""0"":[[5,4],[3,5],[5,3],[3,4],[5,2],[5,1]],""1"":[[3,5],[5,3]],""2"":[[0,2],[3,2],[0,3],[3,0],[0,1],[0,4]]}","[3,3,0]"
