trial,arm,t_h1,threshold,detected,dof,rho_weighted,ncp_unit,ncp_best,kappa_db,eta_survive
0,no_ic,18.589430939994067,20.66856907571369,0,28,1.0,2.412792278307326,0.8198268244766402,0.0,1.0
0,fixed_kappa,18.59578523603004,20.66856907571369,0,28,1.0,2.440963384596753,0.8306204144752578,39.99999999999999,1.0
0,plain_ls,18.765230063515773,20.66856907571369,0,28,1.0,2.411935772858404,0.8195228781877267,32.649475530894904,0.9816275307226394
0,ridge_ls,18.75861440906311,20.66856907571369,0,28,1.0,2.4119652850355546,0.8195307322706378,32.651198189053204,0.9816653315356931
0,protected_ls,18.555888185736567,20.66856907571369,0,28,1.0,2.3171549730531384,0.7842562661852994,9.554703724266231,0.9999999998823325
0,tp_uic_stage1,18.571448528886492,20.66856907571369,0,28,1.0,2.3174567165929694,0.7844074523127514,9.555507396422872,0.9999999998831242
0,tp_uic_full,18.55716290669197,20.66856907571369,0,28,1.0,2.4294435590587793,0.8287773683247918,32.72506071846771,0.9935136853083233
0,perfect_channel,18.960135003412745,20.66856907571369,0,28,1.0,2.4429265908102664,0.8311808977134307,inf,1.0
1,no_ic,18.04153139092063,20.66856907571369,0,28,1.0,7.908908342898598,2.143526973222771,0.0,1.0
1,fixed_kappa,18.382723932619715,20.66856907571369,0,28,1.0,8.126351140190696,2.187276821120393,39.99999999999999,1.0
1,plain_ls,18.071760062480653,20.66856907571369,0,28,1.0,7.906650978903913,2.143461986834158,38.617793780821586,0.9359324860570835
1,ridge_ls,18.072428374396996,20.66856907571369,0,28,1.0,7.906698098891345,2.143462454938786,38.62658410499415,0.935936857411032
1,protected_ls,22.29214712070622,20.66856907571369,1,28,1.0,7.196162811073466,1.9426420582103325,10.237449434148552,0.9999999926846005
1,tp_uic_stage1,22.253425094237095,20.66856907571369,1,28,1.0,7.197722881683534,1.9430916923239383,10.237536562358398,0.9999999926979941
1,tp_uic_full,18.94364920112747,20.66856907571369,0,28,1.0,8.133106188110684,2.209719579560015,38.42593873786291,0.9864157105005302
1,perfect_channel,19.014317548608496,20.66856907571369,0,28,1.0,8.17114103400586,2.2100628416004517,inf,1.0
2,no_ic,17.566947323916423,20.66856907571369,0,28,1.0,2.905563459635411,0.633004617718567,0.0,1.0
2,fixed_kappa,17.293999456668864,20.66856907571369,0,28,1.0,2.9412377533720706,0.633623668821702,39.99999999999999,1.0
2,plain_ls,17.584135750258742,20.66856907571369,0,28,1.0,2.9053392159443527,0.6329958082405112,34.31634240894803,0.9832689500940683
2,ridge_ls,17.583918885929762,20.66856907571369,0,28,1.0,2.9053433643301343,0.632996040121939,34.42624247454779,0.9832735824859755
2,protected_ls,18.03225729200442,20.66856907571369,0,28,1.0,2.6541418611385557,0.6267385308209097,12.171734473303445,0.9999999991926358
2,tp_uic_stage1,18.03842529205089,20.66856907571369,0,28,1.0,2.65424985276255,0.6267452815430434,12.172343897495118,0.9999999991927861
2,tp_uic_full,17.642715267976527,20.66856907571369,0,28,1.0,2.923897252907502,0.6333263292630081,34.3233496485557,0.9953782305779972
2,perfect_channel,17.299723002318764,20.66856907571369,0,28,1.0,2.9440649300285386,0.6336393140433436,inf,1.0
3,no_ic,18.300644832010956,20.66856907571369,0,28,1.0,6.247227514151554,1.841163540529051,0.0,1.0
3,fixed_kappa,19.334841096263833,20.66856907571369,0,28,1.0,6.51447463074387,1.9172576662303698,39.99999999999999,1.0
3,plain_ls,18.292838819114476,20.66856907571369,0,28,1.0,6.244887369028632,1.8408676433461926,33.99853179353216,0.9697057829674681
3,ridge_ls,18.293385212668994,20.66856907571369,0,28,1.0,6.244914930070566,1.8408694781798154,34.010224512865946,0.9697080035557373
