condition,trial,method,pd,pfa,reports,observations,active_targets,capture,bits,delay_ms,selector_seconds,objective_gain,extra_pd_evaluations,accepted_moves
rcs1_k0,11,joint,0.5,0.06333333333333334,0,37,10,1.0,0.0,0.0,2.7942686999449506,0.0807696834918401,303,2
rcs1_k0,11,balanced,0.6,0.05,0,60,10,1.0,0.0,0.0,0.5811941999709234,0.0,0,0
rcs1_k0,11,robust,0.6,0.06,0,60,10,1.0,0.0,0.0,4.668102200026624,0.0,0,0
rcs1_k0,12,v1,0.2,0.07666666666666666,0,60,10,1.0,0.0,0.0,5.010515399975702,0.0,0,0
rcs1_k0,12,joint,0.2,0.07666666666666666,0,60,10,1.0,0.0,0.0,5.13013049995061,0.0,334,0
rcs1_k0,12,balanced,0.1,0.07,0,60,10,1.0,0.0,0.0,0.557012900011614,0.0,0,0
rcs1_k0,12,robust,0.2,0.07333333333333333,0,60,10,1.0,0.0,0.0,5.002903799992055,0.0,0,0
rcs1_k0,13,v1,0.3,0.03666666666666667,0,60,10,1.0,0.0,0.0,4.903834400000051,0.0,0,0
rcs1_k0,13,joint,0.3,0.03666666666666667,0,60,10,1.0,0.0,0.0,5.0045527999754995,0.0,298,0
rcs1_k0,13,balanced,0.2,0.03333333333333333,0,60,10,1.0,0.0,0.0,0.6116724000312388,0.0,0,0
rcs1_k0,13,robust,0.3,0.03666666666666667,0,60,10,1.0,0.0,0.0,5.0422493000514805,0.0,0,0
rcs1_k0,14,v1,0.3,0.05,0,51,10,1.0,0.0,0.0,3.4554925999836996,0.0,0,0
rcs1_k0,14,joint,0.3,0.05,0,51,10,1.0,0.0,0.0,3.5646403999999166,0.0,321,0
rcs1_k0,14,balanced,0.3,0.05,0,60,10,1.0,0.0,0.0,0.5112470999592915,0.0,0,0
rcs1_k0,14,robust,0.4,0.04666666666666667,0,59,10,1.0,0.0,0.0,4.459934800048359,0.0,0,0
rcs1_k0,15,v1,0.4,0.03666666666666667,0,45,10,1.0,0.0,0.0,2.6553315999917686,0.0,0,0
rcs1_k0,15,joint,0.4,0.03666666666666667,0,45,10,1.0,0.0,0.0,2.7545566000044346,0.0,311,0
rcs1_k0,15,balanced,0.4,0.03333333333333333,0,60,10,1.0,0.0,0.0,0.43779910006560385,0.0,0,0
rcs1_k0,15,robust,0.4,0.03,0,60,10,1.0,0.0,0.0,3.885375199955888,0.0,0,0
rcs1_k0,16,v1,0.4,0.05,0,58,10,1.0,0.0,0.0,4.809371300041676,0.0,0,0
rcs1_k0,16,joint,0.4,0.05,0,58,10,1.0,0.0,0.0,4.9223144999705255,0.0,330,0
rcs1_k0,16,balanced,0.4,0.06,0,60,10,1.0,0.0,0.0,0.6443265000125393,0.0,0,0
rcs1_k0,16,robust,0.4,0.05,0,60,10,1.0,0.0,0.0,4.957786699989811,0.0,0,0
rcs1_k0,17,v1,0.4,0.03333333333333333,0,45,10,1.0,0.0,0.0,3.5424661999568343,0.0,0,0
rcs1_k0,17,joint,0.4,0.03333333333333333,0,45,10,1.0,0.0,0.0,3.641788400011137,0.0,304,0
rcs1_k0,17,balanced,0.5,0.04,0,60,10,1.0,0.0,0.0,0.7496624999912456,0.0,0,0
rcs1_k0,17,robust,0.5,0.03666666666666667,0,55,10,1.0,0.0,0.0,4.534633900038898,0.0,0,0
rcs1_k0,18,v1,0.4,0.03666666666666667,0,50,10,1.0,0.0,0.0,3.0737417000345886,0.0,0,0
rcs1_k0,18,joint,0.4,0.04,0,46,10,1.0,0.0,0.0,3.195354599971324,0.07106592971097037,324,2
rcs1_k0,18,balanced,0.4,0.05333333333333334,0,60,10,1.0,0.0,0.0,0.4663295999635011,0.0,0,0
