area_m,rcs_m2,trial,n_looks,target,n_links,gamma_mean_db,gamma_min_db,d_prime,pd_pred,required_gain_db
400.0,0.05,1,16,3,6,-9.3374377050379,-10.134060586890488,-0.4266720499499009,0.33480910553384546,3.7101094282349107
400.0,0.05,1,16,4,6,-12.011003371129243,-14.76454805824863,-0.9387247503921335,0.17393604127791662,6.324553454571918
400.0,0.05,1,16,5,6,-18.05120588106804,-19.704183584410735,-1.4580708393992772,0.07241050906027617,12.353432078174098
400.0,0.05,1,16,6,6,-14.22475183037698,-16.106566014059002,-1.2009121427131704,0.11489264175402153,8.503037683864736
400.0,0.05,1,16,7,1,4.223556323060027,4.223556323060027,2.4511620588337726,0.9928802086483042,0.0
400.0,0.05,1,16,8,6,-26.492760488660533,-31.667522624948,-1.6114782735017659,0.05353775947727379,20.29770713480714
400.0,0.05,1,16,9,6,-7.929550942987999,-10.058788852375688,0.018590728003833885,0.5074162002298307,2.1837038790957344
400.0,0.05,2,64,0,1,-0.12588594523287722,-0.12588594523287722,3.107685900263072,0.9990572082303969,0.0
400.0,0.05,2,64,1,3,-6.632726803396451,-9.682977289135057,1.23649587289504,0.8918628505624795,0.0
400.0,0.05,2,64,2,1,-0.1325656412220248,-0.1325656412220248,3.103978137925662,0.9990453128040684,0.0
400.0,0.05,2,64,3,6,-19.059909671853884,-20.688924236779602,-1.3786939188080065,0.08399457263111548,10.215694783869658
400.0,0.05,2,64,4,6,-11.16729014756428,-13.905027313486789,-0.01901143052989707,0.4924159934070547,2.0875458738656127
400.0,0.05,2,64,5,1,3.2571324954076526,3.2571324954076526,4.905688678852171,0.9999995344995267,0.0
400.0,0.05,2,64,6,6,-27.235810876581326,-29.349119494024013,-1.591882097287496,0.055705599435222866,17.63634655347076
400.0,0.05,2,64,7,6,-16.736392073939022,-18.163201028346624,-1.188494108907426,0.11731939970072186,7.8484867866794
400.0,0.05,2,64,8,1,-1.6081180508098907,-1.6081180508098907,2.294805516107721,0.9891278638039894,0.0
400.0,0.05,2,64,9,6,-16.12233195329849,-19.508015758074823,-1.0859291795281265,0.13875516301997493,7.008617961470928
400.0,0.05,1,64,0,6,-25.018924938184078,-26.499607596196167,-1.5762320372309389,0.05748616888157807,16.152182691840768
400.0,0.05,1,64,1,6,-18.31654632607759,-20.317067529775677,-1.322049983710202,0.09307575361668852,9.395395623914315
400.0,0.05,1,64,2,1,-4.156689949426488,-4.156689949426488,1.0311741486320403,0.8487704194154839,0.0
400.0,0.05,1,64,3,6,-9.3374377050379,-10.134060586890488,0.6074917033752304,0.728237676524887,0.4868575972134699
400.0,0.05,1,64,4,6,-11.697796296954909,-12.925209497837322,-0.28047628446333256,0.38955605891636413,2.8691970305850583
400.0,0.05,1,64,5,6,-18.05120588106804,-19.704183584410735,-1.300921024794447,0.0966427443382391,9.118259022922734
400.0,0.05,1,64,6,6,-14.22475183037698,-16.106566014059002,-0.8285852598413025,0.20366956583406914,5.262585363432482
400.0,0.05,1,64,7,1,4.223556323060027,4.223556323060027,5.353639930875472,0.9999999568988426,0.0
400.0,0.05,1,64,8,6,-25.038671579405065,-31.667522624948,-1.5638186956837075,0.058930076225719184,15.596280019537026
400.0,0.05,1,64,9,3,-7.219357114125058,-9.604773037481303,0.9032837618406115,0.8168123437976318,0.0
400.0,0.05,1,128,0,6,-24.398047206860927,-26.499607596196167,-1.5345433113786802,0.062448023301825306,13.931727785462959
400.0,0.05,1,128,1,6,-18.31654632607759,-20.317067529775677,-1.1997991840667774,0.11510867057424301,7.8266949718525485
400.0,0.05,1,128,2,1,-4.156689949426488,-4.156689949426488,1.9505842637519744,0.9744467396755705,0.0
400.0,0.05,1,128,3,6,-10.931702094855373,-16.28591744020692,0.7770838450197038,0.7814453477382387,0.12677463441577702
400.0,0.05,1,128,4,6,-11.697796296954909,-12.925209497837322,0.2393083034657494,0.5945667363943009,1.3048982379760803
400.0,0.05,1,128,5,6,-18.05120588106804,-19.704183584410735,-1.1707338557269702,0.12085288609744343,7.549148871964268
400.0,0.05,1,128,6,6,-14.22475183037698,-16.106566014059002,-0.5201395707980496,0.3014831499340069,3.6919590466817285
400.0,0.05,1,128,7,1,4.223556323060027,4.223556323060027,7.758131329050418,0.9999999999999957,0.0
400.0,0.05,1,128,8,6,-24.36632498503198,-28.073606671086203,-1.5256295670693556,0.0635510721666632,13.647286297536528
400.0,0.05,1,128,9,2,-6.386796155704712,-6.5383560045699785,1.6531467484315094,0.9508494994526243,0.0
400.0,0.05,2,16,0,2,0.08303076770272262,-0.12588594523287722,2.04042389560984,0.9793459380470674,0.0
400.0,0.05,2,16,1,6,-6.990690311055859,-9.682977289135057,0.34421138471624396,0.6346563394543465,1.2382303982815994
400.0,0.05,2,16,2,1,-0.1325656412220248,-0.1325656412220248,1.1345001350217918,0.8717075914323111,0.0
400.0,0.05,2,16,3,6,-19.43280850088992,-21.424871633565367,-1.5098493314561479,0.06554093701307039,13.75918422300916
400.0,0.05,2,16,4,6,-9.956458280957731,-13.905027313486789,-0.5125936089426893,0.3041178123696022,4.134263280848121
400.0,0.05,2,16,5,1,3.2571324954076526,3.2571324954076526,2.188989158395425,0.9857011859874963,0.0
400.0,0.05,2,16,6,6,-28.506434005213546,-29.349119494024013,-1.6279694712263548,0.05176567961642589,22.848588987823092
400.0,0.05,2,16,7,6,-16.736392073939022,-18.163201028346624,-1.3975703864508968,0.0811210581473859,11.0765200087
400.0,0.05,2,16,8,6,-6.049594379455465,-10.224798928496357,0.9529156295126537,0.8296835898022122,0.0
400.0,0.05,2,16,9,6,-16.3670456487004,-19.85297375237795,-1.3451617786626717,0.08928649812055384,10.414122221808007
400.0,0.05,2,128,0,1,-0.12588594523287722,-0.12588594523287722,4.740528785414208,0.99999893419418,0.0
400.0,0.05,2,128,1,2,-5.655680479282854,-6.077262488993186,2.1347484389810845,0.9836092179936625,0.0
400.0,0.05,2,128,2,1,-0.1325656412220248,-0.1325656412220248,4.735547137122184,0.9999989076754,0.0
400.0,0.05,2,128,3,6,-19.059909671853884,-20.688924236779602,-1.277398392392061,0.10073081602323353,8.650750068130478
400.0,0.05,2,128,4,4,-10.877550072503618,-13.905027313486789,0.3407295073700072,0.6333463885835169,1.100704843968127
400.0,0.05,2,128,5,1,3.2571324954076526,3.2571324954076526,7.156276251383507,0.9999999999995856,0.0
400.0,0.05,2,128,6,6,-27.235810876581326,-29.349119494024013,-1.5727659228080002,0.057886514480280184,16.029204097086872
400.0,0.05,2,128,7,6,-16.736392073939022,-18.163201028346624,-1.0152896494494519,0.15498388843505068,6.2813979189207645
400.0,0.05,2,128,8,1,-1.6081180508098907,-1.6081180508098907,3.6483648846996766,0.999868042681177,0.0
400.0,0.05,2,128,9,6,-16.12233195329849,-19.508015758074823,-0.8762253819577427,0.19045376030737005,5.43249362545077
400.0,0.05,3,64,0,6,-12.998437562622245,-14.73211294571444,-0.6051613166341812,0.27253590798568106,4.13013820497247
400.0,0.05,3,64,1,1,-2.5050778384099455,-2.5050778384099455,1.8240691955303538,0.9659291940653808,0.0
400.0,0.05,3,64,2,6,-12.32185211246036,-14.067535848425997,-0.4456040431289234,0.32794164475854415,3.4701757606350987
400.0,0.05,3,64,3,6,-10.510473777390546,-12.688004153669311,0.16620399868443667,0.5660017936392767,1.5530667488368086
400.0,0.05,3,64,4,6,-9.421974173437762,-12.51722509670463,0.6370721527652328,0.737961076771662,0.4266052602897954
400.0,0.05,3,64,5,1,-3.1147289044954456,-3.1147289044954456,1.518768691997381,0.9355896354597463,0.0
400.0,0.05,3,64,6,6,-17.377639420727416,-20.48123512499511,-1.2316965410283383,0.1090312312085619,8.331392617533647
400.0,0.05,3,64,7,1,-0.9719620020431485,-0.9719620020431485,2.6401787406115687,0.9958568843937105,0.0
400.0,0.05,3,64,8,6,-16.528699293099503,-19.217522048055887,-1.1584086196193475,0.12334866162671543,7.57341630988433
400.0,0.05,3,64,9,1,-1.7243248738616561,-1.7243248738616561,2.232605195820653,0.9872125044162233,0.0
400.0,0.05,3,128,0,6,-12.998437562622245,-14.73211294571444,-0.20977707036334992,0.416920835033221,2.5644875787227424
400.0,0.05,3,128,1,1,-2.5050778384099455,-2.5050778384099455,3.0158964107261066,0.998718896111894,0.0
400.0,0.05,3,128,2,6,-12.32185211246036,-14.067535848425997,0.010862247196980581,0.5043333244531999,1.9052006510050838
400.0,0.05,3,128,3,6,-10.510473777390546,-12.688004153669311,0.8508105174622602,0.8025626908618544,0.0
400.0,0.05,3,128,4,3,-8.322191217297908,-9.16936280402343,1.0971219695385568,0.8637059612061058,0.0
400.0,0.05,3,128,5,1,-3.1147289044954456,-3.1147289044954456,2.6057029858039984,0.9954157035647287,0.0
400.0,0.05,3,128,6,6,-17.377639420727416,-20.48123512499511,-1.0759826017464456,0.14096751875874786,6.758876123744474
400.0,0.05,3,128,7,1,-0.9719620020431485,-0.9719620020431485,4.112398923937103,0.9999804215538727,0.0
400.0,0.05,3,128,8,6,-16.528699293099503,-19.217522048055887,-0.9740778975226206,0.1650089314648599,6.00508207414546
400.0,0.05,3,128,9,1,-5.191448632832239,-5.191448632832239,1.365406878996071,0.9139373984926078,0.0
400.0,0.05,3,16,0,6,-12.998437562622245,-14.73211294571444,-1.082432321482033,0.1395302364315571,7.353248793550041
400.0,0.05,3,16,1,1,1.9829084578446259,1.9829084578446259,1.8109421962163408,0.9649251000551531,0.0
400.0,0.05,3,16,2,6,-12.32185211246036,-14.067535848425997,-0.9966075975643895,0.15947750835124136,6.690883499758114
400.0,0.05,3,16,3,6,-10.642006371504324,-12.688004153669311,-0.6776266400671028,0.2490042253233843,4.897385402710638
400.0,0.05,3,16,4,6,-9.421974173437762,-12.51722509670463,-0.4048476714941804,0.3427947424558744,3.6659812111372285
400.0,0.05,3,16,5,6,-5.173669625143558,-8.430366608180638,1.1322386627818248,0.8712329452040055,0.0
400.0,0.05,3,16,6,6,-18.194832352760443,-23.93628875766464,-1.450577637348445,0.07344875303125381,12.293513404564013
400.0,0.05,3,16,7,2,-2.1751173054995436,-3.8450165464342674,1.142905919465418,0.8734611727097898,0.0
400.0,0.05,3,16,8,6,-16.528699293099503,-19.217522048055887,-1.3809154842433196,0.08365247419419725,10.806236156077397
400.0,0.05,3,16,9,3,-3.0203677356956926,-5.434068289980898,1.3205552652308818,0.9066751513749297,0.0
