area_m,rcs_m2,trial,n_looks,target,n_links,gamma_mean_db,gamma_min_db,d_prime,pd_pred,required_gain_db
400.0,0.1,12,64,2,1,-4.054762188812496,-4.054762188812496,1.076790127620377,0.8592129815998875,0.0
400.0,0.1,12,64,3,6,-13.417639931839886,-15.335606415611817,-0.683778042898776,0.24705766682572078,4.5027364112736725
400.0,0.1,12,64,4,1,2.9138084923006327,2.9138084923006327,4.737253956972777,0.9999989168318766,0.0
400.0,0.1,12,64,5,2,-3.740892653806554,-4.490316994645818,2.217506955200406,0.9867057658493251,0.0
400.0,0.1,12,64,6,6,-10.063557927058772,-13.813439096521059,0.4249997388166065,0.6645815674306018,0.9147624433916152
400.0,0.1,12,64,7,1,3.783626594850605,3.783626594850605,5.15474766579219,0.9999998730136549,0.0
400.0,0.1,12,64,8,1,2.2019462703940635,2.2019462703940635,4.374566054001604,0.9999939162861484,0.0
400.0,0.1,12,64,9,2,-5.569174709943167,-6.518493967377296,1.1975676530514363,0.88445731239647,0.0
400.0,0.1,13,64,0,1,1.7278179312643158,1.7278179312643158,4.124405917717069,0.9999814153558276,0.0
400.0,0.1,13,64,1,1,-5.618914025017631,-5.618914025017631,0.43081386121498466,0.6666981399743247,1.0266080097231214
400.0,0.1,13,64,2,6,-11.72281292385234,-15.224393134368555,-0.18921317104375296,0.42496287256176124,2.6077444782312957
400.0,0.1,13,64,3,6,-11.183885783256308,-13.278518869093801,-0.04171245406851578,0.48336396284602823,2.15152500110706
400.0,0.1,13,64,4,1,-5.382794818396031,-5.382794818396031,0.5207484461182509,0.69872898954763,0.790488803101521
400.0,0.1,13,64,5,6,-15.44977489018473,-17.793874324204676,-1.024755416395638,0.15273930389257567,6.49755082196701
400.0,0.1,13,64,6,1,-2.283218078894382,-2.283218078894382,1.9383373457907729,0.9737089605259623,0.0
400.0,0.1,13,64,7,1,-0.9767166028274422,-0.9767166028274422,2.637571914967095,0.995824904090471,0.0
400.0,0.1,13,64,8,6,-9.94121538979108,-12.695337993165232,0.41470053023688286,0.6608194279221384,0.9322300126288148
400.0,0.1,13,64,9,1,9.245774346090627,9.245774346090627,6.974581030970457,0.9999999999984661,0.0
400.0,0.1,13,128,0,1,1.7278179312643158,1.7278179312643158,6.106566054662534,0.9999999994910124,0.0
400.0,0.1,13,128,1,1,-4.502508284999319,-4.502508284999319,1.7474302042793552,0.9597186290059813,0.0
400.0,0.1,13,128,2,4,-10.761695276856432,-12.92196950135866,0.28852731614915195,0.6135284380629831,1.210272685059254
400.0,0.1,13,128,3,6,-11.183885783256308,-13.278518869093801,0.5608014789945237,0.7125335608250651,0.575982199959725
400.0,0.1,13,128,4,1,-7.168993464281512,-7.168993464281512,0.44162295404821245,0.6706189645565713,0.9245016649294142
400.0,0.1,13,128,5,6,-15.44977489018473,-17.793874324204676,-0.7901820465793844,0.21471072969704436,4.927859344968562
400.0,0.1,13,128,6,1,-2.283218078894382,-2.283218078894382,3.169423979047896,0.9992362929561157,0.0
400.0,0.1,13,128,7,1,-3.714892791221029,-3.714892791221029,2.2207413167671555,0.986815756354729,0.0
400.0,0.1,13,128,8,6,-9.891573061359646,-12.164355105052449,1.2079481802321586,0.8864664022967211,0.0
400.0,0.1,13,128,9,1,9.245774346090627,9.245774346090627,9.93598355579318,1.0,0.0
400.0,0.1,13,16,0,1,1.7278179312643158,1.7278179312643158,1.7317269750125426,0.9583389072863442,0.0
400.0,0.1,13,16,1,6,-6.82609334099436,-13.389708729793817,0.5026928815450102,0.692409892376576,0.8360971952957686
400.0,0.1,13,16,2,6,-11.007109102822817,-13.326905138874363,-0.76587708816239,0.22187471998222213,5.304781730644974
400.0,0.1,13,16,3,6,-11.183885783256308,-13.278518869093801,-0.7690111084282882,0.22094335804274534,5.408772844308548
400.0,0.1,13,16,4,6,-7.382032974361725,-10.444951050130564,0.19507971449935274,0.5773347285167068,1.6516918636445324
400.0,0.1,13,16,5,6,-15.44977489018473,-17.793874324204676,-1.3079105217866178,0.09545183015605796,9.73476794010201
400.0,0.1,13,16,6,1,5.136624663755935,5.136624663755935,2.675955421460925,0.996274172207003,0.0
400.0,0.1,13,16,7,1,-0.10041414142946722,-0.10041414142946722,1.1449456777774685,0.8738841696769755,0.0
400.0,0.1,13,16,8,6,-9.94121538979108,-12.695337993165232,-0.5238933792956713,0.3001763499826443,4.177123235661389
400.0,0.1,13,16,9,1,9.245774346090627,9.245774346090627,3.3998519614339835,0.9996628882724495,0.0
400.0,0.1,14,16,0,1,1.9258578442900585,1.9258578442900585,1.7933117635519293,0.9635384562650162,0.0
400.0,0.1,14,16,1,6,-15.653895837421434,-16.635064518260055,-1.3361946926202035,0.0907428226849416,10.04424742535881
400.0,0.1,14,16,2,6,-23.373675901811634,-27.09592288245868,-1.5832598821030361,0.0566811213892822,17.402847774561653
400.0,0.1,14,16,3,1,1.7247421608649969,1.7247421608649969,1.7307659835185598,0.9582532443787211,0.0
400.0,0.1,14,16,4,1,3.0402183640087483,3.0402183640087483,2.127013783083151,0.9832905309988742,0.0
400.0,0.1,14,16,5,1,3.576998804198175,3.576998804198175,2.2783607377882444,0.9886474531862154,0.0
400.0,0.1,14,16,6,6,-8.791452975715913,-11.097894696269071,-0.254417287888062,0.3995865982353899,3.0842448597304135
400.0,0.1,14,16,7,6,-17.708677919031174,-18.754212545871056,-1.4492757742065554,0.07363029185251174,12.083716538942518
400.0,0.1,14,16,8,6,-12.703722797209505,-13.822563574935199,-1.049043945828433,0.14707894647260367,7.08114720351756
400.0,0.1,14,16,9,1,2.3165808485114847,2.3165808485114847,1.9129771536655256,0.9721245113585961,0.0
400.0,0.1,14,64,0,1,1.9258578442900585,1.9258578442900585,4.229630306224362,0.9999882962168585,0.0
400.0,0.1,14,64,1,6,-15.653895837421434,-16.635064518260055,-1.0734535582349385,0.14153383263938718,6.826034983985034
400.0,0.1,14,64,2,6,-19.758205200502065,-22.093354186254533,-1.415320614496233,0.07848725675932175,10.876152884986833
400.0,0.1,14,64,3,1,1.4960036766442844,1.4960036766442844,4.000041366956152,0.999968334293858,0.0
400.0,0.1,14,64,4,1,-0.11780090907335178,-0.11780090907335178,3.1121738482710706,0.9990714245090977,0.0
400.0,0.1,14,64,5,1,3.576998804198175,3.576998804198175,5.058389857415543,0.9999997885943269,0.0
400.0,0.1,14,64,6,4,-8.591853103604453,-11.097894696269071,0.5898738403061028,0.7223623832780444,0.5445576941631985
400.0,0.1,14,64,7,6,-17.708677919031174,-18.754212545871056,-1.283103489842217,0.09972791064875863,8.862858741602047
400.0,0.1,14,64,8,6,-12.703722797209505,-13.822563574935199,-0.5427852227205253,0.2936388443887239,3.8600465606296215
400.0,0.1,14,64,9,1,2.3165808485114847,2.3165808485114847,4.434091794179894,0.999995376938616,0.0
400.0,0.1,14,128,0,1,-4.092612163006018,-4.092612163006018,1.9890398469421977,0.9766515975261796,0.0
400.0,0.1,14,128,1,6,-15.653895837421434,-16.635064518260055,-0.8557916757236008,0.19605651022864357,5.261742676605682
400.0,0.1,14,128,2,6,-19.655415813659015,-21.138085680975763,-1.323749071550225,0.09279319760616728,9.24390289564907
400.0,0.1,14,128,3,1,-4.399986525031307,-4.399986525031307,1.8068784456178582,0.9646093830135227,0.0
400.0,0.1,14,128,4,1,-4.610541774785435,-4.610541774785435,1.6855054596588739,0.9540544538248534,0.0
400.0,0.1,14,128,5,1,-3.5305563518786083,-3.5305563518786083,2.3368488160654035,0.9902764767352147,0.0
400.0,0.1,14,128,6,2,-7.379284123182771,-7.4827584134593135,1.0831440178767788,0.8606277482014477,0.0
400.0,0.1,14,128,7,6,-17.708677919031174,-18.754212545871056,-1.1454418620937616,0.12601308282039558,7.297819680703373
400.0,0.1,14,128,8,6,-12.703722797209505,-13.822563574935199,-0.12338676435856379,0.4509004187481865,2.2949188233967672
400.0,0.1,14,128,9,1,2.3165808485114847,2.3165808485114847,6.522651546976737,0.9999999999654624,0.0
400.0,0.1,15,64,0,3,-7.326387162817218,-8.829342817965125,0.8699210791087033,0.8078282324619543,0.0
400.0,0.1,15,64,1,1,7.334454804755783,7.334454804755783,6.496068312299383,0.9999999999587769,0.0
400.0,0.1,15,64,2,1,3.1986158153757516,3.1986158153757516,4.877303989778467,0.999999462271856,0.0
400.0,0.1,15,64,3,6,-15.85037477648454,-17.91738384839946,-1.0902174156244961,0.13780869174806004,6.971691015846453
400.0,0.1,15,64,4,3,-6.226851922751465,-8.093484049281809,1.41153721914686,0.920956865412591,0.0
400.0,0.1,15,64,5,6,-14.941267131332873,-15.867187991976124,-0.9738300870653548,0.16507045577883328,6.107643501593097
400.0,0.1,15,64,6,1,3.5547566139699986,3.5547566139699986,5.047908905878483,0.9999997766639903,0.0
400.0,0.1,15,64,7,6,-19.2395748178785,-22.143071485371483,-1.3851082994198314,0.08300967726538777,10.336321829565879
400.0,0.1,15,64,8,6,-17.048575977936743,-17.977974013606573,-1.2228297608034382,0.11069700114107967,8.188590283474888
400.0,0.1,15,64,9,6,-16.200875514481048,-17.381183925249474,-1.1329995096238197,0.1286072296220283,7.332275407492062
400.0,0.1,15,16,0,6,-7.380664067166872,-8.985995492276189,0.18418575238505475,0.5730661318907853,1.6788338349186462
400.0,0.1,15,16,1,1,7.334454804755783,7.334454804755783,3.1197923192653563,0.9990951070525043,0.0
400.0,0.1,15,16,2,1,3.1986158153757516,3.1986158153757516,2.172376421565511,0.9850863590082166,0.0
400.0,0.1,15,16,3,6,-16.09904017984453,-17.91738384839946,-1.3627093038042757,0.08648707224125196,10.462852626387331
400.0,0.1,15,16,4,6,-7.099502662810343,-11.970663845725172,0.3621874488455478,0.641394020928024,1.2049797823672401
400.0,0.1,15,16,5,6,-14.941267131332873,-15.867187991976124,-1.2822995028972546,0.09986880114288244,9.326622179261285
400.0,0.1,15,16,6,1,3.5547566139699986,3.5547566139699986,2.2722265402580137,0.9884635844725225,0.0
400.0,0.1,15,16,7,6,-19.721934138944015,-22.143071485371483,-1.5193714612310074,0.06433451065221148,14.058616270112562
400.0,0.1,15,16,8,6,-17.048575977936743,-17.977974013606573,-1.4164180876728685,0.07832656560737614,11.413060223448259
400.0,0.1,15,16,9,6,-16.040567779204114,-17.381183925249474,-1.3553117309790783,0.0876591295104987,10.37660689451232
400.0,0.1,15,128,0,2,-6.926269916609509,-8.829342817965125,1.4439598090364778,0.9256248594524712,0.0
400.0,0.1,15,128,1,1,7.334454804755783,7.334454804755783,9.29306692555815,1.0,0.0
400.0,0.1,15,128,2,1,3.1986158153757516,3.1986158153757516,7.11813935775983,0.999999999999453,0.0
400.0,0.1,15,128,3,6,-15.85037477648454,-17.91738384839946,-0.8794269527677618,0.18958491176089526,5.405626438661855
400.0,0.1,15,128,4,1,-4.837659550911751,-4.837659550911751,1.5577544300461064,0.9403542638758724,0.0
400.0,0.1,15,128,5,6,-14.941267131332873,-15.867187991976124,-0.7182856558355971,0.23629058638272177,4.543137752788581
400.0,0.1,15,128,6,1,3.5547566139699986,3.5547566139699986,7.3473594672381495,0.999999999999899,0.0
400.0,0.1,15,128,7,6,-19.04098993014405,-22.143071485371483,-1.2712978626697902,0.10181135121510021,8.582901527761685
400.0,0.1,15,128,8,6,-17.048575977936743,-17.977974013606573,-1.0624559397905702,0.144014375040258,6.622482556614946
400.0,0.1,15,128,9,6,-16.200875514481048,-17.381183925249474,-0.9385509288234842,0.1739806785976834,5.7659004351317344
400.0,0.1,16,16,0,6,-12.86237983439652,-16.460504755640258,-1.040792024196041,0.14898604125561443,7.093396273825832
400.0,0.1,16,16,1,6,-11.012808936778066,-12.534528731386043,-0.7801316668240381,0.21765668936703186,5.362973679439456
400.0,0.1,16,16,2,6,-14.935419529476599,-18.036208561715437,-1.2618438093587259,0.1035024972849411,9.175771841152908
400.0,0.1,16,16,3,2,-1.3072940731287792,-3.1488943642832945,1.4800803191094158,0.9305740934344588,0.0
400.0,0.1,16,16,4,6,-16.72191108334455,-19.913622554968725,-1.3775252552606634,0.08417495603527347,10.869972581880475
400.0,0.1,16,16,5,6,-11.752148809470214,-15.724484932380811,-0.8638335546236562,0.19383966604075442,5.909414335103078
400.0,0.1,16,16,6,6,-12.520496691786,-13.1262011042517,-1.0363032645413768,0.15003034182044056,6.946046337809555
400.0,0.1,16,16,7,6,-15.96220181532717,-19.861552287454266,-1.3356579544767022,0.09083054902985171,10.161156984851518
400.0,0.1,16,16,8,1,7.720717024248678,7.720717024248678,3.183867903104429,0.9992733934357855,0.0
400.0,0.1,16,16,9,6,-14.593640625563227,-16.637443376023157,-1.2515086310489056,0.1053744833413478,8.964024774052083
400.0,0.1,16,64,0,6,-12.86237983439652,-16.460504755640258,-0.5341105990822216,0.2966325085356424,3.85256036640168
400.0,0.1,16,64,1,6,-11.076931588974158,-13.113646215213402,-0.06082517609651758,0.4757492199068573,2.180145802898736
400.0,0.1,16,64,2,6,-14.935419529476599,-18.036208561715437,-0.9408485802033809,0.17339123067900608,5.934125489623701
400.0,0.1,16,64,3,1,-0.018118143741628602,-0.018118143741628602,3.1675139641408787,0.9992312583698327,0.0
400.0,0.1,16,64,4,6,-16.72191108334455,-19.913622554968725,-1.1562078104599334,0.12379808292639471,7.609852389832578
400.0,0.1,16,64,5,6,-11.524333898046999,-15.059232476048676,-0.1770760556714577,0.42972432475343136,2.5460991596218747
400.0,0.1,16,64,6,6,-12.520496691786,-13.1262011042517,-0.5158156990618049,0.30299156838393154,3.734675083898054
400.0,0.1,16,64,7,6,-15.54130185728679,-16.96338884075004,-1.0462443356682423,0.14772411904415333,6.640958512960187
400.0,0.1,16,64,8,1,-1.9902250647699353,-1.9902250647699353,2.091535628688982,0.981759961970327,0.0
400.0,0.1,16,64,9,6,-14.593640625563227,-16.637443376023157,-0.9170482347790833,0.17955868247783907,5.7440380675920535
400.0,0.1,17,16,0,6,-16.96801631153575,-20.65443974860209,-1.376493692857916,0.08433441933316377,10.972809597791747
400.0,0.1,17,16,1,6,-15.361225370348478,-16.57732830057877,-1.3142550209947306,0.09438019911326068,9.74206628249139
400.0,0.1,17,16,2,6,-6.502605910325432,-11.30085475013255,0.603996644326551,0.7270770634095057,0.5808421879360496
400.0,0.1,17,16,3,6,-17.076922805755697,-19.155377205805614,-1.4127297797406781,0.0788675959720081,11.376862743809726
400.0,0.1,17,16,4,6,-15.75264616768812,-18.466102454298138,-1.3314519661441981,0.0915201700542424,10.034519240307539
400.0,0.1,17,16,5,3,-3.070773226840248,-4.166324261336664,1.2019076832828135,0.8853003513526012,0.0
400.0,0.1,17,16,6,3,-1.6713889127775343,-2.8588294044957485,1.83283741552167,0.9665866234292978,0.0
400.0,0.1,17,16,7,6,-11.617115270070439,-12.777666442517972,-0.8907679293504263,0.18652684181936213,5.9912405020202115
400.0,0.1,17,16,8,1,1.7471678522089904,1.7471678522089904,1.737769577340721,0.9588742883597577,0.0
400.0,0.1,17,16,9,1,0.6122392910528592,0.6122392910528592,1.3761877853786417,0.9156182486357579,0.0
400.0,0.1,16,128,0,6,-12.86237983439652,-16.460504755640258,-0.11436196291287787,0.45447543265967133,2.281929785341841
400.0,0.1,16,128,1,6,-11.076931588974158,-13.113646215213402,0.5405857165238319,0.7056034174377424,0.6130903232902216
400.0,0.1,16,128,2,6,-14.935419529476599,-18.036208561715437,-0.6749274254569739,0.24986093758722716,4.363250464103993
400.0,0.1,16,128,3,1,-3.1488943642832945,-3.1488943642832945,2.5832630713472247,0.9951064668143339,0.0
400.0,0.1,16,128,4,6,-16.72191108334455,-19.913622554968725,-0.972862436007491,0.16531083831069,6.033801276628683
400.0,0.1,16,128,5,6,-11.783319654446604,-15.059232476048676,0.29227525638658314,0.6149619121026,1.18619080567224
400.0,0.1,16,128,6,6,-12.520496691786,-13.1262011042517,-0.08462968172541903,0.4662779005536333,2.172337749105405
400.0,0.1,16,128,7,6,-15.54130185728679,-16.96338884075004,-0.8191800284508433,0.20634185385616977,5.073394212261414
400.0,0.1,16,128,8,1,-1.9902250647699353,-1.9902250647699353,3.375257011181811,0.9996312660788199,0.0
400.0,0.1,16,128,9,6,-14.593640625563227,-16.637443376023157,-0.639972170355803,0.2610953461405745,4.17927097722743
400.0,0.1,17,64,0,6,-16.96801631153575,-20.65443974860209,-1.1582500640094422,0.1233810015802711,7.6851487783809205
400.0,0.1,17,64,1,6,-15.361225370348478,-16.57732830057877,-1.0330501349693868,0.15079021862328174,6.522680176193383
400.0,0.1,17,64,2,1,-5.66715380820105,-5.66715380820105,0.41277719539579316,0.6601150695552561,1.07484779290654
400.0,0.1,17,64,3,6,-16.646704182038576,-18.122462572914174,-1.1856969256458891,0.11787100454517785,7.803562669148314
400.0,0.1,17,64,4,6,-15.585726636438725,-17.84052642275079,-1.0550258999691318,0.14570673976364512,6.697234632228764
400.0,0.1,17,64,5,1,-3.169852180986546,-3.169852180986546,1.491844394429117,0.9321300286558136,0.0
400.0,0.1,17,64,6,1,-1.7094693230995615,-1.7094693230995615,2.2405389882108713,0.9874720237063865,0.0
400.0,0.1,17,64,7,6,-12.067792102627564,-14.746342015858314,-0.3555138141393476,0.36110234889834514,3.1482567958650627
400.0,0.1,17,64,8,1,1.2093610475211827,1.2093610475211827,3.8447079329694565,0.9999396519473708,0.0
400.0,0.1,17,64,9,1,0.11001445717434664,0.11001445717434664,3.2386502116420237,0.9993995161908592,0.0
400.0,0.1,18,16,0,1,2.032887624289327,2.032887624289327,1.8263447279226248,0.9661008240772003,0.0
400.0,0.1,18,16,1,1,3.528788737706821,3.528788737706821,2.265049402823252,0.9882451759773346,0.0
400.0,0.1,18,16,2,1,-20.792949569136955,-20.792949569136955,-1.598214056337052,0.054997673259602496,19.754148183086564
400.0,0.1,18,16,3,6,-6.744268121235376,-7.7118690613702165,0.40796495037568725,0.6583502963773425,1.0625187001146568
400.0,0.1,18,16,4,1,11.794857949539498,11.794857949539498,3.649773060199923,0.9998687639527691,0.0
400.0,0.1,18,16,5,1,6.177711348041459,6.177711348041459,2.903348530189429,0.9981540224313036,0.0
400.0,0.1,18,16,6,6,-21.91321810816443,-23.074232366136968,-1.5697613545099305,0.05823532068605245,16.291763529177285
400.0,0.1,18,16,7,1,-19.851151717416997,-19.851151717416997,-1.587035204738837,0.05625233574841589,18.812350331366606
400.0,0.1,18,16,8,6,-7.27416740060095,-9.574034254274896,0.19753155731416291,0.5782942056322202,1.6234424231426905
400.0,0.1,18,16,9,6,-19.715016629902795,-23.545215160689928,-1.5129792911480173,0.06514245961212663,13.928487348827005
400.0,0.1,17,128,0,6,-16.96801631153575,-20.65443974860209,-0.9774511220683263,0.1641729322623393,6.10132890852239
400.0,0.1,17,128,1,6,-15.361225370348478,-16.57732830057877,-0.800092379774831,0.2118286379318895,4.958068244951605
400.0,0.1,17,128,2,1,-3.8451415169251963,-3.8451415169251963,2.139887072354989,0.9838180529465193,0.0
400.0,0.1,17,128,3,6,-16.646704182038576,-18.122462572914174,-1.0108930176358535,0.15603381813956224,6.238836111545161
400.0,0.1,17,128,4,6,-15.585726636438725,-17.84052642275079,-0.830885782952221,0.2030190779345602,5.131077924538597
400.0,0.1,17,128,5,1,-4.166324261336664,-4.166324261336664,1.9448240629616453,0.9741019215218534,0.0
400.0,0.1,17,128,6,1,-1.7094693230995615,-1.7094693230995615,3.5754538587464033,0.9998251895815189,0.0
400.0,0.1,17,128,7,6,-12.067792102627564,-14.746342015858314,0.13344622004353426,0.5530797530294866,1.580343941547999
400.0,0.1,17,128,8,1,1.2093610475211827,1.2093610475211827,5.730771475289874,0.9999999950012559,0.0
400.0,0.1,17,128,9,1,0.11001445717434664,0.11001445717434664,4.916488860178041,0.9999995594489537,0.0
400.0,0.1,18,64,0,1,-1.8464826470062894,-1.8464826470062894,2.167570626901987,0.9849043146874287,0.0
400.0,0.1,18,64,1,1,3.528788737706821,3.528788737706821,5.035645976740995,0.9999997618799837,0.0
400.0,0.1,18,64,2,6,-18.87877228188392,-20.04592329046865,-1.359075424007995,0.08706134478206246,9.945745576526196
400.0,0.1,18,64,3,2,-5.904263621520242,-7.549507406094435,1.0764199902656302,0.8591302669768215,0.0
400.0,0.1,18,64,4,1,0.9238020160425163,0.9238020160425163,3.688545079164378,0.9998872299650364,0.0
400.0,0.1,18,64,5,1,6.177711348041459,6.177711348041459,6.126250279439694,0.9999999995501287,0.0
400.0,0.1,18,64,6,6,-21.91321810816443,-23.074232366136968,-1.5059844266604236,0.06603558577104114,13.070601427598596
400.0,0.1,18,64,7,6,-18.47866313632179,-20.10950241325629,-1.3348377097633792,0.0909647342155574,9.566739225726725
400.0,0.1,18,64,8,4,-7.175349455924494,-9.574034254274896,1.261652764940079,0.8964631196875243,0.0
400.0,0.1,18,64,9,6,-19.33260714615857,-21.08610932958094,-1.3909304786175472,0.0821232547056655,10.440976891435266
400.0,0.1,18,128,0,1,-1.8464826470062894,-1.8464826470062894,3.4774155597921657,0.9997468637559864,0.0
400.0,0.1,18,128,1,1,3.528788737706821,3.528788737706821,7.330883330303316,0.9999999999998856,0.0
400.0,0.1,18,128,2,6,-18.469600713907177,-20.04592329046865,-1.2146575757940674,0.11224835975007158,7.9766164573634395
400.0,0.1,18,128,3,1,-7.549507406094435,-7.549507406094435,0.2927639924273234,0.6151487236128821,1.305015606742337
400.0,0.1,18,128,4,1,0.9238020160425163,0.9238020160425163,5.520955326588378,0.999999983141925,0.0
400.0,0.1,18,128,5,1,6.177711348041459,6.177711348041459,8.79618950891056,1.0,0.0
400.0,0.1,18,128,6,6,-21.91321810816443,-23.074232366136968,-1.4531498896969115,0.07309107087062891,11.505448800042092
400.0,0.1,18,128,7,6,-18.268891879744157,-20.10950241325629,-1.2012440881013802,0.11482826596527934,7.82701228375121
400.0,0.1,18,128,8,2,-6.2547993047166415,-6.432761544504661,1.735794434997437,0.9586999057706537,0.0
400.0,0.1,18,128,9,6,-19.115728297553677,-19.951731017679442,-1.2816772811323658,0.09997793890129802,8.704127570571139
400.0,0.1,19,64,0,1,-0.6306008935836187,-0.6306008935836187,2.8280758875049656,0.9976585647849513,0.0
400.0,0.1,19,64,1,1,-2.07594912644817,-2.07594912644817,2.0464569426768753,0.9796442827053422,0.0
400.0,0.1,19,64,2,6,-9.819181345136549,-14.436424843709116,0.4962660247503023,0.6901466331786665,0.7425901711815956
400.0,0.1,19,64,3,1,-2.3081497389680203,-2.3081497389680203,1.9254188618233907,0.9729115111203483,0.0
400.0,0.1,19,64,4,3,-5.940941499735737,-7.379680420606691,1.5965651655708337,0.9448186655073508,0.0
400.0,0.1,19,64,5,6,-13.09949697742633,-13.445091683864941,-0.6515186994133271,0.2573558550801347,4.318967213935692
400.0,0.1,19,64,6,1,2.3337556593797872,2.3337556593797872,4.442975336080872,0.9999955638330159,0.0
400.0,0.1,19,64,7,6,-14.299609393613135,-14.930630855912721,-0.8765796200148713,0.1903575063624412,5.492007161965718
400.0,0.1,19,64,8,1,0.7855857848186477,0.7855857848186477,3.6125469067395986,0.9998483978815328,0.0
400.0,0.1,19,64,9,1,0.6039369437749568,0.6039369437749568,3.5123411214815006,0.9997779112557542,0.0
400.0,0.1,19,128,0,1,-3.841592428006708,-3.841592428006708,2.1420770311648405,0.9839063580695429,0.0
400.0,0.1,19,128,1,1,-2.07594912644817,-2.07594912644817,3.3146905188494538,0.9995412768171101,0.0
400.0,0.1,19,128,2,6,-10.405622284301907,-14.436424843709116,1.037481417075354,0.8502442241191821,0.0
400.0,0.1,19,128,3,1,-3.8567697945238084,-3.8567697945238084,2.1327170800051554,0.9835260290352605,0.0
400.0,0.1,19,128,4,1,-4.177515754868258,-4.177515754868258,1.9381399999697007,0.9736969277468145,0.0
400.0,0.1,19,128,5,6,-13.09949697742633,-13.445091683864941,-0.27204890389858544,0.3927922084868394,2.7568576797476894
400.0,0.1,19,128,6,1,-2.8311644957036606,-2.8311644957036606,2.7942517386928456,0.997399001701782,0.0
400.0,0.1,19,128,7,6,-14.299609393613135,-14.930630855912721,-0.5836206694933821,0.2797377753793514,3.9284920201108515
400.0,0.1,19,128,8,1,0.7855857848186477,0.7855857848186477,5.418846256102112,0.9999999700075638,0.0
400.0,0.1,19,128,9,1,0.6039369437749568,0.6039369437749568,5.284212497636695,0.9999999368766785,0.0
400.0,0.1,19,16,0,2,-0.8169245962869921,-1.0116017992990802,1.6636851090825155,0.9519123131947177,0.0
400.0,0.1,19,16,1,1,4.1873289719879425,4.1873289719879425,2.4417695247429165,0.9926922630099828,0.0
400.0,0.1,19,16,2,6,-9.819181345136549,-14.436424843709116,-0.4788851085767834,0.3160101826807054,3.9891174227193966
400.0,0.1,19,16,3,4,-2.833113778752944,-3.8567697945238084,1.6649137422477813,0.9520350169395773,0.0
400.0,0.1,19,16,4,6,-6.56307279608081,-9.495866379453819,0.5577403961500472,0.711489165656501,0.6959036748218557
400.0,0.1,19,16,5,6,-13.09949697742633,-13.445091683864941,-1.1095792628346437,0.1335901856674992,7.529537343438836
400.0,0.1,19,16,6,1,2.3337556593797872,2.3337556593797872,1.9181764335778493,0.972455678320215,0.0
400.0,0.1,19,16,7,6,-14.624129881082737,-16.979490018037527,-1.2503659716737179,0.10558294456400397,8.970623751256014
400.0,0.1,19,16,8,2,-0.7420769141236614,-3.1195201623512077,1.7050300292430942,0.9559055880008347,0.0
400.0,0.1,19,16,9,2,-1.0633718541147554,-3.804388653092245,1.5904074492966536,0.9441285038572597,0.0
400.0,0.1,20,64,0,6,-16.67941309467634,-20.732688049024542,-1.1103658259700466,0.13342070905443726,7.284227148336278
400.0,0.1,20,64,1,2,-3.9056105628625915,-4.247042295414357,2.10581708958695,0.9823898781123538,0.0
400.0,0.1,20,64,2,6,-23.04823966866316,-26.272641024347045,-1.5212869816068888,0.0640939178714384,13.782696151642753
400.0,0.1,20,64,3,1,-0.8093646032805462,-0.8093646032805462,2.729508082408643,0.9968285552881464,0.0
400.0,0.1,20,64,4,6,-16.772458423640177,-17.995477523468995,-1.1992338828182998,0.11521850788609334,7.93652523509526
400.0,0.1,20,64,5,6,-9.548093434794167,-10.927985267542503,0.5325981971891388,0.7028441248168434,0.6547428892871976
400.0,0.1,20,64,6,1,-2.3805901640401577,-2.3805901640401577,1.8879932213133965,0.9704865697593316,0.0
400.0,0.1,20,64,7,6,-14.701202440597886,-18.47346671956932,-0.8890915690854607,0.18697693479607436,5.632174199950661
400.0,0.1,20,64,8,1,-0.7162191514542444,-0.7162191514542444,2.780825384517642,0.9972889553687357,0.0
400.0,0.1,20,64,9,1,-2.2035280848888767,-2.2035280848888767,1.9797562367522303,0.9761345369679078,0.0
400.0,0.1,20,16,0,6,-17.668430016099844,-23.985295913881863,-1.3771119022300928,0.08423882670561372,11.27959675130809
400.0,0.1,20,16,1,6,-6.3719240051218335,-8.917854916881852,0.6853365601425352,0.7534342168351862,0.38432438350239473
400.0,0.1,20,16,2,6,-22.73956087350701,-26.272641024347045,-1.5660117243236085,0.05867293620662152,16.629720393129034
400.0,0.1,20,16,3,2,-0.5684794051219437,-0.8093646032805462,1.7672849150622871,0.9614097375696468,0.0
400.0,0.1,20,16,4,6,-16.772458423640177,-17.995477523468995,-1.404018477375841,0.0801566737198488,11.15621862612523
400.0,0.1,20,16,5,6,-9.435399977154685,-10.0635588880581,-0.4444861664738392,0.3283455640860434,3.79407201363509
400.0,0.1,20,16,6,1,4.470700275032572,4.470700275032572,2.5142903931530944,0.9940363910567838,0.0
400.0,0.1,20,16,7,6,-14.992884632772078,-18.47346671956932,-1.2506826936686042,0.10552513349184317,9.138157922365114
400.0,0.1,20,16,8,1,1.3083520540528508,1.3083520540528508,1.5995277352336152,0.9451483045040325,0.0
400.0,0.1,20,16,9,1,1.3861149497113243,1.3861149497113243,1.624197870980307,0.9478332074380109,0.0
400.0,0.1,20,128,0,6,-16.67941309467634,-20.732688049024542,-0.9124766528028248,0.180758927199685,5.6975085121281
