method,experiment_seed,trial,candidate_columns,exact_over_columns,power_externality_model,worst_detection_deficit,total_detection_deficit,network_evidence_loss,worst_evidence_retention,total_energy,remote_reports,cpu_cycles,receiver_cpu_cycles,fusion_cpu_cycles,max_uav_cpu_cycles,worst_pd,mean_pd,max_pfa,mean_pfa,design_worst_pd,design_mean_pd,target_rcs_m2,fusion_candidate_limit,heldout_worst_pd,heldout_mean_pd,heldout_scenario_pfa_mean,heldout_max_pfa,lossless_heldout_worst_pd,lossless_heldout_mean_pd,lossless_worst_pd_headroom,columns
fixed_nominal_global,20250915,0,1350,True,full_load_envelope,0.5701171875,1.3894531249999997,1.460609411196856e-12,0.999999999999617,480.0,16.0,1110.0,1080.0,30.0,225.0,0.3798828125,0.825,0.0830078125,0.0533203125,0.3798828125,0.825,0.05,,0.305908203125,0.8063720703125,0.048345947265625,0.068359375,0.305908203125,0.8063720703125,0.0,"[{""target"":0,""fusion"":1,""robust_pd"":0.880859375,""robust_information"":3.813434738971064,""generated_information"":[14.094376366133984,27.147742255853366,12.932102995315361,3.8134347389725245],""network_evidence_loss"":1.460609411196856e-12,""robust_evidence_retention"":0.999999999999617,""receiver_cpu_cycles"":[0.0,72.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0],""fusion_cpu_cycles"":5.0,""bundle"":[[12,1,""nominal""],[1,12,""nominal""],[14,1,""nominal""],[1,14,""nominal""],[1,6,""nominal""]]},{""target"":1,""fusion"":5,""robust_pd"":0.8974609375,""robust_information"":5.4650138749714365,""generated_information"":[29.482545468675966,35.378161015772974,9.735324489556684,5.4650138749714365],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":1.0,""bundle"":[[2,5,""nominal""]]},{""target"":2,""fusion"":1,""robust_pd"":0.9794921875,""robust_information"":8.321693546612423,""generated_information"":[11.931647615810945,8.321693546612423,12.645254768592565,12.634598630461245],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":2.0,""bundle"":[[6,1,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":6,""robust_pd"":0.8125,""robust_information"":3.709683779751529,""generated_information"":[17.221544249585584,42.95996742716103,23.973639088066605,3.709683779751529],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[36.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":3.0,""bundle"":[[12,6,""nominal""],[4,6,""nominal""],[6,0,""nominal""]]},{""target"":4,""fusion"":7,""robust_pd"":0.3798828125,""robust_information"":0.7225322240792584,""generated_information"":[0.7823375854880072,2.2972431750606233,2.089136686331922,0.7225322240792584],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":5.0,""bundle"":[[13,5,""nominal""],[4,5,""nominal""],[2,5,""nominal""],[7,5,""nominal""],[9,5,""nominal""]]},{""target"":5,""fusion"":1,""robust_pd"":0.9970703125,""robust_information"":12.44238278278039,""generated_information"":[59.708047107611925,27.470188394628515,12.44238278278039,43.24034669913887],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0],""fusion_cpu_cycles"":2.0,""bundle"":[[12,1,""nominal""],[12,14,""nominal""]]},{""target"":6,""fusion"":10,""robust_pd"":0.9375,""robust_information"":5.633756026601856,""generated_information"":[5.633756026601856,7.08076965527504,9.488847298349178,9.54388289042803],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":3.0,""bundle"":[[12,2,""nominal""],[13,2,""nominal""],[2,10,""nominal""]]},{""target"":7,""fusion"":10,""robust_pd"":0.40234375,""robust_information"":0.8580943775156822,""generated_information"":[0.8580943775156822,5.291528582542217,9.638320280456822,3.696642535215618],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":5.0,""bundle"":[[7,10,""nominal""],[2,10,""nominal""],[10,7,""nominal""],[10,2,""nominal""],[3,10,""nominal""]]},{""target"":8,""fusion"":12,""robust_pd"":0.966796875,""robust_information"":7.519610727108736,""generated_information"":[32.30815348680279,7.519610727108736,11.85313141541679,37.15931232330569],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0],""fusion_cpu_cycles"":3.0,""bundle"":[[12,14,""nominal""],[14,1,""nominal""],[14,12,""nominal""]]},{""target"":9,""fusion"":8,""robust_pd"":0.99609375,""robust_information"":15.021617648853667,""generated_information"":[75.10156336583813,15.021617648853667,51.70247363421376,117.45209453214133],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":1.0,""bundle"":[[3,8,""nominal""]]}]"
active_modes_global,20250915,0,9750,True,full_load_envelope,0.43828124999999996,0.8726562499999999,1.580957587066223e-13,0.9999999999999302,704.0,15.0,1177.0,1148.0,29.0,226.0,0.51171875,0.8802734375,0.080078125,0.052392578125,0.51171875,0.8802734375,0.05,,0.461669921875,0.8726806640625,0.049041748046875,0.06689453125,0.461669921875,0.8726806640625,0.0,"[{""target"":0,""fusion"":6,""robust_pd"":0.9677734375,""robust_information"":7.472682780696901,""generated_information"":[29.336809093545906,50.97881591108632,20.93792189986274,7.472682780696901],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,76.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0],""fusion_cpu_cycles"":5.0,""bundle"":[[12,1,""intensive""],[1,12,""intensive""],[14,1,""eco""],[1,6,""intensive""],[2,1,""eco""]]},{""target"":1,""fusion"":5,""robust_pd"":0.990234375,""robust_information"":9.847870518354,""generated_information"":[24.01082122388054,30.04875574766993,15.373213315871638,9.847870518354],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":2.0,""bundle"":[[2,5,""nominal""],[13,2,""nominal""]]},{""target"":2,""fusion"":6,""robust_pd"":0.9833984375,""robust_information"":10.033052725394924,""generated_information"":[10.033052725394924,10.131510409908765,19.077927156837852,15.012819929262246],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":2.0,""bundle"":[[1,6,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":6,""robust_pd"":0.953125,""robust_information"":6.289335398802875,""generated_information"":[35.84958104762419,80.24612570098014,39.80711985824691,6.289335398802875],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":2.0,""bundle"":[[12,6,""intensive""],[4,6,""intensive""]]},{""target"":4,""fusion"":10,""robust_pd"":0.51171875,""robust_information"":1.1954297458932732,""generated_information"":[1.1954297458933567,2.178325291345279,2.265777548833379,1.3027240693728366],""network_evidence_loss"":1.580957587066223e-13,""robust_evidence_retention"":0.9999999999999302,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":5.0,""bundle"":[[13,5,""eco""],[4,5,""intensive""],[2,5,""eco""],[7,5,""intensive""],[9,5,""intensive""]]},{""target"":5,""fusion"":14,""robust_pd"":0.9921875,""robust_information"":9.389182465685709,""generated_information"":[47.11013125196182,21.49736973501824,9.389182465685709,33.66348443682371],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0],""fusion_cpu_cycles"":2.0,""bundle"":[[12,1,""nominal""],[12,14,""nominal""]]},{""target"":6,""fusion"":2,""robust_pd"":0.9541015625,""robust_information"":6.520805154487186,""generated_information"":[6.520805154487186,12.727742152948618,17.19467537260346,13.458828994708103],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0],""fusion_cpu_cycles"":3.0,""bundle"":[[2,12,""nominal""],[12,2,""nominal""],[13,2,""intensive""]]},{""target"":7,""fusion"":10,""robust_pd"":0.515625,""robust_information"":1.3427858384718245,""generated_information"":[1.3427858384718245,7.751865142859846,13.475591787314492,5.203605976158961],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":5.0,""bundle"":[[7,10,""intensive""],[2,10,""intensive""],[10,7,""eco""],[9,10,""eco""],[3,10,""intensive""]]},{""target"":8,""fusion"":1,""robust_pd"":0.9501953125,""robust_information"":6.3390944265077325,""generated_information"":[27.510879558044685,6.3390944265077325,9.363266377968076,30.83348106261713],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0],""fusion_cpu_cycles"":2.0,""bundle"":[[14,1,""nominal""],[14,12,""intensive""]]},{""target"":9,""fusion"":8,""robust_pd"":0.984375,""robust_information"":11.21884477721297,""generated_information"":[58.65170016771649,11.21884477721297,39.991537444668865,92.68612866014327],""network_evidence_loss"":0.0,""robust_evidence_retention"":1.0,""receiver_cpu_cycles"":[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0],""fusion_cpu_cycles"":1.0,""bundle"":[[3,8,""nominal""]]}]"
