direct_gain_boost_db,receiver,target,arm,threshold,empirical_pfa,pfa_ci95_low,pfa_ci95_high,empirical_pd,pd_ci95_low,pd_ci95_high,auc,n_cal_h0,n_test_h0,n_test_h1,median_conflict_index,median_direct_inr_db,median_kappa_accounted_db,median_kappa_structural_db,median_eta_survive_q,median_eta_survive_risk_q,median_identifiable_fraction,median_protect_dim
0.0,0,0,no_ic,7.578599272051722,0.0,2.7755575615628914e-17,0.3903342879021653,0.5,0.1876163064826506,0.8123836935173494,0.7222222222222222,6,6,6,0.006361974072072679,-1.8181929369672347,0.0,0.0,1.0,1.0,0.9829764134031083,0.0
0.0,0,0,perfect_channel,7.591071665711213,0.0,2.7755575615628914e-17,0.3903342879021653,0.3333333333333333,0.09677141110578041,0.700006684861608,0.7777777777777778,6,6,6,0.006361974072072679,-1.8181929369672347,nan,nan,1.0,1.0,0.9831198103245143,0.0
0.0,0,0,plain_ls,7.575312348320786,0.0,2.7755575615628914e-17,0.3903342879021653,0.5,0.1876163064826506,0.8123836935173494,0.7222222222222222,6,6,6,0.006361974072072679,-1.8181929369672347,11.71739530742217,11.754636151681698,0.9996326871392762,0.9990519253451992,0.9829773587575124,0.0
0.0,0,0,protected_ls,7.63865121022662,0.0,2.7755575615628914e-17,0.3903342879021653,0.3333333333333333,0.09677141110578041,0.700006684861608,0.6388888888888888,6,6,6,0.006361974072072679,-1.8181929369672347,7.33738591007603,7.350669253124556,0.9999883780832701,0.9994947014999479,0.9762383769463144,45.0
0.0,0,0,tp_uic_full,7.575374408464801,0.0,2.7755575615628914e-17,0.3903342879021653,0.5,0.1876163064826506,0.8123836935173494,0.7222222222222222,6,6,6,0.006361974072072679,-1.8181929369672347,11.489071040214322,11.591873592337807,0.9997823045409218,0.9996403048302145,0.9829806188879374,45.0
0.0,0,1,no_ic,5.750459230103814,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8611111111111112,6,6,6,0.36005426738207025,-1.953371639204536,0.0,0.0,1.0,1.0,0.9983197727200889,0.0
0.0,0,1,perfect_channel,5.70601765804002,0.5,0.1876163064826506,0.8123836935173494,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.953371639204536,nan,nan,1.0,1.0,0.9992231615965893,0.0
0.0,0,1,plain_ls,5.75375435891305,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8611111111111112,6,6,6,0.36005426738207025,-1.953371639204536,12.572559659251262,12.602331762675297,0.9812069356976265,0.7773385244788108,0.998304954058996,0.0
0.0,0,1,protected_ls,5.625299597754798,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8888888888888888,6,6,6,0.36005426738207025,-1.953371639204536,8.156026616761906,8.171687763622927,0.9989806259894701,0.9730976128947261,0.9919033664318138,45.0
0.0,0,1,tp_uic_full,5.754593116579722,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.953371639204536,12.380680788891759,12.390360312846322,1.0032194901760878,0.7811521771953294,0.9983790211848188,45.0
