seed,arm,area_m,rcs_m2,scenario,looks,penalty,g_hw_db,kappa_dc,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.95,0.99,0.051833333333333335,15.0,10.025,0.9500;1.0000;0.9750;1.0000;1.0000;1.0000;1.0000;0.9750;1.0000;1.0000
20260917,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.975,0.9949999999999999,0.051833333333333335,2.6,10.025,0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9750;1.0000;1.0000
20260917,sparse,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.975,0.9875,0.049833333333333334,1.5,10.5,0.9750;0.9750;1.0000;1.0000;1.0000;0.9750;1.0000;0.9750;1.0000;0.9750
101,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.975,0.9949999999999999,0.04825,15.0,10.075,1.0000;1.0000;0.9750;0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
101,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.975,0.9974999999999999,0.04825,2.875,10.075,1.0000;1.0000;0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
101,sparse,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.925,0.975,0.051416666666666666,1.475,10.45,1.0000;1.0000;0.9500;0.9750;1.0000;0.9500;1.0000;0.9250;0.9500;1.0000
202,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.95,0.99,0.05025,15.0,10.075,1.0000;1.0000;1.0000;1.0000;0.9500;0.9750;1.0000;1.0000;0.9750;1.0000
202,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.95,0.99,0.05025,2.8,10.075,1.0000;1.0000;1.0000;1.0000;0.9500;0.9750;1.0000;1.0000;0.9750;1.0000
202,sparse,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.975,0.9824999999999999,0.050916666666666666,1.55,10.65,1.0000;0.9750;1.0000;1.0000;0.9750;0.9750;0.9750;0.9750;0.9750;0.9750
303,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.95,0.9949999999999999,0.050833333333333335,15.0,10.025,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9500
303,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.95,0.9949999999999999,0.050833333333333335,2.65,10.025,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9500
303,sparse,600.0,0.1,compact-small-uav,16,0.2,0.0,60.0,0.925,0.9850000000000001,0.051666666666666666,1.575,10.375,1.0000;1.0000;1.0000;0.9750;0.9750;1.0000;0.9750;1.0000;1.0000;0.9250
