seed,arm,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,0.865,0.8905,0.04958333333333333,15.0,21.38,0.8650;0.8900;0.8650;0.9100;0.8900;0.9150;0.8950;0.8750;0.9150;0.8850
20260917,mask_only,0.9,0.9189999999999999,0.04951666666666667,8.985,21.38,0.9000;0.9050;0.9000;0.9400;0.9200;0.9500;0.9050;0.9100;0.9500;0.9100
20260917,sparse,0.94,0.9615,0.05031666666666667,2.93,14.545,0.9550;0.9500;0.9650;0.9750;0.9650;0.9750;0.9650;0.9400;0.9700;0.9550
101,uncoordinated,0.865,0.8915000000000001,0.0485,15.0,20.655,0.8950;0.9050;0.8800;0.8800;0.9200;0.8800;0.8650;0.9000;0.8900;0.9000
101,mask_only,0.915,0.9369999999999999,0.04856666666666667,8.815,20.655,0.9350;0.9650;0.9200;0.9450;0.9500;0.9450;0.9150;0.9300;0.9350;0.9300
101,sparse,0.95,0.9730000000000001,0.0492,2.64,13.665,0.9700;0.9900;0.9500;0.9750;0.9750;0.9800;0.9650;0.9700;0.9750;0.9800
202,uncoordinated,0.87,0.8940000000000001,0.04898333333333333,15.0,20.845,0.8850;0.8850;0.8950;0.9350;0.8850;0.8700;0.9050;0.9000;0.9000;0.8800
202,mask_only,0.9,0.9239999999999998,0.04895,8.98,20.845,0.9000;0.9050;0.9400;0.9550;0.9100;0.9050;0.9400;0.9400;0.9300;0.9150
202,sparse,0.935,0.9594999999999999,0.04875,2.79,14.495,0.9350;0.9650;0.9650;0.9600;0.9750;0.9600;0.9700;0.9800;0.9500;0.9350
303,uncoordinated,0.83,0.8790000000000001,0.05006666666666667,15.0,21.43,0.8300;0.8600;0.8750;0.9050;0.8700;0.8950;0.8850;0.8750;0.9000;0.8950
303,mask_only,0.86,0.9199999999999999,0.05026666666666667,9.17,21.43,0.8600;0.8950;0.9350;0.9450;0.9300;0.9350;0.9250;0.9100;0.9250;0.9400
303,sparse,0.94,0.9644999999999999,0.04955,2.8,14.335,0.9650;0.9400;0.9500;0.9850;0.9800;0.9600;0.9650;0.9600;0.9800;0.9600
