area_m,rcs_m2,trial,label,family,pd,worst_pd,weak_pd,pfa,reports,observations,bits,delay_ms,n_looks,rho_mean,rho_std,sensing_w,power_seconds,per_target
400.0,0.05,2,maxmin_power,power,0.7,0.0,0.0,0.04666666666666667,8.0,41.0,5120.0,8.533333333333335,16,0.44000000000000006,0.3411744421846396,6.6000000000000005,49.54097219998948,0;1;1;1;1;1;0;0;1;1
400.0,0.05,0,maxmin_power,power,0.3,0.0,1.0,0.056666666666666664,8.0,50.0,5120.0,8.533333333333335,16,0.42000000000000004,0.32802438933713446,6.300000000000001,52.11814159993082,1;0;1;0;1;0;0;0;0;0
400.0,0.05,4,maxmin_power,power,0.7,0.0,1.0,0.05,8.0,49.0,5120.0,8.533333333333335,16,0.42000000000000004,0.32802438933713446,6.300000000000001,55.129260100075044,1;1;0;0;1;1;1;1;1;0
400.0,0.05,3,maxmin_power,power,0.7,0.0,1.0,0.04,8.0,46.0,5120.0,8.533333333333335,16,0.44000000000000006,0.3411744421846396,6.6000000000000005,56.71951429999899,1;1;0;1;1;1;0;1;0;1
400.0,0.05,1,maxmin_power,power,0.6,0.0,0.0,0.05333333333333334,8.0,51.0,5120.0,8.533333333333335,16,0.44000000000000006,0.3411744421846396,6.6000000000000005,57.8662169999443,0;1;1;0;1;0;1;0;1;1
400.0,0.05,5,maxmin_power,power,0.4,0.0,0.0,0.05,8.0,55.0,5120.0,8.533333333333335,16,0.4000000000000001,0.3316624790355399,6.000000000000001,62.481514999992214,0;0;0;0;1;1;1;0;1;0
400.0,0.05,6,maxmin_power,power,0.6,0.0,0.0,0.06,8.0,45.0,5120.0,8.533333333333335,16,0.35000000000000003,0.29999999999999993,5.250000000000001,51.00880209996831,0;1;0;1;0;1;0;1;1;1
400.0,0.05,8,maxmin_power,power,0.9,0.0,1.0,0.04,8.0,34.0,5120.0,8.533333333333335,16,0.39000000000000007,0.3168595903550972,5.850000000000001,44.44840470002964,1;1;0;1;1;1;1;1;1;1
400.0,0.05,7,maxmin_power,power,0.6,0.0,1.0,0.05333333333333334,8.0,45.0,5120.0,8.533333333333335,16,0.45000000000000007,0.35355339059327373,6.750000000000001,51.6789469999494,1;0;1;0;0;1;1;0;1;1
400.0,0.05,9,maxmin_power,power,0.8,0.0,1.0,0.043333333333333335,8.0,42.0,5120.0,8.533333333333335,16,0.4000000000000001,0.3316624790355399,6.000000000000001,51.304998700041324,1;1;1;1;0;1;1;1;0;1
400.0,0.05,11,maxmin_power,power,0.5,0.0,1.0,0.043333333333333335,8.0,43.0,5120.0,8.533333333333335,16,0.37000000000000005,0.29933259094191517,5.550000000000001,51.80635440000333,1;1;1;1;1;0;0;0;0;0
400.0,0.05,10,maxmin_power,power,0.6,0.0,0.0,0.06,8.0,45.0,5120.0,8.533333333333335,16,0.4000000000000001,0.33166247903553997,6.000000000000001,58.54482469998766,0;0;1;1;0;1;1;1;1;0
400.0,0.05,12,maxmin_power,power,0.8,0.0,1.0,0.056666666666666664,8.0,42.0,5120.0,8.533333333333335,16,0.43000000000000005,0.3091924966748061,6.450000000000001,51.35818029998336,1;1;1;0;1;1;1;1;0;1
