trial,budget,method,pd,pfa,reports,observations,bits,delay_ms,detected_per_target,capture,seconds_two_methods
56,0,proposed_c2f_adaptive_pd,1.0,0.023333333333333334,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0265424000099301
56,0,sense_sinr_budgeted,0.6,0.02666666666666667,0,12,0.0,0.0,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1]",1.0,1.026550699956715
57,0,proposed_c2f_adaptive_pd,1.0,0.02666666666666667,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.051015599980019
57,0,sense_sinr_budgeted,0.5,0.03,0,12,0.0,0.0,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]",1.0,1.051026099943556
58,0,proposed_c2f_adaptive_pd,1.0,0.05,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0761083000106737
58,0,sense_sinr_budgeted,0.6,0.03,0,12,0.0,0.0,"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1.0,1.0761167999589816
59,0,proposed_c2f_adaptive_pd,1.0,0.06333333333333334,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.099231099942699
59,0,sense_sinr_budgeted,0.4,0.016666666666666666,0,12,0.0,0.0,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",1.0,1.0992396000074223
60,0,proposed_c2f_adaptive_pd,1.0,0.05,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.2484650000697002
60,0,sense_sinr_budgeted,0.3,0.03,0,12,0.0,0.0,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1.0,1.248475500033237
61,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.113150899996981
61,0,sense_sinr_budgeted,0.6,0.02666666666666667,0,12,0.0,0.0,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",1.0,1.1131592000601813
62,0,proposed_c2f_adaptive_pd,0.9,0.03666666666666667,0,12,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9166666666666666,1.0748265000293031
62,0,sense_sinr_budgeted,0.4,0.02,0,12,0.0,0.0,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0.9166666666666666,1.074835199979134
63,0,proposed_c2f_adaptive_pd,1.0,0.03,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.122246199985966
63,0,sense_sinr_budgeted,0.6,0.04,0,12,0.0,0.0,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",1.0,1.122254499932751
64,0,proposed_c2f_adaptive_pd,1.0,0.06,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0511123999021947
64,0,sense_sinr_budgeted,0.4,0.016666666666666666,0,12,0.0,0.0,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1.0,1.0511209999676794
65,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1217346999328583
65,0,sense_sinr_budgeted,0.5,0.01,0,12,0.0,0.0,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1.0,1.1217433999991044
66,0,proposed_c2f_adaptive_pd,1.0,0.06,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1711703999899328
66,0,sense_sinr_budgeted,0.5,0.02,0,12,0.0,0.0,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",1.0,1.171181800076738
67,0,proposed_c2f_adaptive_pd,1.0,0.05,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.2112287000054494
67,0,sense_sinr_budgeted,0.3,0.016666666666666666,0,12,0.0,0.0,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1.0,1.2112372999545187
68,0,proposed_c2f_adaptive_pd,1.0,0.03,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1228090000804514
68,0,sense_sinr_budgeted,0.5,0.006666666666666667,0,12,0.0,0.0,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",1.0,1.1228173000272363
69,0,proposed_c2f_adaptive_pd,1.0,0.03666666666666667,0,11,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1214161000680178
69,0,sense_sinr_budgeted,0.4,0.006666666666666667,0,12,0.0,0.0,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1.0,1.12142490001861
70,0,proposed_c2f_adaptive_pd,0.9,0.023333333333333334,0,12,0.0,0.0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1.0,1.103961699991487
70,0,sense_sinr_budgeted,0.3,0.006666666666666667,0,12,0.0,0.0,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1.0,1.1039701999397948
71,0,proposed_c2f_adaptive_pd,1.0,0.07666666666666666,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0070675000315532
71,0,sense_sinr_budgeted,0.4,0.03,0,12,0.0,0.0,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",1.0,1.007075700093992
72,0,proposed_c2f_adaptive_pd,1.0,0.023333333333333334,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.17848140001297
72,0,sense_sinr_budgeted,0.3,0.016666666666666666,0,12,0.0,0.0,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0.9166666666666666,1.1784902999643236
73,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1088438000297174
73,0,sense_sinr_budgeted,0.4,0.02,0,12,0.0,0.0,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1.0,1.1088521999772638
74,0,proposed_c2f_adaptive_pd,0.9,0.04666666666666667,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1.0,1.1171539999777451
74,0,sense_sinr_budgeted,0.4,0.016666666666666666,0,12,0.0,0.0,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1.0,1.117162499926053
75,0,proposed_c2f_adaptive_pd,1.0,0.056666666666666664,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1600242999847978
75,0,sense_sinr_budgeted,0.5,0.03333333333333333,0,12,0.0,0.0,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",1.0,1.1600328999338672
76,0,proposed_c2f_adaptive_pd,1.0,0.03666666666666667,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1045843000756577
76,0,sense_sinr_budgeted,0.4,0.01,0,12,0.0,0.0,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",1.0,1.1045932000270113
77,0,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0851978999562562
77,0,sense_sinr_budgeted,0.4,0.03333333333333333,0,12,0.0,0.0,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",1.0,1.0852088999236003
78,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.156248199986294
78,0,sense_sinr_budgeted,0.5,0.03,0,12,0.0,0.0,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1.0,1.1562567999353632
79,0,proposed_c2f_adaptive_pd,1.0,0.03333333333333333,0,12,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1348293999908492
