trial,budget,method,pd,pfa,reports,observations,bits,delay_ms,detected_per_target,capture,seconds_two_methods
11,0,proposed_c2f_adaptive_pd,0.8,0.05333333333333334,0,11,0.0,0.0,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",0.9090909090909091,1.1847856999374926
11,0,sense_sinr_budgeted,0.9,0.05333333333333334,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.9833333333333333,1.184807199984789
12,0,proposed_c2f_adaptive_pd,0.9,0.05,0,11,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0.9090909090909091,1.242317600059323
12,0,sense_sinr_budgeted,1.0,0.03,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.9833333333333333,1.2423444000305608
13,0,proposed_c2f_adaptive_pd,1.0,0.05333333333333334,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.3399064000695944
13,0,sense_sinr_budgeted,1.0,0.02666666666666667,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.3399300000164658
14,0,proposed_c2f_adaptive_pd,0.9,0.05,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1.0,1.011360100004822
14,0,sense_sinr_budgeted,1.0,0.05,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.011380499927327
15,0,proposed_c2f_adaptive_pd,1.0,0.05,0,14,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.820568000082858
15,0,sense_sinr_budgeted,1.0,0.043333333333333335,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.8205868999939412
16,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.1492210000287741
16,0,sense_sinr_budgeted,1.0,0.056666666666666664,0,60,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.149245300097391
17,0,proposed_c2f_adaptive_pd,1.0,0.04,0,10,0.0,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.2212475999258459
