split,scene_id,max_h0,max_h1,logmeanexp_h0,logmeanexp_h1
calibration,30,9.356899482561387,7.69622604968831,7.759663742878291,6.7625178645288715
calibration,31,8.172142436297129,9.39741659341423,7.019937404990355,8.62047181649455
calibration,32,7.825965544429843,3.463249397620348,6.794843268357207,2.6163793780394964
calibration,33,16.33475046308278,7.712826518446577,14.495306999150829,6.057489760249885
calibration,34,3.5237303075433237,9.457523818666852,2.6045000245245262,8.345256019306975
calibration,35,11.075104877000978,9.487266336776116,9.901413573352972,7.593958315626373
calibration,36,10.291245254974106,8.817232963944031,8.726675499857045,7.552931486124765
calibration,37,6.401467392218703,5.283869405873007,5.5421994243069905,3.895765964041912
calibration,38,4.000033833513802,10.617456012364263,2.8179107536484898,9.560533024090857
calibration,39,8.431125422550146,8.452445351373452,6.551544812054117,6.881447513717805
test,40,8.986636615485871,4.403553564687991,8.35867185440041,3.5813813897569418
test,41,4.901848378959974,1.822934581433373,3.51845169415751,1.5595233872827687
test,42,4.17455981806131,9.560222828370687,3.1931824912777027,8.293419466905178
test,43,7.643303794450517,10.412557826152863,6.803992844517709,9.370170306723384
test,44,6.334443410535801,4.257906538854586,4.865296556386625,2.842984229327691
test,45,8.74657580673885,14.11648762555948,7.311332581552446,12.202832603053823
test,46,9.35319755353294,7.016069893379569,7.55146998525186,5.641727965697583
test,47,3.898471679671843,5.4957975705269595,3.2523282161077076,4.331908568818635
test,48,5.637546074304175,13.124278759145453,4.621735801248571,11.490832659062631
test,49,5.72443275814016,11.771812460231953,4.455644137662962,10.134509503265562
test,50,5.624177443363134,5.853976197251683,4.743238741055981,4.792549987315853
test,51,6.3570160372953834,10.031451479433613,5.004625956733186,8.870502462347673
test,52,19.04052701576272,10.803847244871806,17.390098121832267,9.535539456719604
test,53,7.0639205273954735,11.287764670493223,5.897629211681253,9.68447735630635
test,54,6.174272647944813,5.060991852116932,4.557001078565733,4.391834678474096
test,55,7.403512275092765,9.602472407599151,6.108176321892499,8.070124299316607
test,56,3.761321206139131,9.845554901527747,3.0535986381419185,8.603544043747323
test,57,2.483606541079459,16.916667319012227,1.9060409576592439,15.340573878199857
test,58,5.770789872700263,6.961726657655892,4.840144894019969,5.882146959332526
test,59,4.933515817048302,11.318747616003785,4.527751164927052,10.261961526364342
test,60,3.133509338470634,6.975356317784782,2.6440252249092815,5.402629889590693
test,61,5.160882383708794,8.974654249989927,4.316237031438888,8.127120227883676
test,62,5.838790864139421,6.521241681122169,5.115642173989707,5.635095545611571
test,63,4.787672092156666,10.339335826110014,3.6857622300268096,9.192331070409839
test,64,8.899477635673342,5.398493181193285,7.474400761340999,4.0864401655510925
test,65,5.859260663249991,10.91974719124146,3.8814493946594038,9.667509462856923
test,66,13.125205623139001,6.920259615970251,11.914581331543598,5.696861858249263
test,67,10.051449006391946,6.412493004449907,8.268369427959643,5.109308704411444
test,68,7.968295468120662,5.122471811268185,7.084306186532534,4.2639129853339295
test,69,4.964638367296616,8.967916022916153,4.525837927048378,7.716697762282172
test,70,5.481911597466881,11.710314366960052,4.698697932818402,9.867361869168247
test,71,5.494154944651898,5.732416600411205,4.65937546426305,4.6341189987839755
test,72,3.1829422777627214,5.5048886722691135,2.6940843448682044,4.122668509231353
test,73,3.5745996828299873,7.807571051484676,2.9786182296015262,6.34574044271345
test,74,4.382890233045537,11.050056722749758,3.878844189572894,9.532267245190202
test,75,5.568991968728314,7.062951538348793,4.21945804128263,6.221905564608682
test,76,5.270085435425538,3.381322249205005,4.467432971892993,2.510162099268083
test,77,5.640888244328349,4.47158637428439,4.8152045130056145,3.5365814310701795
test,78,4.692628387843498,11.340753219692678,3.5606884142091237,9.233496986587198
test,79,12.203548086395605,7.698013562220355,10.69354107825563,6.532784281744993
