method,P_D,P_FA,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_lagrangian,0.6506,0.04426327898369511,0.04425,21129.6,29.212402248125816,33.015,0.9997,1.0,430.98,0.38695495381822903,1.3814015162172892,0.27389511919499354,0.35759392699494835,0.8012242256112749,0.5740897531024625,0.63574175357225,-3.7103975347386298,1.0,1.0,7.715197577301142,4.098238078259158,0.2219252493807476,15.4832756988601,0.006,7.013766790073157,0.585,0.6506000000000001,0.627,0.665,0.03079092836589429,0.022271362501238342,0.36513694425361304,0.2641069197859661
all_neighbor,0.6646,0.04794,0.04794,275827.2,665.6111917078593,430.98,1.0,1.0,430.98,0.32313412146855786,0.8075716541980015,0.20802849636792461,0.23576396076439754,0.7116439779700551,0.5100413355987397,0.5419290811045542,-6.471923752532332,1.0,1.0,11.381933369185257,4.641962043740417,0.21530652630796085,28.671379782752343,0.006,10.025321481839708,0.568,0.6646,0.635,0.685,0.002409479558216158,0.0009984808072333268,0.04126472432445116,0.01709997294363532
random,0.1374,0.04519689240105365,0.04518333333333333,21129.6,45.28988435470307,33.015,0.9997,1.0,430.98,0.3701666509180173,0.9128054463507297,0.23117299111492834,0.27084180959843746,0.7364422135461652,0.5362537716313774,0.5753934615946114,-5.834012298074278,1.0,1.0,0.4809401112275924,0.012882627617080328,2.4561617277676325e-05,1.0557591627790142,0.0,0.3619786435088531,0.022,0.1374,0.123,0.149,0.006502726033621081,0.0030337900384974567,0.02276143946064253,0.010619150790073717
nearest,0.1842,0.04484345303591077,0.04483,21129.6,7.437360049032494,33.015,0.9997,1.0,430.98,0.6042560488049707,4.4373747269001615,2.068098698936777,2.4486901214239407,0.9525466314470189,0.8779376095367545,0.90625818225789,5.075694059968682,1.0,1.0,3.637619139177251,0.01776633507033271,5.407832731971808e-05,3.297995980457842,0.0,2.9081450541781284,0.091,0.1842,0.165,0.206,0.00871762835074966,0.024766852590921977,0.172157501286217,0.48910085234483963
shortest_bistatic,0.5497,0.04461004968157114,0.044596666666666666,21129.6,39.798188328710914,33.015,0.9997,1.0,430.98,0.4055403314361167,1.0620097533564437,0.24969495509153095,0.3024806778400132,0.7613347086765424,0.5533678411858554,0.5998751306503746,-5.084580647274915,1.0,1.0,4.976017695407213,2.0617214999504427,0.09730541943969338,10.27084887047709,0.0,4.360431608912959,0.37,0.5497000000000001,0.529,0.57,0.026015636831743145,0.013812186511099035,0.2354998530690223,0.12503126158176028
raw_sense_sinr,0.5352,0.04785769064052549,0.047843333333333335,21129.6,196.07874943967968,33.015,0.9997,1.0,430.98,0.4013747092433506,0.580258810395044,0.03129779019047541,0.06897021532001722,0.5570685068284863,0.12390647496687436,0.2395535242595899,-9.762951827064338,0.5821390349619846,0.8148671134281162,4.988278885623166,1.6246723709976623,0.08538326598412173,10.257618120237554,0.0,4.359440004353429,0.328,0.5352,0.518,0.548,0.025329395729213996,0.0027295155723371504,0.2360801380822716,0.02544018104908266
sense_sinr,0.6408,0.044883465039511856,0.04487,21129.6,42.38811452820277,33.015,0.9997,1.0,430.98,0.39278045833762393,0.9896716042789317,0.2400033802105294,0.2841760683682679,0.7491861196226296,0.5449902610121581,0.5861338801112047,-5.448923310996639,1.0,1.0,6.063312971797966,3.124652477952525,0.21275314344345858,11.374300178683422,0.001,5.416350217143094,0.494,0.6408,0.624,0.656,0.03032712403452976,0.015117445235117646,0.2869582468100658,0.1430427618516451
single_best,0.6318,0.040633333333333334,0.040633333333333334,6400.0,4.735619035800678,10.0,1.0,1.0,430.98,0.5775280316930966,2.4540601275838667,0.6818993344927433,0.8951302891626998,0.8969813716582478,0.7603098554587866,0.8061885273859375,0.22573301346658456,1.0,1.0,9.896180825046933,3.230415814984229,0.13622134876596906,22.455086554096876,0.001,8.56493382707213,0.497,0.6317999999999999,0.616,0.649,0.09871875,0.13341444808454236,1.5462782539135833,2.089733306297036
topk_deflection,0.6593,0.04405655029842286,0.04404333333333333,21129.6,32.63999629078347,33.015,0.9997,1.0,430.98,0.38850100095199175,1.271596066408554,0.26044827672041915,0.32841625549002457,0.7873943631557747,0.5629417958496854,0.617783716964934,-4.181717385862169,1.0,1.0,7.680298915340163,4.103538884484202,0.21910385268233035,15.364573782016897,0.006,6.967940670958464,0.585,0.6593,0.645,0.674,0.03120267302741178,0.02019914445229781,0.3634852962356203,0.23530330233244673
