trial,budget,joint_F,nearest_exact_F,nearest_c2f_F,placement_gap,selection_gap,total_gap,joint_feasible_pairs,candidate_pairs_before_caps,joint_mean_predicted_pd,c2f_mean_predicted_pd,c2f_reports,joint_reports,joint_plan,joint_sets,nearest_plan,c2f_sets
54,1,1.7613705638880106,1.7613705638880106,1.7567522775845013,0.0,0.004618286303509356,0.004618286303509356,10752,736164,0.971285199657369,0.9638247653953265,0,0,"[3, 0]","[[[0, 3], [2, 3]], [[1, 0]]]","[3, 1]","[[[0, 3], [1, 3]], [[0, 1]]]"
54,2,1.7613705638880106,1.7613705638880106,1.7567522775845013,0.0,0.004618286303509356,0.004618286303509356,46056,736164,0.971285199657369,0.9638247653953265,0,0,"[3, 0]","[[[0, 3], [2, 3]], [[1, 0]]]","[3, 1]","[[[0, 3], [1, 3]], [[0, 1]]]"
54,4,1.7613705638880106,1.7613705638880106,1.7567522775845013,0.0,0.004618286303509356,0.004618286303509356,118436,736164,0.971285199657369,0.9638247653953265,0,0,"[3, 0]","[[[0, 3], [2, 3]], [[1, 0]]]","[3, 1]","[[[0, 3], [1, 3]], [[0, 1]]]"
55,0,1.7106070151375252,1.7106070151375252,1.7106070151375252,0.0,0.0,0.0,912,158404,0.9521748400165299,0.9521985254673723,0,0,"[2, 1]","[[[0, 2], [1, 2], [3, 2]], [[2, 1]]]","[2, 2]","[[[1, 2], [3, 2], [0, 2]], [[1, 2]]]"
55,1,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,6816,158404,0.9808072419572886,0.980830927408131,1,1,"[1, 1]","[[[1, 2], [2, 1]], [[2, 1]]]","[2, 2]","[[[1, 2], [2, 1]], [[1, 2]]]"
55,2,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,20784,158404,0.9808072419572886,0.980830927408131,1,1,"[1, 1]","[[[1, 2], [2, 1]], [[2, 1]]]","[2, 2]","[[[1, 2], [2, 1]], [[1, 2]]]"
55,4,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,38229,158404,0.9808072419572886,0.980830927408131,1,1,"[1, 1]","[[[1, 2], [2, 1]], [[2, 1]]]","[2, 2]","[[[1, 2], [2, 1]], [[1, 2]]]"
56,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,1054729,0.9793155937746509,0.9793081874981624,0,0,"[0, 1]","[[[1, 0]], [[2, 1], [3, 1]]]","[1, 1]","[[[0, 1]], [[3, 1], [2, 1]]]"
56,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,11736,1054729,0.9793155937746509,0.9793081874981624,0,0,"[0, 1]","[[[1, 0]], [[2, 1], [3, 1]]]","[1, 1]","[[[0, 1]], [[3, 1], [2, 1]]]"
56,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,54390,1054729,0.9793155937746509,0.9793081874981624,0,0,"[0, 1]","[[[1, 0]], [[2, 1], [3, 1]]]","[1, 1]","[[[0, 1]], [[3, 1], [2, 1]]]"
56,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,153001,1054729,0.9793155937746509,0.9793081874981624,0,0,"[0, 1]","[[[1, 0]], [[2, 1], [3, 1]]]","[1, 1]","[[[0, 1]], [[3, 1], [2, 1]]]"
57,0,0.7018313069445109,0.7018313069445109,0.701831306944511,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,912,1430416,0.7054971758750701,0.7059520137018815,0,0,"[2, 0]","[[[3, 2]], [[1, 0], [2, 0], [3, 0]]]","[3, 0]","[[[2, 3]], [[3, 0], [1, 0], [2, 0]]]"
57,1,0.9866751303857558,0.9866751303857558,0.9866751303857558,0.0,0.0,0.0,12720,1430416,0.7641875114837392,0.7646423493105506,1,1,"[2, 0]","[[[3, 2]], [[0, 3], [1, 0], [3, 0]]]","[3, 0]","[[[2, 3]], [[0, 3], [3, 0], [1, 0]]]"
57,2,0.9866751303857558,0.9866751303857558,0.9866751303857558,0.0,0.0,0.0,63120,1430416,0.7641875114837392,0.7646423493105506,1,1,"[2, 0]","[[[3, 2]], [[0, 3], [1, 0], [3, 0]]]","[3, 0]","[[[2, 3]], [[0, 3], [3, 0], [1, 0]]]"
57,4,0.9866751303857558,0.9866751303857558,0.9866751303857558,0.0,0.0,0.0,191376,1430416,0.7641875114837392,0.7646423493105506,1,1,"[2, 0]","[[[3, 2]], [[0, 3], [1, 0], [3, 0]]]","[3, 0]","[[[2, 3]], [[0, 3], [3, 0], [1, 0]]]"
58,0,1.6369510147525692,1.6369510147525692,1.6369510147525692,0.0,0.0,0.0,912,361201,0.9263526910159443,0.9263532636455615,0,0,"[1, 1]","[[[2, 1]], [[0, 1], [2, 1], [3, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [2, 1], [3, 1]]]"
58,1,1.7457033116124865,1.7457033116124865,1.7457033116124865,0.0,0.0,0.0,8784,361201,0.9697776862831264,0.9697782589127435,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]"
58,2,1.7457033116124865,1.7457033116124865,1.7330557236135442,0.0,0.012647587998942278,0.012647587998942278,31944,361201,0.9697776862831264,0.9640055291686445,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [3, 1]]]"
58,4,1.7457033116124865,1.7457033116124865,1.7330557236135442,0.0,0.012647587998942278,0.012647587998942278,69889,361201,0.9697776862831264,0.9640055291686445,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [3, 1]]]"
59,0,-0.5989667761619777,-0.5989667761619777,-0.5989667761619777,0.0,0.0,0.0,912,361201,0.12723532748188024,0.12723532748188024,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [3, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[3, 1], [2, 1]]]"
59,1,-0.5494889775543873,-0.5494889775543873,-0.5654965163657394,0.0,0.016007538811352084,0.016007538811352084,8784,361201,0.14137844433837593,0.14143995438413026,1,1,"[1, 1]","[[[0, 1], [2, 1]], [[1, 3], [3, 1]]]","[1, 1]","[[[2, 1], [1, 2], [0, 1]], [[3, 1]]]"
59,2,-0.5222745169808028,-0.5222745169808028,-0.5222745169808028,0.0,0.0,0.0,31944,361201,0.15044373835229266,0.15044373835229266,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 3], [3, 1]]]","[1, 1]","[[[2, 1], [1, 2]], [[3, 1], [1, 3]]]"
59,4,-0.5222745169808028,-0.5222745169808028,-0.5222745169808028,0.0,0.0,0.0,69889,361201,0.15044373835229266,0.15044373835229266,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 3], [3, 1]]]","[1, 1]","[[[2, 1], [1, 2]], [[3, 1], [1, 3]]]"
60,0,1.4012179568327978,1.4012179568327978,1.4012179568327978,0.0,0.0,0.0,912,158404,0.785670468553601,0.785670468553601,0,0,"[0, 3]","[[[1, 0], [2, 0], [3, 0]], [[1, 3]]]","[0, 3]","[[[2, 0], [1, 0], [3, 0]], [[1, 3]]]"
60,1,1.4046971676718627,1.4046971676718627,1.4012179568327978,0.0,0.0034792108390648835,0.0034792108390648835,6816,158404,0.8343537619544753,0.785670468553601,0,1,"[0, 3]","[[[1, 0], [2, 0]], [[1, 3], [3, 1]]]","[0, 3]","[[[2, 0], [1, 0], [3, 0]], [[1, 3]]]"
60,2,1.4046971676718627,1.4046971676718627,1.4046971676718627,0.0,0.0,0.0,20784,158404,0.8343537619544753,0.8343537619544753,1,1,"[0, 3]","[[[1, 0], [2, 0]], [[1, 3], [3, 1]]]","[0, 3]","[[[2, 0], [1, 0]], [[1, 3], [3, 1]]]"
60,4,1.4046971676718627,1.4046971676718627,1.4046971676718627,0.0,0.0,0.0,38229,158404,0.8343537619544753,0.8343537619544753,1,1,"[0, 3]","[[[1, 0], [2, 0]], [[1, 3], [3, 1]]]","[0, 3]","[[[2, 0], [1, 0]], [[1, 3], [3, 1]]]"
61,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,1054729,0.9868059850105072,0.9884410641238488,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0]]]"
61,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,11736,1054729,0.9868059850105072,0.9884410641238488,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0]]]"
61,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,54390,1054729,0.9868059850105072,0.9884410641238488,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0]]]"
61,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,153001,1054729,0.9868059850105072,0.9884410641238488,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0]]]"
62,0,0.15707859694819615,0.15707859694819615,0.15707859694819648,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,912,361201,0.5957509817959334,0.5964807956901483,0,0,"[1, 0]","[[[2, 1]], [[1, 0], [2, 0], [3, 0]]]","[2, 0]","[[[1, 2]], [[3, 0], [2, 0], [1, 0]]]"
62,1,0.21458103882101706,0.21458103882101706,0.21458103882101706,0.0,0.0,0.0,8784,361201,0.6071516387839194,0.6078814526781342,1,1,"[1, 0]","[[[2, 1]], [[0, 3], [2, 0], [3, 0]]]","[2, 0]","[[[1, 2]], [[3, 0], [0, 3], [2, 0]]]"
62,2,0.21458103882101706,0.21458103882101706,0.21458103882101706,0.0,0.0,0.0,31944,361201,0.6071516387839194,0.6078814526781342,1,1,"[1, 0]","[[[2, 1]], [[0, 3], [2, 0], [3, 0]]]","[2, 0]","[[[1, 2]], [[3, 0], [0, 3], [2, 0]]]"
62,4,0.21458103882101706,0.21458103882101706,0.21458103882101706,0.0,0.0,0.0,69889,361201,0.6071516387839194,0.6078814526781342,1,1,"[1, 0]","[[[2, 1]], [[0, 3], [2, 0], [3, 0]]]","[2, 0]","[[[1, 2]], [[3, 0], [0, 3], [2, 0]]]"
63,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,1054729,0.9994034191574808,0.9994040077499706,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
63,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,11736,1054729,0.9994034191574808,0.9994040077499706,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
63,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,54390,1054729,0.9994034191574808,0.9994040077499706,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
63,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,153001,1054729,0.9994034191574808,0.9994040077499706,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
64,0,1.021991477716473,1.021991477716473,1.021991477716473,0.0,0.0,0.0,912,49284,0.7583456479788069,0.7770191779106136,0,0,"[0, 0]","[[[1, 0], [2, 0], [3, 0]], [[2, 0]]]","[0, 2]","[[[3, 0], [1, 0], [2, 0]], [[1, 2]]]"
64,1,1.021991477716473,1.021991477716473,1.021991477716473,0.0,0.0,0.0,4848,49284,0.7583456479788069,0.7770191779106136,0,0,"[0, 0]","[[[1, 0], [2, 0], [3, 0]], [[2, 0]]]","[0, 2]","[[[3, 0], [1, 0], [2, 0]], [[1, 2]]]"
64,2,1.021991477716473,1.021991477716473,1.021991477716473,0.0,0.0,0.0,11208,49284,0.7583456479788069,0.7770191779106136,0,0,"[0, 0]","[[[1, 0], [2, 0], [3, 0]], [[2, 0]]]","[0, 2]","[[[3, 0], [1, 0], [2, 0]], [[1, 2]]]"
64,4,1.021991477716473,1.021991477716473,1.021991477716473,0.0,0.0,0.0,16409,49284,0.7583456479788069,0.7770191779106136,0,0,"[0, 0]","[[[1, 0], [2, 0], [3, 0]], [[2, 0]]]","[0, 2]","[[[3, 0], [1, 0], [2, 0]], [[1, 2]]]"
65,0,-0.01960122218650373,-0.01960122218650373,-0.01960122218650373,0.0,0.0,0.0,912,361201,0.5703957776827551,0.5709894466254737,0,0,"[2, 0]","[[[0, 2], [1, 2], [3, 2]], [[1, 0]]]","[2, 1]","[[[0, 2], [1, 2], [3, 2]], [[0, 1]]]"
65,1,0.05184596618501915,0.05184596618501915,0.05184596618501915,0.0,0.0,0.0,8784,361201,0.5840067414823492,0.5846004104250678,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[1, 0]]]","[2, 1]","[[[0, 2], [2, 0], [1, 2]], [[0, 1]]]"
65,2,0.05184596618501915,0.05184596618501915,0.0299532621849913,0.0,0.02189270400002785,0.02189270400002785,31944,361201,0.5840067414823492,0.5807052321703234,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[1, 0]]]","[2, 1]","[[[0, 2], [2, 0], [3, 2]], [[0, 1]]]"
65,4,0.05184596618501915,0.05184596618501915,0.0299532621849913,0.0,0.02189270400002785,0.02189270400002785,69889,361201,0.5840067414823492,0.5807052321703234,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[1, 0]]]","[2, 1]","[[[0, 2], [2, 0], [3, 2]], [[0, 1]]]"
66,0,0.6504839768575212,0.6504839768575212,0.6504839768575212,0.0,0.0,0.0,912,158404,0.6973638727079705,0.7020278262685076,0,0,"[0, 1]","[[[2, 0]], [[0, 1], [2, 1], [3, 1]]]","[3, 1]","[[[0, 3]], [[3, 1], [0, 1], [2, 1]]]"
66,1,0.6504839768575212,0.6504839768575212,0.6504839768575212,0.0,0.0,0.0,6816,158404,0.6973638727079705,0.7020278262685076,0,0,"[0, 1]","[[[2, 0]], [[0, 1], [2, 1], [3, 1]]]","[3, 1]","[[[0, 3]], [[3, 1], [0, 1], [2, 1]]]"
66,2,0.6504839768575212,0.6504839768575212,0.6504839768575212,0.0,0.0,0.0,20784,158404,0.6973638727079705,0.7020278262685076,0,0,"[0, 1]","[[[2, 0]], [[0, 1], [2, 1], [3, 1]]]","[3, 1]","[[[0, 3]], [[3, 1], [0, 1], [2, 1]]]"
66,4,0.6504839768575212,0.6504839768575212,0.6504839768575212,0.0,0.0,0.0,38229,158404,0.6973638727079705,0.7020278262685076,0,0,"[0, 1]","[[[2, 0]], [[0, 1], [2, 1], [3, 1]]]","[3, 1]","[[[0, 3]], [[3, 1], [0, 1], [2, 1]]]"
67,0,0.27250025564408575,0.23121183905583753,0.23121183905583753,0.04128841658824822,0.0,0.04128841658824822,912,180625,0.6003229776884038,0.5820678696749904,0,0,"[0, 0]","[[[2, 0]], [[1, 0], [2, 0], [3, 0]]]","[2, 2]","[[[0, 2]], [[0, 2], [1, 2], [3, 2]]]"
67,1,0.5306401468711416,0.5300081636865133,0.5300081636865135,0.0006319831846283153,-2.220446049250313e-16,0.0006319831846280932,6816,180625,0.6496772531317201,0.638884440777442,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 0]]]","[2, 2]","[[[0, 2]], [[2, 0], [0, 2], [1, 2]]]"
67,2,0.5648027705922533,0.5300081636865133,0.5300081636865135,0.03479460690573999,-2.220446049250313e-16,0.03479460690573977,20784,180625,0.65725343728094,0.638884440777442,1,2,"[0, 1]","[[[2, 0]], [[0, 2], [2, 0], [2, 1]]]","[2, 2]","[[[0, 2]], [[2, 0], [0, 2], [1, 2]]]"
67,4,0.5648027705922533,0.5300081636865133,0.5300081636865135,0.03479460690573999,-2.220446049250313e-16,0.03479460690573977,40065,180625,0.65725343728094,0.638884440777442,1,2,"[0, 1]","[[[2, 0]], [[0, 2], [2, 0], [2, 1]]]","[2, 2]","[[[0, 2]], [[2, 0], [0, 2], [1, 2]]]"
68,0,-0.1003074076090853,-0.1300283593944779,-0.1300283593944779,0.029720951785392608,0.0,0.029720951785392608,912,180625,0.5638438969994641,0.5586668470842727,0,0,"[0, 1]","[[[3, 0]], [[0, 1], [2, 1], [3, 1]]]","[3, 2]","[[[0, 3]], [[1, 2], [3, 2], [0, 2]]]"
68,1,-0.033663069412499226,-0.033663069412499226,-0.033663069412499226,0.0,0.0,0.0,6816,180625,0.5764644777579303,0.576464510924955,1,1,"[0, 2]","[[[3, 0]], [[1, 2], [2, 1], [3, 2]]]","[3, 2]","[[[0, 3]], [[2, 1], [1, 2], [3, 2]]]"
68,2,-0.012290006428755117,-0.033663069412499226,-0.033663069412499226,0.02137306298374411,0.0,0.02137306298374411,20784,180625,0.5811775278730166,0.576464510924955,1,2,"[0, 3]","[[[3, 0]], [[1, 2], [2, 1], [2, 3]]]","[3, 2]","[[[0, 3]], [[2, 1], [1, 2], [3, 2]]]"
68,4,-0.012290006428755117,-0.033663069412499226,-0.033663069412499226,0.02137306298374411,0.0,0.02137306298374411,40065,180625,0.5811775278730166,0.576464510924955,1,2,"[0, 3]","[[[3, 0]], [[1, 2], [2, 1], [2, 3]]]","[3, 2]","[[[0, 3]], [[2, 1], [1, 2], [3, 2]]]"
69,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,49284,0.9953830732562307,0.9956838233129108,0,0,"[1, 1]","[[[3, 1]], [[3, 1]]]","[3, 3]","[[[1, 3]], [[1, 3]]]"
69,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,4848,49284,0.9953830732562307,0.9956838233129108,0,0,"[1, 1]","[[[3, 1]], [[3, 1]]]","[3, 3]","[[[1, 3]], [[1, 3]]]"
69,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,11208,49284,0.9953830732562307,0.9956838233129108,0,0,"[1, 1]","[[[3, 1]], [[3, 1]]]","[3, 3]","[[[1, 3]], [[1, 3]]]"
69,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,16409,49284,0.9953830732562307,0.9956838233129108,0,0,"[1, 1]","[[[3, 1]], [[3, 1]]]","[3, 3]","[[[1, 3]], [[1, 3]]]"
70,0,1.7423812274775359,1.7423812274775359,1.7423812274775359,0.0,0.0,0.0,912,736164,0.9528015918488737,0.9648708721238443,0,0,"[3, 0]","[[[0, 3], [1, 3], [2, 3]], [[1, 0]]]","[3, 2]","[[[1, 3], [0, 3], [2, 3]], [[0, 2]]]"
70,1,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,10752,736164,0.9618947750127516,0.9739640552877221,1,1,"[3, 0]","[[[1, 3], [3, 1]], [[1, 0]]]","[3, 2]","[[[1, 3], [3, 1]], [[0, 2]]]"
70,2,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,46056,736164,0.9618947750127516,0.9739640552877221,1,1,"[3, 0]","[[[1, 3], [3, 1]], [[1, 0]]]","[3, 2]","[[[1, 3], [3, 1]], [[0, 2]]]"
70,4,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,118436,736164,0.9618947750127516,0.9739640552877221,1,1,"[3, 0]","[[[1, 3], [3, 1]], [[1, 0]]]","[3, 2]","[[[1, 3], [3, 1]], [[0, 2]]]"
71,0,1.0729547939637523,1.071079909271282,1.071079909271282,0.0018748846924703244,0.0,0.0018748846924703244,912,736164,0.7313821564453415,0.7258597822444508,0,0,"[3, 0]","[[[2, 3]], [[1, 0], [2, 0], [3, 0]]]","[2, 0]","[[[3, 2]], [[1, 0], [2, 0], [3, 0]]]"
71,1,1.2804309530392028,1.2770410497269438,1.071079909271282,0.0033899033122590794,0.20596114045566183,0.2093510437679209,10752,736164,0.7798889181347322,0.7258597822444508,0,1,"[3, 0]","[[[2, 3]], [[0, 1], [1, 0], [2, 0]]]","[2, 0]","[[[3, 2]], [[1, 0], [2, 0], [3, 0]]]"
71,2,1.2804309530392028,1.2770410497269438,1.2770410497269438,0.0033899033122590794,0.0,0.0033899033122590794,46056,736164,0.7798889181347322,0.7743665439338414,1,1,"[3, 0]","[[[2, 3]], [[0, 1], [1, 0], [2, 0]]]","[2, 0]","[[[3, 2]], [[1, 0], [0, 1], [2, 0]]]"
71,4,1.2804309530392028,1.2770410497269438,1.2770410497269438,0.0033899033122590794,0.0,0.0033899033122590794,118436,736164,0.7798889181347322,0.7743665439338414,1,1,"[3, 0]","[[[2, 3]], [[0, 1], [1, 0], [2, 0]]]","[2, 0]","[[[3, 2]], [[1, 0], [0, 1], [2, 0]]]"
72,0,0.02194475804412066,0.02194475804412066,0.021944758044120716,0.0,-5.551115123125783e-17,-5.551115123125783e-17,912,736164,0.48515297026295756,0.48515297026295756,0,0,"[2, 0]","[[[0, 2], [1, 2], [3, 2]], [[3, 0]]]","[2, 0]","[[[3, 2], [1, 2], [0, 2]], [[3, 0]]]"
72,1,0.11782482412716747,0.11782482412716747,0.11782482412716747,0.0,0.0,0.0,10752,736164,0.5032826164375295,0.5032826164375295,1,1,"[2, 0]","[[[1, 2], [2, 3], [3, 2]], [[3, 0]]]","[2, 0]","[[[3, 2], [2, 3], [1, 2]], [[3, 0]]]"
72,2,0.11782482412716747,0.11782482412716747,0.11782482412716747,0.0,0.0,0.0,46056,736164,0.5032826164375295,0.5032826164375295,1,1,"[2, 0]","[[[1, 2], [2, 3], [3, 2]], [[3, 0]]]","[2, 0]","[[[3, 2], [2, 3], [1, 2]], [[3, 0]]]"
72,4,0.11782482412716747,0.11782482412716747,0.11782482412716747,0.0,0.0,0.0,118436,736164,0.5032826164375295,0.5032826164375295,1,1,"[2, 0]","[[[1, 2], [2, 3], [3, 2]], [[3, 0]]]","[2, 0]","[[[3, 2], [2, 3], [1, 2]], [[3, 0]]]"
73,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,186624,0.977554237675601,0.994663320941066,0,0,"[0, 0]","[[[3, 0]], [[1, 0]]]","[3, 1]","[[[0, 3]], [[2, 1]]]"
73,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,7800,186624,0.977554237675601,0.994663320941066,0,0,"[0, 0]","[[[3, 0]], [[1, 0]]]","[3, 1]","[[[0, 3]], [[2, 1]]]"
73,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,24798,186624,0.977554237675601,0.994663320941066,0,0,"[0, 0]","[[[3, 0]], [[1, 0]]]","[3, 1]","[[[0, 3]], [[2, 1]]]"
73,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,45728,186624,0.977554237675601,0.994663320941066,0,0,"[0, 0]","[[[3, 0]], [[1, 0]]]","[3, 1]","[[[0, 3]], [[2, 1]]]"
74,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,736164,0.9943519570654866,0.9950524354759309,0,0,"[1, 0]","[[[2, 1]], [[1, 0]]]","[2, 1]","[[[3, 2]], [[0, 1]]]"
74,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,10752,736164,0.9943519570654866,0.9950524354759309,0,0,"[1, 0]","[[[2, 1]], [[1, 0]]]","[2, 1]","[[[3, 2]], [[0, 1]]]"
74,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,46056,736164,0.9943519570654866,0.9950524354759309,0,0,"[1, 0]","[[[2, 1]], [[1, 0]]]","[2, 1]","[[[3, 2]], [[0, 1]]]"
74,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,118436,736164,0.9943519570654866,0.9950524354759309,0,0,"[1, 0]","[[[2, 1]], [[1, 0]]]","[2, 1]","[[[3, 2]], [[0, 1]]]"
75,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,912,736164,0.9833030652699977,0.9922585165640734,0,0,"[0, 0]","[[[3, 0]], [[1, 0], [3, 0]]]","[3, 3]","[[[0, 3]], [[1, 3], [0, 3]]]"
75,1,1.7613705638880106,1.7613705638880106,1.7560372305546772,0.0,0.005333333333333412,0.005333333333333412,10752,736164,0.9833030652699977,0.9959768239586808,1,0,"[0, 0]","[[[3, 0]], [[1, 0], [3, 0]]]","[3, 3]","[[[0, 3]], [[3, 1], [1, 3]]]"
75,2,1.7613705638880106,1.7613705638880106,1.7560372305546772,0.0,0.005333333333333412,0.005333333333333412,46056,736164,0.9833030652699977,0.9959768239586808,1,0,"[0, 0]","[[[3, 0]], [[1, 0], [3, 0]]]","[3, 3]","[[[0, 3]], [[3, 1], [1, 3]]]"
75,4,1.7613705638880106,1.7613705638880106,1.7560372305546772,0.0,0.005333333333333412,0.005333333333333412,118436,736164,0.9833030652699977,0.9959768239586808,1,0,"[0, 0]","[[[3, 0]], [[1, 0], [3, 0]]]","[3, 3]","[[[0, 3]], [[3, 1], [1, 3]]]"
76,0,1.4368058295063155,1.4368058295063155,1.4368058295063155,0.0,0.0,0.0,912,361201,0.8594088611782469,0.8595593705732145,0,0,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [3, 2]]]","[1, 2]","[[[0, 1]], [[0, 2], [1, 2], [3, 2]]]"
76,1,1.6327428233047745,1.6327428233047745,1.6327428233047745,0.0,0.0,0.0,8784,361201,0.915552173709445,0.9157026831044126,1,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 0]]]","[1, 2]","[[[0, 1]], [[2, 0], [0, 2], [1, 2]]]"
76,2,1.6327428233047745,1.6327428233047745,1.6327428233047745,0.0,0.0,0.0,31944,361201,0.915552173709445,0.9157026831044126,1,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 0]]]","[1, 2]","[[[0, 1]], [[2, 0], [0, 2], [1, 2]]]"
76,4,1.6327428233047745,1.6327428233047745,1.6327428233047745,0.0,0.0,0.0,69889,361201,0.915552173709445,0.9157026831044126,1,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 0]]]","[1, 2]","[[[0, 1]], [[2, 0], [0, 2], [1, 2]]]"
77,0,1.5484576543434354,1.5484576543434354,1.5484576543434354,0.0,0.0,0.0,912,158404,0.8939533559158046,0.9001017062977064,0,0,"[0, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]]]","[1, 0]","[[[2, 1]], [[2, 0], [1, 0], [3, 0]]]"
77,1,1.5484576543434354,1.5484576543434354,1.5484576543434354,0.0,0.0,0.0,6816,158404,0.8939533559158046,0.9001017062977064,0,0,"[0, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]]]","[1, 0]","[[[2, 1]], [[2, 0], [1, 0], [3, 0]]]"
77,2,1.5484576543434354,1.5484576543434354,1.5484576543434354,0.0,0.0,0.0,20784,158404,0.8939533559158046,0.9001017062977064,0,0,"[0, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]]]","[1, 0]","[[[2, 1]], [[2, 0], [1, 0], [3, 0]]]"
77,4,1.5484576543434354,1.5484576543434354,1.5484576543434354,0.0,0.0,0.0,38229,158404,0.8939533559158046,0.9001017062977064,0,0,"[0, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]]]","[1, 0]","[[[2, 1]], [[2, 0], [1, 0], [3, 0]]]"
