trial,arm,p_d,p_fa,n_selected,n_captured,belief_capture_rate
19,links12,1.0,0.05555555555555555,25,23,0.92
19,robust,1.0,0.07777777777777778,18,16,0.8888888888888888
19,exact_thr,1.0,0.07777777777777778,13,11,0.8461538461538461
20,baseline,0.6666666666666666,0.03333333333333333,18,18,1.0
20,links12,0.6666666666666666,0.044444444444444446,25,25,1.0
20,robust,0.6666666666666666,0.044444444444444446,17,17,1.0
20,exact_thr,0.6666666666666666,0.03333333333333333,18,18,1.0
21,baseline,0.3333333333333333,0.044444444444444446,13,13,1.0
21,links12,0.3333333333333333,0.05555555555555555,20,20,1.0
21,robust,0.6666666666666666,0.022222222222222223,17,17,1.0
21,exact_thr,0.3333333333333333,0.044444444444444446,13,13,1.0
22,baseline,0.6666666666666666,0.011111111111111112,13,13,1.0
22,links12,0.6666666666666666,0.011111111111111112,25,25,1.0
22,robust,0.6666666666666666,0.022222222222222223,18,18,1.0
22,exact_thr,0.6666666666666666,0.011111111111111112,13,13,1.0
23,baseline,0.3333333333333333,0.044444444444444446,18,18,1.0
23,links12,0.3333333333333333,0.06666666666666667,30,30,1.0
23,robust,0.3333333333333333,0.06666666666666667,18,18,1.0
23,exact_thr,0.3333333333333333,0.044444444444444446,18,18,1.0
24,baseline,0.6666666666666666,0.03333333333333333,18,18,1.0
24,links12,0.6666666666666666,0.044444444444444446,31,31,1.0
24,robust,0.6666666666666666,0.03333333333333333,18,18,1.0
24,exact_thr,0.6666666666666666,0.03333333333333333,18,18,1.0
25,baseline,0.6666666666666666,0.05555555555555555,18,18,1.0
25,links12,0.6666666666666666,0.05555555555555555,26,26,1.0
25,robust,0.6666666666666666,0.1,18,18,1.0
25,exact_thr,0.6666666666666666,0.05555555555555555,18,18,1.0
26,baseline,0.0,0.06666666666666667,18,16,0.8888888888888888
26,links12,0.0,0.06666666666666667,21,19,0.9047619047619048
26,robust,0.0,0.06666666666666667,18,17,0.9444444444444444
26,exact_thr,0.0,0.06666666666666667,18,16,0.8888888888888888
27,baseline,0.3333333333333333,0.06666666666666667,18,18,1.0
27,links12,0.6666666666666666,0.08888888888888889,33,33,1.0
27,robust,0.6666666666666666,0.022222222222222223,17,17,1.0
27,exact_thr,0.3333333333333333,0.06666666666666667,18,18,1.0
28,baseline,0.3333333333333333,0.05555555555555555,7,7,1.0
28,links12,0.3333333333333333,0.05555555555555555,7,7,1.0
28,robust,0.3333333333333333,0.044444444444444446,18,18,1.0
28,exact_thr,0.3333333333333333,0.05555555555555555,7,7,1.0
29,baseline,0.0,0.06666666666666667,14,14,1.0
29,links12,0.3333333333333333,0.06666666666666667,26,26,1.0
29,robust,0.3333333333333333,0.08888888888888889,18,18,1.0
29,exact_thr,0.0,0.06666666666666667,14,14,1.0
30,baseline,0.0,0.05555555555555555,17,17,1.0
30,links12,0.0,0.05555555555555555,22,22,1.0
30,robust,0.0,0.06666666666666667,15,15,1.0
30,exact_thr,0.0,0.06666666666666667,17,17,1.0
31,baseline,0.3333333333333333,0.03333333333333333,13,13,1.0
31,links12,0.3333333333333333,0.03333333333333333,13,13,1.0
31,robust,0.3333333333333333,0.03333333333333333,17,16,0.9411764705882353
31,exact_thr,0.3333333333333333,0.03333333333333333,13,13,1.0
32,baseline,0.0,0.022222222222222223,18,18,1.0
32,links12,0.0,0.022222222222222223,28,28,1.0
32,robust,0.0,0.022222222222222223,17,17,1.0
32,exact_thr,0.0,0.011111111111111112,18,18,1.0
33,baseline,0.3333333333333333,0.044444444444444446,13,13,1.0
33,links12,0.6666666666666666,0.044444444444444446,20,20,1.0
33,robust,0.6666666666666666,0.044444444444444446,18,18,1.0
33,exact_thr,0.3333333333333333,0.044444444444444446,13,13,1.0
34,baseline,0.3333333333333333,0.022222222222222223,13,13,1.0
34,links12,0.3333333333333333,0.03333333333333333,19,19,1.0
34,robust,0.3333333333333333,0.05555555555555555,16,16,1.0
34,exact_thr,0.3333333333333333,0.022222222222222223,13,13,1.0
35,baseline,0.6666666666666666,0.044444444444444446,14,14,1.0
35,links12,0.3333333333333333,0.044444444444444446,21,21,1.0
35,robust,0.3333333333333333,0.011111111111111112,17,17,1.0
35,exact_thr,0.6666666666666666,0.044444444444444446,14,14,1.0
36,baseline,0.3333333333333333,0.05555555555555555,18,18,1.0
36,links12,0.3333333333333333,0.044444444444444446,26,26,1.0
36,robust,0.0,0.05555555555555555,17,17,1.0
36,exact_thr,0.3333333333333333,0.05555555555555555,18,18,1.0
37,baseline,0.6666666666666666,0.05555555555555555,18,18,1.0
37,links12,0.6666666666666666,0.05555555555555555,32,32,1.0
37,robust,0.3333333333333333,0.05555555555555555,18,18,1.0
37,exact_thr,0.6666666666666666,0.05555555555555555,18,18,1.0
38,baseline,0.6666666666666666,0.05555555555555555,13,13,1.0
38,links12,0.6666666666666666,0.07777777777777778,21,21,1.0
38,robust,0.6666666666666666,0.06666666666666667,18,18,1.0
38,exact_thr,0.6666666666666666,0.05555555555555555,13,13,1.0
39,baseline,0.0,0.05555555555555555,13,13,1.0
39,links12,0.0,0.05555555555555555,22,22,1.0
39,robust,0.6666666666666666,0.03333333333333333,18,18,1.0
39,exact_thr,0.0,0.05555555555555555,13,13,1.0
