method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.98,0.8950431352816304,0.9964608319110235,0.050708848314696575,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,384.0,768.0,0.64,1.28,0.6,1.2,11.2,1.9390719429665315,1.0,1.0,876.4,0.5144993412384717,0.43078306441828473,0.2936775143962488,0.32109862440065595,0.2,0.2,0.2,0.09675121575070714,0.2,0.2,6327.200620517488,189.32776088468353,29.033002952429115,4974.42218026494,876.4,57.2,1.0,0.8,110.61724315337005,0.8,0.9800000000000001,0.8,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,2.552083333333333,1.53125,16477.084949264292,9886.250969558574
sense_sinr,1.0,0.9286499658256813,1.0,0.035675017087159366,0.044,0.034733639847088105,0.05559608636875803,0.010431223260834961,0.044,0.034733639847088105,0.05559608636875803,0.010431223260834961,2560.0,905.0966799187809,4.266666666666667,1.5084944665313018,4.0,1.4142135623730951,11.2,1.9390719429665315,1.0,1.0,876.4,0.5144993412384717,2.1540279533736557,1.0757311139852335,1.2085836494916833,0.999999999999396,0.9999999999969796,0.9999999999981878,-0.16127276329197587,1.0,1.0,137825.14653565144,1609.245755775094,45.98929864670594,131162.8701293167,0.0,0.0,1.0,0.6,443.00986648579857,0.8,1.0,1.0,1.0,,,,proposed_c2f_adaptive_pd,-0.02,-0.0592,0.0192,0.390625,0.234375,53837.947865488844,32302.768719293304
