experiment,variant,use_otfs_bin_validity,enable_dd_fractional_penalty,enable_dd_collision_penalty,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA_active,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
dd_ablation,w/o_dd_fractional_loss,True,False,True,single_best,0.6529,0.6435123528383021,0.6621702161459969,0.009328931653847405,0.041993333333333334,0.041993333333333334,6400.0,8.332630501226333,10.0,1.0,1.0,430.98,0.3195214631023853,1.3630288113224693,0.376911307822742,0.4823289452379753,0.8191644431159327,0.6419897256562075,0.6947446562325188,-3.4173994846046982,1.0,1.0,59.13390175520177,8.434010745626786,0.22578857803973437,146.39194438809332,0.013,43.4990820018998,0.636,0.6529,0.631,0.681,0.102015625,0.07835460841614315,9.239672149250277,7.096666742452926
dd_ablation,w/o_dd_fractional_loss,True,False,True,all_neighbor,0.7625,0.7540593873175393,0.7707390061316332,0.008339809407046928,0.04602333333333333,0.04602333333333333,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,119.45115757453237,18.07700205256036,0.5901923373268559,290.89104565425083,0.082,88.18887076892847,0.745,0.7625,0.753,0.776,0.0027644119216668987,0.0011289810222804297,0.43306518564714563,0.17686306884075575
dd_ablation,w/o_dd_collision_penalty,True,True,False,proposed_lagrangian,0.6106,0.6010020300947327,0.6201130263451853,0.00955549812522627,0.04364157993061116,0.04360666666666667,17657.6,28.63837153566819,27.59,0.9992000000000001,1.0,430.98,0.3195214631023853,1.1383105670012852,0.24160654392488437,0.3067923140267028,0.7739938166683396,0.5440711193255904,0.6013692095353642,-4.683897251197048,1.0,1.0,42.58335747340611,5.239912199229902,0.20029771786581985,95.24415855632158,0.01,30.107973888074305,0.614,0.6106,0.592,0.625,0.034580010873504895,0.021321044712319517,2.411616384639255,1.486933620522727
dd_ablation,w/o_dd_collision_penalty,True,True,False,sense_sinr,0.5872,0.5775184950765412,0.5968145331473363,0.009648019035397581,0.04518281291700027,0.04514666666666667,17657.6,40.24137589399102,27.59,0.9992000000000001,1.0,430.98,0.3195214631023853,0.8521975269070227,0.21631882312534775,0.248713105411446,0.7207478167938542,0.5190461483847184,0.5534400987175747,-6.217595328685742,1.0,1.0,39.27178464042655,4.506037130230438,0.19367592493367086,86.02084087233145,0.004,26.72819968967865,0.574,0.5871999999999999,0.565,0.609,0.033254802464661115,0.014591946397331875,2.2240726169143348,0.9759056137613513
dd_ablation,w/o_dd_collision_penalty,True,True,False,single_best,0.567,0.5572644848943571,0.576684057433622,0.009709786269632481,0.042403333333333335,0.042403333333333335,6400.0,8.648825231721087,10.0,1.0,1.0,430.98,0.3195214631023853,1.3364730166268177,0.35993499070391544,0.45739939027439813,0.8135484671941222,0.6312749755522794,0.6830358930792692,-3.5728703862111186,1.0,1.0,41.02904064868766,3.8591303281944507,0.08572011278868596,93.44229799578099,0.003,28.718296567105796,0.513,0.567,0.549,0.579,0.08859374999999999,0.06555803647418239,6.4107876013574465,4.743885967102959
dd_ablation,w/o_dd_collision_penalty,True,True,False,all_neighbor,0.6644,0.6550833143521655,0.6735904223451448,0.009253553996489639,0.04611666666666667,0.04611666666666667,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,78.36399502448403,7.984703164198198,0.218104683258976,172.20391678998016,0.01,54.0397124252417,0.626,0.6644,0.654,0.674,0.002408754466564574,0.0009837311360040887,0.2841053928854153,0.116028148475699
dd_ablation,w/o_all_dd_effects,False,False,False,proposed_lagrangian,0.6952,0.6861041375097979,0.7041459440188821,0.009020903254542079,0.04415883176635327,0.04415,15487.36,24.481647034999707,24.199,0.9997999999999999,1.0,431.01,0.3195214631023853,1.1888143903680315,0.25489810433695614,0.32751752171034754,0.7817641116757436,0.5539899392855476,0.6133855323497656,-4.440206481430783,1.0,1.0,61.61373020308549,10.042328594452755,0.5542255547053123,150.83082278238854,0.07,45.88619392731254,0.735,0.6952,0.675,0.706,0.04488821852142651,0.028396782251052022,3.9783236266920565,2.516731415782632
dd_ablation,w/o_all_dd_effects,False,False,False,sense_sinr,0.6635,0.6541775409651356,0.6726968869546346,0.009259672994749502,0.044762285790491435,0.04475333333333333,15487.36,35.01901879065131,24.199,0.9997999999999999,1.0,431.01,0.3195214631023853,0.868498771065083,0.22095569870029663,0.256003011446762,0.7238156579938871,0.5224161003125296,0.558434407411221,-6.13004048148003,1.0,1.0,56.085414778574616,8.283731687026012,0.5336614118921759,137.5381623896421,0.026,40.37993086658737,0.705,0.6635,0.638,0.686,0.04284138807388735,0.018946847253673717,3.62136702308041,1.601570138611285
dd_ablation,w/o_all_dd_effects,False,False,False,single_best,0.6539,0.644518283035176,0.6631635179241676,0.009322617444495807,0.04199,0.04199,6400.0,8.339587222135599,10.0,1.0,1.0,431.01,0.3195214631023853,1.3622734484783783,0.37612916366093213,0.48203472417369986,0.8190672490969367,0.6413514003308493,0.6944613736382652,-3.4203308608170624,1.0,1.0,59.26299407164982,8.525705838794508,0.22873723632941922,146.39194438809332,0.014,43.569179353823586,0.639,0.6538999999999999,0.633,0.681,0.102171875,0.07840915654246848,9.259842823695283,7.106226302705876
dd_ablation,w/o_all_dd_effects,False,False,False,all_neighbor,0.7635,0.7550711174757624,0.7717265079484544,0.008327695236346022,0.04601333333333334,0.04601333333333334,275846.4,675.4001601722117,431.01,1.0,1.0,431.01,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,119.842940762418,18.28448522501135,0.6056105666668892,292.71511515298255,0.082,88.53000099925637,0.747,0.7635,0.754,0.778,0.002767844713579731,0.0011304409519318514,0.4344553373269254,0.177439905746929
