direct_gain_boost_db,receiver,target,arm,scene_id,threshold,scene_pfa,scene_pd,scene_conflict_index,scene_direct_inr_db
30.0,0,0,tp_uic_full,8,48.40933029611043,0.0,0.5,0.00044823036479716387,29.563347662613637
30.0,0,0,tp_uic_full,9,48.40933029611043,0.0,1.0,0.0010458303528094104,27.435060757679004
30.0,0,0,tp_uic_full,10,48.40933029611043,0.5,1.0,0.875495844596538,26.263756288434237
30.0,0,0,tp_uic_full,11,48.40933029611043,0.5,1.0,0.06194535386927008,29.115813506614494
30.0,0,0,tp_uic_full,12,48.40933029611043,0.0,1.0,0.017779964873926593,28.026002794815263
30.0,0,0,tp_uic_full,13,48.40933029611043,0.0,1.0,0.00732480959717465,30.028167609737707
30.0,0,0,tp_uic_full,14,48.40933029611043,1.0,1.0,0.48036420866762874,26.855338316023676
30.0,0,0,tp_uic_full,15,48.40933029611043,0.5,1.0,0.003053561865291431,30.14789753079655
30.0,0,0,tp_uic_full,16,48.40933029611043,0.0,1.0,0.006430438575750104,29.372471068761676
30.0,0,0,tp_uic_full,17,48.40933029611043,0.0,0.0,0.0021664682332600852,33.17394571048834
30.0,0,0,tp_uic_full,18,48.40933029611043,1.0,1.0,0.5470188759007657,29.896306743361073
30.0,0,0,tp_uic_full,19,48.40933029611043,0.0,0.0,0.0019438614688918198,28.695967670832054
30.0,0,0,tp_uic_full,20,48.40933029611043,0.0,0.0,0.0015356257034991317,29.54651917420625
30.0,0,0,tp_uic_full,21,48.40933029611043,0.5,1.0,0.008641716345030588,24.81466563737787
30.0,0,0,tp_uic_full,22,48.40933029611043,0.0,1.0,0.005193141324380474,27.895180850418747
30.0,0,0,tp_uic_full,23,48.40933029611043,0.0,0.0,0.0003389031747414216,29.238596955573946
30.0,1,0,tp_uic_full,8,196.21987252431762,0.0,0.0,0.0021994014336832912,31.13056607663686
30.0,1,0,tp_uic_full,9,196.21987252431762,0.0,0.0,0.036935776621552674,28.337258757839358
30.0,1,0,tp_uic_full,10,196.21987252431762,0.5,1.0,0.03404600887787006,26.611827816533896
30.0,1,0,tp_uic_full,11,196.21987252431762,1.0,1.0,0.5495929812669632,34.00037445676299
30.0,1,0,tp_uic_full,12,196.21987252431762,0.0,0.0,0.0028051477784575593,28.665253675353767
30.0,1,0,tp_uic_full,13,196.21987252431762,0.0,0.0,0.10122930944822238,27.543703064760724
30.0,1,0,tp_uic_full,14,196.21987252431762,0.5,0.5,0.7565447458565984,29.116054985462235
30.0,1,0,tp_uic_full,15,196.21987252431762,0.0,0.5,0.06845349188628533,24.7067452584441
30.0,1,0,tp_uic_full,16,196.21987252431762,0.0,0.0,0.002955268977210786,32.88773874512924
30.0,1,0,tp_uic_full,17,196.21987252431762,0.0,0.0,0.0012851846084447624,23.076580628182
30.0,1,0,tp_uic_full,18,196.21987252431762,0.0,0.0,0.01510977844241735,25.73327558678278
30.0,1,0,tp_uic_full,19,196.21987252431762,0.0,0.0,0.0018361493128937118,27.810993330327786
30.0,1,0,tp_uic_full,20,196.21987252431762,0.0,0.0,0.004058524576669033,28.194072332821733
30.0,1,0,tp_uic_full,21,196.21987252431762,0.5,0.5,0.04914225377502306,28.32938609994161
30.0,1,0,tp_uic_full,22,196.21987252431762,0.5,0.0,0.005936209389067141,29.98619888024055
30.0,1,0,tp_uic_full,23,196.21987252431762,0.0,0.0,0.00013561817233309032,25.047773041566643
30.0,3,0,tp_uic_full,8,35.12429824882972,1.0,1.0,0.006983152483500958,29.7035594254106
30.0,3,0,tp_uic_full,9,35.12429824882972,1.0,1.0,0.03956651976663998,30.044536607376372
30.0,3,0,tp_uic_full,10,35.12429824882972,1.0,1.0,0.028113600714060355,24.96561317970341
30.0,3,0,tp_uic_full,11,35.12429824882972,1.0,1.0,0.3150459684148881,30.094093470720267
30.0,3,0,tp_uic_full,12,35.12429824882972,0.0,0.0,0.002074838538345196,27.26432372517919
30.0,3,0,tp_uic_full,13,35.12429824882972,0.0,1.0,0.002378372286237147,27.86084487540377
30.0,3,0,tp_uic_full,14,35.12429824882972,1.0,1.0,0.3113722845973879,32.62157445346193
30.0,3,0,tp_uic_full,15,35.12429824882972,1.0,1.0,0.05060250635031044,28.86770376443738
30.0,3,0,tp_uic_full,16,35.12429824882972,0.0,1.0,0.006076720545546711,33.33064748485748
30.0,3,0,tp_uic_full,17,35.12429824882972,0.0,0.5,0.0005884528757225668,31.087391827126314
30.0,3,0,tp_uic_full,18,35.12429824882972,0.5,1.0,0.012985549852439078,33.366072571463455
