experiment,preset,trials,scheduler_rcs_m2,truth_rcs_m2,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA_active,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,selected_observations_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,bid_rounds_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high
rcs_robust_v1.3_hidden_low_rcs,small-uav-compact-800m,20,0.05,0.025,rcs_robust_bundle_cg,0.495,0.4264572195415849,0.5637312405175983,0.06863701048800669,0.425,0.56,0.06750000000000003,0.3,0.1,0.5,0.048666666666666664,0.04482916666666666,0.05233333333333333,0.003752083333333333,0.048666666666666664,1280.0,2.1333333333333333,2.0,11.65,1.0,1.0,1039.5,0.4226190476190476,1.7794967781733102,1.3990841431202263,1.4751666701308428,0.9967601151126843,0.9935205285728076,0.9941684458807829,-1.1761092897508245,1.0,1.0,18.913684842420118,2.2036274906742155,0.14332106959157215,40.8254779952565,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,646.7,0.0,0.0,0.0,0.0,646.7,3.45,0.7913769004865919,0.0,6.241950448634094,0.15,0.49499999999999994,0.35,0.65,0.38671875,0.23203125,14.776316283140716,8.86578976988443,joint_bundle_cg,0.025000000000000005,-0.014902908481251805,0.06490290848125181
rcs_robust_v1.3_hidden_low_rcs,small-uav-compact-800m,20,0.05,0.025,joint_bundle_cg,0.47,0.4020463337087108,0.5390844266463886,0.06851904646883888,0.4000000000000001,0.5399999999999999,0.06999999999999992,0.3,0.1,0.5,0.05333333333333334,0.048666666666666664,0.057499999999999996,0.004416666666666666,0.05333333333333334,1280.0,2.1333333333333333,2.0,11.6,1.0,1.0,1043.0,0.4226190476190476,1.5408322731547486,1.2854031265139665,1.3364889558421227,0.9758104085969499,0.9516248879201624,0.9564619920555201,-1.9539493697095112,1.0,1.0,48.9863110016013,2.076188531217041,0.18812319260573723,28.84222218767897,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647.45,0.0,0.0,0.0,0.0,647.45,3.35,0.6409614724817905,0.0,4.45966172096042,0.1,0.47000000000000003,0.35,0.65,0.36718749999999994,0.2203125,38.270555470001014,22.96233328200061,joint_bundle_cg,0.0,0.0,0.0
