split,scene_id,boost_db,tp_uic_full_1cpi_h0,tp_uic_full_1cpi_h1,refined_tp_uic_1cpi_h0,refined_tp_uic_1cpi_h1,perfect_channel_1cpi_h0,perfect_channel_1cpi_h1
train,0,50.0,5.854045231873466,11.081165626473275,6.462591104858249,11.26019349238563,6.740129664218955,12.138515470981044
train,1,50.0,10.62316152235818,5.67698545995584,10.565698771258061,5.683957228769002,10.345952598386448,5.8244559492741335
calibration,2,50.0,15.061046786237352,11.280402952404591,8.639306976088559,7.683849709515598,9.294626540782879,6.545251880835908
calibration,3,50.0,12.98064957615672,8.368842498666474,7.801784802626127,4.433569389279223,6.88633529563226,7.295405196620186
calibration,4,50.0,5.375143500954715,12.135706619657187,4.518403500589299,11.933177241918253,3.754288646083102,12.295189856220524
test,5,50.0,5.478023317015439,4.783043653518721,6.026796004457851,4.508816658706034,6.114399811934177,4.243436632677877
test,6,50.0,5.2959580072422066,6.380823222774002,4.415930590550429,4.4850356221559196,3.1793247858195772,4.302599182559382
test,7,50.0,10.530321624521097,9.829181977001529,7.172355807686146,10.547394762105876,6.957490064542072,12.206587627737399
test,8,50.0,8.64678512322598,11.701083699399987,6.524160508392198,8.384204935091638,8.91644674346376,5.493949898906541
test,9,50.0,8.918038491165639,10.102535387198628,6.401831742649691,10.430975255051854,5.675964501726301,12.21389208289486
test,10,50.0,4.380868517613777,6.461370379888164,4.437252483956858,8.120639321298754,4.447301795390705,9.360559637860806
test,11,50.0,6.923631020615938,6.361613236270648,6.573875755458802,5.504886246545249,6.314954788223103,6.193139634647159
test,12,50.0,10.990024778805001,23.667616574533398,7.815520929108308,8.43885602295776,7.897655965138652,15.001598763534473
test,13,50.0,8.310184911137991,5.467061496993546,6.555057813817159,5.191333026507771,6.501300623661467,5.213688229900171
test,14,50.0,12.458257252268432,4.120724327827624,12.516996974784234,2.974660097260559,11.616552904174718,3.485215004654163
test,15,50.0,8.401728367705703,7.347278353136186,6.545054175548065,8.130073584631694,6.661335820157798,7.076169430685798
test,16,50.0,9.388108337092435,12.097576975345653,9.626420322369112,11.364504818555123,8.45298045752886,8.651479411173804
test,17,50.0,6.6912553450625865,11.103540162345572,7.611446493340355,11.809180559974669,6.944292832251585,11.582002127774734
test,18,50.0,6.285938259860598,31.466873585178806,6.274595025624716,31.88028783979138,8.545524344557288,29.741440233263937
test,19,50.0,5.325247842481458,7.252078021388424,6.100655206325635,6.35447855040354,6.2848892396494405,7.407606762168287
test,20,50.0,6.991966951248236,11.204797718602745,4.784985362466764,11.151924677938004,4.351215194553457,10.29127097887959
test,21,50.0,22.289137086352266,23.200483608756663,14.082288619048944,12.085784792862384,10.186324193628767,34.55227773489434
test,22,50.0,9.021577087997532,17.24573050191448,8.469214126382537,19.03484026260562,3.332466976961867,66.69781720966496
test,23,50.0,5.21813754238506,4.035204982419776,5.087845617908803,3.97693941106988,5.301612465540171,4.0304718477464325
test,24,50.0,69.25720722414371,81.16219562341232,14.834028512589418,7.532490697052837,17.381336032968512,11.916214236781776
test,25,50.0,11.02171703315095,5.697230214969764,12.849154569829873,7.186830617747486,8.48372152464201,7.488413167942601
test,26,50.0,10.463126727571685,12.294840184175003,9.164757782788026,12.24600711890737,8.67199312540369,12.76879820235148
test,27,50.0,2.6839160614301902,4.716976354318213,2.6525820994301257,4.756827793852861,2.499824240985164,4.758793919032306
test,28,50.0,9.72195717773272,5.330674901786056,10.086444869841484,5.036908938508951,9.126219194955942,5.48747819674721
