method,experiment_seed,trial,candidate_columns,exact_over_columns,power_externality_model,worst_detection_deficit,total_detection_deficit,total_energy,remote_reports,cpu_cycles,worst_pd,mean_pd,max_pfa,mean_pfa,design_worst_pd,design_mean_pd,heldout_worst_pd,heldout_mean_pd,heldout_scenario_pfa_mean,heldout_max_pfa,columns
fixed_nominal_global,20250915,0,3900,True,full_load_envelope,0.678515625,1.6894531249999998,400.0,18.0,925.0,0.271484375,0.7951171875,0.083984375,0.049853515625,0.271484375,0.7951171875,0.17724609375,0.78125,0.0536865234375,0.08935546875,"[{""target"":0,""fusion"":6,""robust_pd"":0.74609375,""robust_information"":2.2653953472364727,""bundle"":[[12,1,""nominal""],[1,14,""nominal""],[1,6,""nominal""]]},{""target"":1,""fusion"":5,""robust_pd"":0.990234375,""robust_information"":10.211901269894696,""bundle"":[[2,5,""nominal""],[2,4,""nominal""]]},{""target"":2,""fusion"":1,""robust_pd"":0.98046875,""robust_information"":10.032777142278212,""bundle"":[[1,6,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":1,""robust_pd"":0.828125,""robust_information"":3.6043269760291885,""bundle"":[[12,6,""nominal""],[0,6,""nominal""],[1,6,""nominal""]]},{""target"":4,""fusion"":7,""robust_pd"":0.271484375,""robust_information"":0.3848342487562846,""bundle"":[[4,5,""nominal""],[7,5,""nominal""],[9,5,""nominal""]]},{""target"":5,""fusion"":1,""robust_pd"":0.998046875,""robust_information"":14.691413574326637,""bundle"":[[12,1,""nominal""],[13,12,""nominal""]]},{""target"":6,""fusion"":0,""robust_pd"":0.919921875,""robust_information"":5.088731199017762,""bundle"":[[2,12,""nominal""],[2,1,""nominal""],[13,2,""nominal""]]},{""target"":7,""fusion"":11,""robust_pd"":0.294921875,""robust_information"":0.42252902605771175,""bundle"":[[7,10,""nominal""],[10,7,""nominal""],[3,10,""nominal""]]},{""target"":8,""fusion"":14,""robust_pd"":0.953125,""robust_information"":6.147364977102796,""bundle"":[[12,14,""nominal""],[14,1,""nominal""],[8,14,""nominal""]]},{""target"":9,""fusion"":3,""robust_pd"":0.96875,""robust_information"":7.820950872166817,""bundle"":[[13,3,""nominal""]]}]"
active_modes_global,20250915,0,27900,True,full_load_envelope,0.678515625,1.5585937499999998,384.0,17.0,792.0,0.271484375,0.80859375,0.09375,0.046435546875,0.271484375,0.80859375,0.17724609375,0.787841796875,0.054754638671875,0.08935546875,"[{""target"":0,""fusion"":1,""robust_pd"":0.787109375,""robust_information"":2.8499245425128197,""bundle"":[[12,1,""intensive""],[1,14,""eco""],[1,6,""eco""]]},{""target"":1,""fusion"":5,""robust_pd"":0.990234375,""robust_information"":9.847870518354,""bundle"":[[2,5,""nominal""],[13,2,""nominal""]]},{""target"":2,""fusion"":6,""robust_pd"":0.98046875,""robust_information"":10.033052725394924,""bundle"":[[1,6,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":1,""robust_pd"":0.84375,""robust_information"":3.857891739100001,""bundle"":[[12,6,""intensive""],[4,6,""eco""]]},{""target"":4,""fusion"":7,""robust_pd"":0.271484375,""robust_information"":0.3848342487562846,""bundle"":[[4,5,""nominal""],[7,5,""nominal""],[9,5,""nominal""]]},{""target"":5,""fusion"":12,""robust_pd"":0.9609375,""robust_information"":6.328668143587637,""bundle"":[[12,1,""nominal""],[12,4,""eco""],[13,12,""eco""]]},{""target"":6,""fusion"":0,""robust_pd"":0.919921875,""robust_information"":5.088731199017762,""bundle"":[[2,12,""nominal""],[2,1,""nominal""],[13,2,""nominal""]]},{""target"":7,""fusion"":3,""robust_pd"":0.369140625,""robust_information"":0.5687449567999256,""bundle"":[[7,10,""intensive""],[10,7,""eco""]]},{""target"":8,""fusion"":14,""robust_pd"":0.962890625,""robust_information"":6.7970730613424495,""bundle"":[[14,1,""nominal""],[8,14,""nominal""],[13,14,""nominal""]]},{""target"":9,""fusion"":3,""robust_pd"":1.0,""robust_information"":17.650628996847942,""bundle"":[[8,3,""nominal""]]}]"
