method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.9762,0.9730245729515548,0.9790096935646202,0.002992560306532721,0.049746788744675856,0.04897215692806184,0.05053302246927131,0.0007804327706047373,0.04944333333333333,0.04867330676220234,0.0502248988133092,0.0007757960255534296,480.64,870.2585767460151,0.8010666666666668,1.450430961243359,0.751,1.3597790261656488,12.101,3.1462356872936263,1.0,1.0,860.244,0.5304100292548655,3.973526750411772,3.366066221096635,3.4735191192258106,0.9994007606502044,0.9987713728480826,0.9989078857575496,3.697497630560619,1.0,1.0,977545.5437809363,255.5307569297396,26.42087301155969,7162.906596694587,860.244,61.278,0.9940322971361284,0.726,9296.442492502321,0.955,0.9762000000000001,0.967,0.982,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,2.031041944074567,1.21862516644474,2033841.427640097,1220304.8565840581
exact_marginal_greedy,0.9411,0.9363138158828311,0.9455474083092833,0.004616796213226082,0.04974389876468816,0.04896998373220962,0.050529394806129946,0.0007797055369601624,0.04953,0.04875932813248979,0.0503122085567924,0.0007764402121513067,3283.84,1379.4693379702212,5.473066666666668,2.299115563283703,5.131,2.1554208405784707,11.728,2.9769138381888047,1.0,1.0,860.244,0.5304100292548655,2.784877105970434,1.131941528213375,1.3336517381131126,0.9964887121867442,0.9845767068508204,0.990735244007181,1.2100376751467035,1.0,1.0,181618.67591070567,81.87875004192358,11.079746585595455,2105.821776780928,0.0,0.0,0.9957232740513701,0.388,4758.836638179058,0.891,0.9411000000000002,0.928,0.958,,,,proposed_c2f_adaptive_pd,0.0351,0.031044044235798277,0.03915595576420172,0.28658521730656794,0.17195113038394072,55306.79811157232,33184.07886694339
sense_sinr,0.9783,0.9752552118456308,0.9809774418181376,0.00286111498625341,0.04965780998389694,0.048883725066474266,0.050443502605701566,0.00077988876961365,0.04934,0.048570743682684124,0.05012079787256243,0.0007750270949391513,2940.8,1404.355282683125,4.901333333333334,2.340592137805209,4.595,2.194305129192383,12.101,3.1462356872936263,1.0,1.0,860.244,0.5304100292548655,3.168318784127086,1.3397750051594108,1.5904528014250883,0.9879899520388395,0.9559019446575936,0.9703795902722209,2.05835161378498,1.0,1.0,5738867.393086823,1660.4961657433637,37.57535489606042,138439.0905932549,0.0,0.0,0.9940387882757078,0.734,337156.02987969946,0.96,0.9783,0.97,0.984,,,,proposed_c2f_adaptive_pd,-0.0021000000000000003,-0.005077586365592872,0.0008775863655928716,0.3326645810663764,0.19959874863982585,1951464.7011312642,1170878.8206787584
