split,scene_id,max_h0,max_h1,logmeanexp_h0,logmeanexp_h1
test,42,9.292187768397747,8.186483811522255,8.374442998753457,7.511974269776013
test,43,6.649411567261273,38.27456745034115,6.275488070382224,36.77617597837749
test,44,3.0212935485224817,12.722368799059884,2.507068659443345,10.950517476814888
test,45,2.209988161611407,5.599056313527873,1.8260903920784533,4.584980993181124
test,46,6.018513133413332,11.657810144020319,5.432006732845811,10.069817150026724
test,47,4.046942809162238,10.05065824546702,3.526536611725259,8.825420877152691
test,48,5.753239911219666,11.876440530334627,5.065168142285097,10.601984551837958
test,49,7.4512992253878725,31.41879201445314,5.853378985259668,29.47058870870036
test,50,5.10583079258966,4.1880400430061915,4.1336027323055715,3.4568479498172726
test,51,8.108625769289299,19.62082313143777,6.644002775328153,17.79329096047847
test,52,15.117554283790822,13.232265791667626,14.227365909606247,11.992075899854818
test,53,6.991844878167051,11.115716432081742,5.40011994521532,9.801637300894479
test,54,7.815646902112598,16.53168376784069,6.869172802378943,15.272850864223415
test,55,3.159668231346666,12.037100015120506,2.41350875200264,10.664347143323084
test,56,4.332372727228697,6.015287260062166,3.7320319309052548,5.217926052611995
test,57,2.727686617838044,7.9378956347163365,2.363677630763708,6.995425682723945
test,58,9.39164526526216,9.986217549557077,7.427715783326104,8.504733790216138
test,59,7.504273995432211,12.52828628791053,7.07631631311679,11.414329500364836
test,60,8.563405799840199,7.086766799581394,6.989862802277058,6.245072723841934
test,61,8.349841784303486,4.425763548531037,6.468895911555261,3.6349521325977494
test,62,8.695308449782809,7.074800579773779,7.508971893717365,5.257838078473282
test,63,7.336380458437996,13.141572129940203,6.58262784923006,11.651521270846873
test,64,5.255372538415437,8.185365932664755,4.192173963054251,6.815585533451118
test,65,9.971841795096463,11.24152944679542,8.003929468409012,9.866326418478488
test,66,6.0826100316296525,14.440371447341855,4.692235940584659,12.635059500996825
test,67,4.2516308468015325,17.62925884966653,3.651613506507714,15.711671728401694
test,68,7.74305555176392,3.705321745579463,6.958804106659937,3.192316932408439
test,69,3.10081777602245,7.267135245332802,2.558878162506383,6.57409131903712
test,70,7.290949301331913,6.181654674761602,5.89458771046449,4.916873152095773
test,71,4.362191927466028,5.8560721281865895,3.4094947158066513,4.996670602245561
test,72,2.661612489121746,10.49010267842824,2.118093329833133,9.403081018379513
test,73,6.99960128011666,8.122610175893302,5.333417359363029,6.301994419727956
test,74,3.4748067585642044,23.97866943914725,2.6028943467217327,22.66440995308544
test,75,9.162936577535975,15.687519751313413,7.551692877498567,13.903419011990028
test,76,4.085168524898717,9.614349584388862,3.188349234101092,8.151450487487375
test,77,4.586926786599506,7.378010567105335,3.9600164833331504,5.748094499910071
test,78,7.605556845323294,35.74996775273844,6.098936551488718,33.62664966435541
test,79,9.18199273075828,7.712965670603194,8.0952239969194,6.5779580179097135
