experiment,variant,fair_max_total_links,use_target_priority,use_delay_price,use_comm_error_calibration,use_softmin_alpha,lambda_cost,mu_deficit,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA_active,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
fair_ablation,full,26,True,True,True,True,0.005,1.0,proposed_lagrangian,0.6137,0.6041148163322488,0.623197859230307,0.009541521449029089,0.044004004004004005,0.04396,15540.48,25.403257280747063,24.282,0.999,1.0,430.98,0.3195214631023853,1.1376688411064642,0.24412107165077576,0.31040933116178804,0.7743671117102895,0.5465773523507723,0.6035446003867894,-4.678245025613197,1.0,1.0,42.325102588342546,5.1019577052161225,0.19454441820271812,96.35325835631001,0.018,29.86453693443311,0.612,0.6137,0.588,0.645,0.03949041471048514,0.024158319274478184,2.7235389504276926,1.6661289582112142
fair_ablation,w/o_alpha,26,False,True,True,True,0.005,1.0,proposed_lagrangian,0.5989,0.5892574152320328,0.608466627099865,0.0096046059339161,0.045738462880572275,0.034953333333333336,16638.72,29.91355001507994,25.998,0.7641999999999999,1.0,430.98,0.3195214631023853,1.0294060285801254,0.23067974869322394,0.28690745193512734,0.7585202695371461,0.5346471098704061,0.5876485984432297,-5.190776805881631,1.0,1.0,75.01091671667584,6.460872173472794,0.0,164.62933955462202,0.001,51.80169682683834,0.584,0.5989,0.579,0.628,0.03599435533502576,0.020021027250128588,4.508214376867681,2.507589927603428
fair_ablation,w/o_delay_price,26,True,False,True,True,0.005,1.0,proposed_lagrangian,0.6168,0.607228010269067,0.6262822844161267,0.009527137073529812,0.04378941046942248,0.04375,16517.12,29.78287008631324,25.808,0.9991,1.0,430.98,0.3195214631023853,1.0402079863272227,0.23039006192173786,0.28088551094805186,0.7574267797819036,0.533588198818559,0.5821474335884085,-5.180896150015702,1.0,1.0,42.512487577112836,5.290380289200993,0.19627338614843512,96.35325835631001,0.018,30.051325082983972,0.614,0.6168,0.593,0.645,0.03734307191568506,0.020709891229839912,2.5738438406400657,1.4274140623085723
fair_ablation,w/o_comm_error_calib,26,True,True,False,True,0.005,1.0,proposed_lagrangian,0.5506,0.5408327339875104,0.5603284039497395,0.009747834981114534,0.04630259385210375,0.04629333333333333,12861.44,26.786927427562933,20.096,0.9997999999999999,1.0,430.98,0.3195214631023853,0.9545441106197136,0.22472027302325706,0.2643189741961734,0.737244288539561,0.528145092246087,0.5675496542716267,-5.71518562518364,1.0,1.0,105.96642631941208,19.53539916040154,1.0616997124897172,287.8000101532129,0.158,81.01550886218179,0.808,0.5506000000000001,0.532,0.572,0.0428101363455414,0.020554802393403633,8.239079474725386,3.9559007506913932
fair_ablation,w/o_softmin_alpha,26,True,True,True,False,0.005,1.0,proposed_lagrangian,0.6223,0.612752427970562,0.6317536425773763,0.009500607303407183,0.04444779419153854,0.04423,16388.48,27.333476176618888,25.607,0.9950999999999999,1.0,430.98,0.3195214631023853,1.102305854947504,0.23889636538489187,0.30119242413689357,0.7699574672278348,0.5421471015207707,0.5980857058077208,-4.831545662081267,1.0,1.0,43.456544717672045,6.950184979653505,0.17842609369763027,96.35325835631001,0.012,31.022584118827197,0.618,0.6223,0.599,0.642,0.03797179482172843,0.02276695419122419,2.6516519358520156,1.5898652786375143
