method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f,0.87625,0.8656825141391973,0.8860954782768862,0.010206482068844447,0.04914367670631908,0.04792757568490081,0.05038900161229532,0.0012307129636972558,0.048541666666666664,0.04734009698058385,0.049772140799643996,0.001216021909530074,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9925,1.0,621.8075,0.5330259799402602,3.4263101045789472,2.8624019559118064,2.933759366328802,0.9851670669052044,0.9314629587073838,0.9587304848712066,1.641935943999493,1.0,1.0,28934.196908832982,163.97649245011092,3.183677383884168,3580.845919414359,621.8075,216.7075,0.9957702232033222,0.7025,2385.489951671267,0.885,0.87625,0.8525,0.9025,0.0,0.0,0.0,0.09076172522373219,0.054457035134239294,2996.9958680842915,1798.1975208505744
proposed_c2f_pd,0.883,0.8726696021431914,0.8925954373129148,0.009962917584861675,0.049307479224376734,0.0480924648915613,0.050551559695991316,0.0012295474022150088,0.04895,0.047743576252679235,0.05018530205083001,0.0012208628990753867,9654.4,3809.0902640919394,16.09066666666667,6.348483773486567,15.085,5.951703537643655,0.9982500000000001,1.0,621.8075,0.5330259799402602,3.462820840521607,2.9014715428955618,2.9748049683915974,0.9945259430417687,0.9761152643761234,0.9850796790917223,1.813889280830312,1.0,1.0,5024559.659511201,477.26119108673174,3.174206078798632,53836.12532043803,621.8075,219.775,0.9949741569507343,0.705,313584.458372217,0.8825,0.883,0.8575,0.9,-0.006750000000000001,-0.011969389122015867,-0.001530610877984135,0.0914608882996354,0.05487653297978123,520442.4572745279,312265.4743647166
