split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,wls_map_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,wls_state_error_a_m,wls_state_error_b_m,nominal_h0,wls_map_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
train,0,150.0,4.57284853378179,20.863206420048527,148.5420028741852,135.80810159610184,132.08706063692534,116.98159167567312,87.39792349365773,142.0014956999963,-309.375,56.25,9.375,75.0,342.89223784457295,74.43389734184491,47.634132894465424,76.47810448264447,126.05941326634668,96.87640779916262,61.43424539565617,68.68863463760702,67.43505663323742,59.5200790543183,61.774541985302754,406.2254492000211
