trial,budget,joint_F,nearest_exact_F,nearest_c2f_F,placement_gap,selection_gap,total_gap,joint_feasible_pairs,candidate_pairs_before_caps,c2f_reports,joint_reports,joint_plan,joint_sets,nearest_plan,c2f_sets
3,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0,0,"[0, 1]","[[[1, 0]], [[2, 1]]]","[1, 2]","[[[0, 1]], [[1, 2]]]"
3,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0,0,"[0, 1]","[[[1, 0]], [[2, 1]]]","[1, 2]","[[[0, 1]], [[1, 2]]]"
3,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0,0,"[0, 1]","[[[1, 0]], [[2, 1]]]","[1, 2]","[[[0, 1]], [[1, 2]]]"
4,0,-0.6289159732314019,-0.6289159732314019,-0.6289159732314019,0.0,0.0,0.0,144,5184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]"
4,1,-0.5691627262628501,-0.5691627262628501,-0.5691627262628501,0.0,0.0,0.0,864,5184,1,1,"[1, 1]","[[[0, 1], [2, 1]], [[1, 2], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [1, 2]]]"
4,2,-0.5088371426939269,-0.5088371426939269,-0.5088371426939269,0.0,0.0,0.0,2048,5184,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 2], [2, 1]]]","[1, 1]","[[[2, 1], [1, 2]], [[2, 1], [1, 2]]]"
4,4,-0.5088371426939269,-0.5088371426939269,-0.5088371426939269,0.0,0.0,0.0,2888,5184,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 2], [2, 1]]]","[1, 1]","[[[2, 1], [1, 2]], [[2, 1], [1, 2]]]"
5,0,0.9337938534997325,0.9337938534997325,0.9337938534997325,0.0,0.0,0.0,144,15876,0,0,"[0, 1]","[[[1, 0], [2, 0]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]"
5,1,1.3784186988871678,1.3776354571046276,1.3776354571046276,0.0007832417825401894,0.0,0.0007832417825401894,1224,15876,1,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 1]]]","[1, 1]","[[[0, 1]], [[2, 1], [1, 2], [0, 1]]]"
5,2,1.3784186988871678,1.3776354571046276,1.373532390587553,0.0007832417825401894,0.004103066517074705,0.004886308299614894,3888,15876,2,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 1]]]","[1, 1]","[[[0, 1]], [[2, 1], [1, 2], [2, 0]]]"
5,4,1.3784186988871678,1.3776354571046276,1.373532390587553,0.0007832417825401894,0.004103066517074705,0.004886308299614894,6876,15876,2,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 1]]]","[1, 1]","[[[0, 1]], [[2, 1], [1, 2], [2, 0]]]"
6,0,0.04864335769533584,0.04864335769533584,0.04864335769533584,0.0,0.0,0.0,144,15876,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]"
6,1,0.0769272935564376,0.0769272935564376,0.0769272935564376,0.0,0.0,0.0,1224,15876,1,1,"[0, 0]","[[[1, 0], [2, 0]], [[0, 1], [1, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [0, 1]]]"
6,2,0.09933153982333469,0.09933153982333469,0.09933153982333469,0.0,0.0,0.0,3888,15876,2,2,"[0, 0]","[[[0, 1], [1, 0]], [[0, 1], [1, 0]]]","[0, 0]","[[[1, 0], [0, 1]], [[1, 0], [0, 1]]]"
6,4,0.09933153982333469,0.09933153982333469,0.09933153982333469,0.0,0.0,0.0,6876,15876,2,2,"[0, 0]","[[[0, 1], [1, 0]], [[0, 1], [1, 0]]]","[0, 0]","[[[1, 0], [0, 1]], [[1, 0], [0, 1]]]"
7,0,-0.7222900012580521,-0.7222900012580521,-0.7222900012580521,0.0,0.0,0.0,144,15876,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]"
7,1,-0.7201148120194464,-0.7201148120194464,-0.7201148120194464,0.0,0.0,0.0,1224,15876,1,1,"[1, 1]","[[[0, 1], [1, 0], [2, 1]], [[2, 1]]]","[1, 1]","[[[0, 1], [2, 1], [1, 0]], [[2, 1]]]"
7,2,-0.7201148120194464,-0.7201148120194464,-0.7201148120194464,0.0,0.0,0.0,3888,15876,1,1,"[1, 1]","[[[0, 1], [1, 0], [2, 1]], [[2, 1]]]","[1, 1]","[[[0, 1], [2, 1], [1, 0]], [[2, 1]]]"
7,4,-0.7201148120194464,-0.7201148120194464,-0.7201148120194464,0.0,0.0,0.0,6876,15876,1,1,"[1, 1]","[[[0, 1], [1, 0], [2, 1]], [[2, 1]]]","[1, 1]","[[[0, 1], [2, 1], [1, 0]], [[2, 1]]]"
8,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,5184,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[2, 1]], [[2, 1]]]"
8,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,864,5184,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[2, 1]], [[2, 1]]]"
8,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,2048,5184,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[2, 1]], [[2, 1]]]"
8,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,2888,5184,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[2, 1]], [[2, 1]]]"
9,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,15876,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
9,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
9,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
9,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0,0,"[0, 0]","[[[1, 0]], [[2, 0]]]","[0, 2]","[[[1, 0]], [[0, 2]]]"
10,0,-0.04451510388726321,-0.04451510388726321,-0.04451510388726321,0.0,0.0,0.0,144,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]"
10,1,-0.04451510388726321,-0.04451510388726321,-0.04451510388726321,0.0,0.0,0.0,504,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]"
10,2,-0.04451510388726321,-0.04451510388726321,-0.04451510388726321,0.0,0.0,0.0,800,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]"
10,4,-0.04451510388726321,-0.04451510388726321,-0.04451510388726321,0.0,0.0,0.0,884,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]"
11,0,0.112512053461654,0.112512053461654,0.112512053461654,0.0,0.0,0.0,144,1156,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0], [2, 0]]]","[1, 0]","[[[2, 1], [0, 1]], [[1, 0], [2, 0]]]"
11,1,0.2849282108736325,0.2849282108736325,0.2849282108736325,0.0,0.0,0.0,504,1156,1,1,"[1, 0]","[[[1, 2], [2, 1]], [[1, 0], [2, 0]]]","[1, 0]","[[[2, 1], [1, 2]], [[1, 0], [2, 0]]]"
11,2,0.2849282108736325,0.2849282108736325,0.2849282108736325,0.0,0.0,0.0,800,1156,1,1,"[1, 0]","[[[1, 2], [2, 1]], [[1, 0], [2, 0]]]","[1, 0]","[[[2, 1], [1, 2]], [[1, 0], [2, 0]]]"
11,4,0.2849282108736325,0.2849282108736325,0.2849282108736325,0.0,0.0,0.0,884,1156,1,1,"[1, 0]","[[[1, 2], [2, 1]], [[1, 0], [2, 0]]]","[1, 0]","[[[2, 1], [1, 2]], [[1, 0], [2, 0]]]"
12,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 1]","[[[1, 0]], [[0, 1]]]"
12,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 1]","[[[1, 0]], [[0, 1]]]"
12,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 1]","[[[1, 0]], [[0, 1]]]"
12,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 1]","[[[1, 0]], [[0, 1]]]"
13,0,0.3832334014640765,0.3832334014640765,0.3832334014640765,0.0,0.0,0.0,144,15876,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]"
13,1,0.64105074847231,0.64105074847231,0.5331831746592781,0.0,0.10786757381303191,0.10786757381303191,1224,15876,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 2], [2, 1]]]","[1, 1]","[[[2, 1]], [[2, 1], [0, 1], [1, 0]]]"
13,2,0.64105074847231,0.64105074847231,0.6410507484723104,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,3888,15876,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 2], [2, 1]]]","[1, 1]","[[[2, 1]], [[2, 1], [1, 2], [0, 1]]]"
13,4,0.64105074847231,0.64105074847231,0.6410507484723104,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,6876,15876,1,1,"[1, 1]","[[[2, 1]], [[0, 1], [1, 2], [2, 1]]]","[1, 1]","[[[2, 1]], [[2, 1], [1, 2], [0, 1]]]"
14,0,1.6043411217692258,1.6043411217692258,1.6043411217692258,0.0,0.0,0.0,144,5184,0,0,"[1, 0]","[[[2, 1]], [[1, 0], [2, 0]]]","[2, 0]","[[[1, 2]], [[1, 0], [2, 0]]]"
14,1,1.7247746384405997,1.7247746384405997,1.7247746384405997,0.0,0.0,0.0,864,5184,1,1,"[1, 0]","[[[2, 1]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[1, 2]], [[1, 0], [2, 0], [0, 2]]]"
14,2,1.7247746384405997,1.7247746384405997,1.7247746384405997,0.0,0.0,0.0,2048,5184,1,1,"[1, 0]","[[[2, 1]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[1, 2]], [[1, 0], [2, 0], [0, 2]]]"
14,4,1.7247746384405997,1.7247746384405997,1.7247746384405997,0.0,0.0,0.0,2888,5184,1,1,"[1, 0]","[[[2, 1]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[1, 2]], [[1, 0], [2, 0], [0, 2]]]"
15,0,0.3640471121665099,0.3640471121665099,0.3640471121665099,0.0,0.0,0.0,144,1156,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [1, 2]], [[1, 2], [0, 2]]]"
15,1,0.3640471121665099,0.3640471121665099,0.3640471121665099,0.0,0.0,0.0,504,1156,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [1, 2]], [[1, 2], [0, 2]]]"
15,2,0.3640471121665099,0.3640471121665099,0.3640471121665099,0.0,0.0,0.0,800,1156,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [1, 2]], [[1, 2], [0, 2]]]"
15,4,0.3640471121665099,0.3640471121665099,0.3640471121665099,0.0,0.0,0.0,884,1156,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [1, 2]], [[1, 2], [0, 2]]]"
16,0,-0.6395368102196815,-0.6395368102196815,-0.6395368102196815,0.0,0.0,0.0,144,1156,0,0,"[0, 1]","[[[1, 0], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0], [1, 0]], [[0, 1], [2, 1]]]"
16,1,-0.5928322725014458,-0.5928322725014458,-0.5928322725014458,0.0,0.0,0.0,504,1156,1,1,"[0, 1]","[[[0, 2], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0], [0, 2]], [[0, 1], [2, 1]]]"
16,2,-0.5928322725014458,-0.5928322725014458,-0.5928322725014458,0.0,0.0,0.0,800,1156,1,1,"[0, 1]","[[[0, 2], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0], [0, 2]], [[0, 1], [2, 1]]]"
16,4,-0.5928322725014458,-0.5928322725014458,-0.5928322725014458,0.0,0.0,0.0,884,1156,1,1,"[0, 1]","[[[0, 2], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0], [0, 2]], [[0, 1], [2, 1]]]"
17,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,15876,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]","[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]"
17,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]","[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]"
17,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]","[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]"
17,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]","[1, 0]","[[[0, 1], [2, 1]], [[1, 0]]]"
18,0,1.2808839004313437,1.2808839004313437,1.2808839004313437,0.0,0.0,0.0,144,1156,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[2, 0]]]","[2, 0]","[[[1, 2], [0, 2]], [[2, 0]]]"
18,1,1.4359734126702013,1.4359734126702013,1.4359734126702013,0.0,0.0,0.0,504,1156,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[2, 0]]]","[2, 0]","[[[1, 2], [0, 2], [2, 0]], [[2, 0]]]"
18,2,1.4359734126702013,1.4359734126702013,1.4359734126702013,0.0,0.0,0.0,800,1156,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[2, 0]]]","[2, 0]","[[[1, 2], [0, 2], [2, 0]], [[2, 0]]]"
18,4,1.4359734126702013,1.4359734126702013,1.4359734126702013,0.0,0.0,0.0,884,1156,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[2, 0]]]","[2, 0]","[[[1, 2], [0, 2], [2, 0]], [[2, 0]]]"
19,0,-0.28290241217358614,-0.28290241217358614,-0.28290241217358614,0.0,0.0,0.0,144,5184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]"
19,1,-0.2769301269619498,-0.2769301269619498,-0.2798264933535944,0.0,0.002896366391644589,0.002896366391644589,864,5184,1,1,"[1, 1]","[[[0, 1], [2, 1]], [[1, 2], [2, 1]]]","[1, 1]","[[[0, 1], [1, 0]], [[2, 1], [0, 1]]]"
19,2,-0.27385162348053976,-0.27385162348053976,-0.27385162348053976,0.0,0.0,0.0,2048,5184,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[1, 1]","[[[0, 1], [1, 0]], [[2, 1], [1, 2]]]"
19,4,-0.27385162348053976,-0.27385162348053976,-0.27385162348053976,0.0,0.0,0.0,2888,5184,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[1, 1]","[[[0, 1], [1, 0]], [[2, 1], [1, 2]]]"
20,0,0.2848330359144974,0.2848330359144974,0.2848330359144974,0.0,0.0,0.0,144,15876,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0]]]"
20,1,0.5508090368999544,0.5508090368999544,0.5508090368999543,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1224,15876,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [0, 2], [1, 0]], [[2, 0]]]"
20,2,0.5508090368999544,0.5508090368999544,0.5508090368999543,0.0,1.1102230246251565e-16,1.1102230246251565e-16,3888,15876,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [0, 2], [1, 0]], [[2, 0]]]"
20,4,0.5508090368999544,0.5508090368999544,0.5508090368999543,0.0,1.1102230246251565e-16,1.1102230246251565e-16,6876,15876,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[1, 0]]]","[0, 0]","[[[2, 0], [0, 2], [1, 0]], [[2, 0]]]"
21,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[0, 1]], [[0, 1]]]"
21,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[0, 1]], [[0, 1]]]"
21,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[0, 1]], [[0, 1]]]"
21,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[1, 1]","[[[0, 1]], [[0, 1]]]"
22,0,-0.8357161626061349,-0.8357161626061349,-0.8357161626061349,0.0,0.0,0.0,144,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]"
22,1,-0.8357161626061349,-0.8357161626061349,-0.8357161626061349,0.0,0.0,0.0,504,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]"
22,2,-0.8357161626061349,-0.8357161626061349,-0.8357161626061349,0.0,0.0,0.0,800,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]"
22,4,-0.8357161626061349,-0.8357161626061349,-0.8357161626061349,0.0,0.0,0.0,884,1156,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]"
23,0,-0.5737765504983181,-0.5737765504983181,-0.5737765504983181,0.0,0.0,0.0,144,15876,0,0,"[0, 2]","[[[1, 0], [2, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[2, 0], [1, 0]], [[0, 2], [1, 2]]]"
23,1,-0.5157131784233904,-0.5157131784233904,-0.5157131784233904,0.0,0.0,0.0,1224,15876,1,1,"[0, 2]","[[[0, 2], [2, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[2, 0], [0, 2]], [[0, 2], [1, 2]]]"
23,2,-0.506719924347751,-0.506719924347751,-0.506719924347751,0.0,0.0,0.0,3888,15876,2,2,"[0, 0]","[[[0, 2], [2, 0]], [[0, 2], [2, 0]]]","[0, 2]","[[[2, 0], [0, 2]], [[0, 2], [2, 0]]]"
23,4,-0.506719924347751,-0.506719924347751,-0.506719924347751,0.0,0.0,0.0,6876,15876,2,2,"[0, 0]","[[[0, 2], [2, 0]], [[0, 2], [2, 0]]]","[0, 2]","[[[2, 0], [0, 2]], [[0, 2], [2, 0]]]"
24,0,0.8913964357017026,0.8913964357017026,0.8913964357017026,0.0,0.0,0.0,144,1156,0,0,"[2, 1]","[[[0, 2], [1, 2]], [[0, 1], [2, 1]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1], [2, 1]]]"
24,1,1.325400750571826,1.325400750571826,1.325400750571826,0.0,0.0,0.0,504,1156,1,1,"[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]"
24,2,1.325400750571826,1.325400750571826,1.325400750571826,0.0,0.0,0.0,800,1156,1,1,"[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]"
24,4,1.325400750571826,1.325400750571826,1.325400750571826,0.0,0.0,0.0,884,1156,1,1,"[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]","[2, 1]","[[[1, 2]], [[0, 1], [1, 0], [2, 1]]]"
25,0,1.760890289666069,1.760890289666069,1.760890289666069,0.0,0.0,0.0,144,15876,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]"
25,1,1.760890289666069,1.760890289666069,1.760890289666069,0.0,0.0,0.0,1224,15876,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]"
25,2,1.760890289666069,1.760890289666069,1.760890289666069,0.0,0.0,0.0,3888,15876,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]"
25,4,1.760890289666069,1.760890289666069,1.760890289666069,0.0,0.0,0.0,6876,15876,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]"
26,0,-0.0020154978136162627,-0.0020154978136162627,-0.0020154978136162627,0.0,0.0,0.0,144,1156,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[1, 0]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1]]]"
26,1,-0.0020154978136162627,-0.0020154978136162627,-0.0020154978136162627,0.0,0.0,0.0,504,1156,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[1, 0]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1]]]"
26,2,-0.0020154978136162627,-0.0020154978136162627,-0.0020154978136162627,0.0,0.0,0.0,800,1156,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[1, 0]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1]]]"
26,4,-0.0020154978136162627,-0.0020154978136162627,-0.0020154978136162627,0.0,0.0,0.0,884,1156,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[1, 0]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1]]]"
27,0,0.3555475824208945,0.3555475824208945,0.3555475824208945,0.0,0.0,0.0,144,5184,0,0,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[1, 0]], [[1, 2], [0, 2]]]"
27,1,0.5386722941368924,0.5386722941368924,0.5386722941368924,0.0,0.0,0.0,864,5184,1,1,"[0, 2]","[[[1, 0]], [[0, 2], [1, 2], [2, 0]]]","[0, 2]","[[[1, 0]], [[1, 2], [0, 2], [2, 0]]]"
27,2,0.5447948153344417,0.5386722941368924,0.5386722941368924,0.006122521197549302,0.0,0.006122521197549302,2048,5184,1,2,"[0, 0]","[[[1, 0]], [[1, 2], [2, 0], [2, 1]]]","[0, 2]","[[[1, 0]], [[1, 2], [0, 2], [2, 0]]]"
27,4,0.5507191762325719,0.5386722941368924,0.5386722941368924,0.0120468820956795,0.0,0.0120468820956795,2888,5184,1,3,"[0, 0]","[[[1, 0]], [[0, 2], [1, 2], [2, 1]]]","[0, 2]","[[[1, 0]], [[1, 2], [0, 2], [2, 0]]]"
28,0,-0.142868690287258,-0.142868690287258,-0.142868690287258,0.0,0.0,0.0,144,5184,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[1, 2], [0, 2]], [[0, 2], [1, 2]]]"
28,1,-0.1119071011402901,-0.11293673855603534,-0.11293673855603534,0.0010296374157452437,0.0,0.0010296374157452437,864,5184,1,1,"[2, 0]","[[[0, 2], [1, 2], [2, 0]], [[2, 0]]]","[2, 2]","[[[1, 2], [0, 2], [2, 0]], [[0, 2]]]"
28,2,-0.09736719992359662,-0.11293673855603534,-0.11293673855603534,0.01556953863243872,0.0,0.01556953863243872,2048,5184,1,2,"[0, 0]","[[[1, 2], [2, 0], [2, 1]], [[2, 0]]]","[2, 2]","[[[1, 2], [0, 2], [2, 0]], [[0, 2]]]"
28,4,-0.09736719992359662,-0.11293673855603534,-0.11293673855603534,0.01556953863243872,0.0,0.01556953863243872,2888,5184,1,2,"[0, 0]","[[[1, 2], [2, 0], [2, 1]], [[2, 0]]]","[2, 2]","[[[1, 2], [0, 2], [2, 0]], [[0, 2]]]"
29,0,-0.18452899636567965,-0.18452899636567965,-0.18452899636567965,0.0,0.0,0.0,144,1156,0,0,"[1, 2]","[[[0, 1], [2, 1]], [[0, 2], [1, 2]]]","[1, 2]","[[[2, 1], [0, 1]], [[1, 2], [0, 2]]]"
29,1,-0.09503778693877948,-0.0966918080033107,-0.11732510380123765,0.0016540210645312192,0.020633295797926943,0.022287316862458162,504,1156,1,1,"[2, 2]","[[[1, 2]], [[0, 2], [1, 2], [2, 1]]]","[1, 2]","[[[2, 1], [1, 2]], [[1, 2], [0, 2]]]"
29,2,-0.0798192400424892,-0.0798192400424892,-0.0798192400424892,0.0,0.0,0.0,800,1156,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 2], [2, 1]]]","[1, 2]","[[[2, 1], [1, 2]], [[1, 2], [2, 1]]]"
29,4,-0.0798192400424892,-0.0798192400424892,-0.0798192400424892,0.0,0.0,0.0,884,1156,2,2,"[1, 1]","[[[1, 2], [2, 1]], [[1, 2], [2, 1]]]","[1, 2]","[[[2, 1], [1, 2]], [[1, 2], [2, 1]]]"
30,0,0.573033160354092,0.573033160354092,0.573033160354092,0.0,0.0,0.0,144,5184,0,0,"[0, 2]","[[[1, 0], [2, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[1, 0], [2, 0]], [[1, 2], [0, 2]]]"
30,1,0.7361660729265601,0.7361660729265601,0.7361660729265601,0.0,0.0,0.0,864,5184,1,1,"[0, 2]","[[[0, 1], [1, 0], [2, 0]], [[1, 2]]]","[0, 2]","[[[1, 0], [0, 1], [2, 0]], [[1, 2]]]"
