seed,arm,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,0.92,0.9559999999999998,0.0486,15.0,16.46,0.9400;1.0000;0.9800;0.9600;0.9600;0.9600;0.9600;0.9200;0.9400;0.9400
20260917,mask_only,0.96,0.982,0.048933333333333336,7.24,16.46,0.9600;1.0000;0.9800;0.9800;0.9600;0.9800;1.0000;0.9800;0.9800;1.0000
20260917,sparse,0.94,0.984,0.050133333333333335,1.7,10.66,0.9600;1.0000;1.0000;0.9800;0.9400;1.0000;0.9800;1.0000;0.9800;1.0000
101,uncoordinated,0.94,0.9719999999999999,0.050333333333333334,15.0,14.64,0.9800;1.0000;0.9600;1.0000;1.0000;0.9600;0.9400;0.9400;1.0000;0.9400
101,mask_only,0.94,0.986,0.05046666666666667,6.42,14.64,1.0000;1.0000;1.0000;1.0000;1.0000;0.9800;0.9600;0.9400;1.0000;0.9800
101,sparse,0.98,0.9960000000000001,0.0462,1.46,10.7,0.9800;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9800;1.0000;1.0000
202,uncoordinated,0.9,0.95,0.04833333333333333,15.0,16.54,0.9000;0.9400;0.9400;0.9400;1.0000;0.9600;1.0000;0.9600;0.9000;0.9600
202,mask_only,0.92,0.978,0.0482,7.24,16.54,0.9200;1.0000;0.9600;0.9600;1.0000;0.9800;1.0000;0.9800;0.9800;1.0000
202,sparse,0.96,0.9899999999999999,0.051866666666666665,1.8,11.2,0.9800;1.0000;1.0000;0.9600;1.0000;1.0000;1.0000;1.0000;0.9600;1.0000
303,uncoordinated,0.94,0.974,0.04853333333333333,15.0,14.86,0.9800;1.0000;0.9600;0.9600;0.9800;0.9800;0.9800;1.0000;0.9600;0.9400
303,mask_only,0.98,0.99,0.04853333333333333,6.44,14.86,1.0000;1.0000;1.0000;0.9800;0.9800;1.0000;0.9800;1.0000;0.9800;0.9800
303,sparse,0.98,0.998,0.053066666666666665,1.34,10.22,1.0000;1.0000;1.0000;1.0000;0.9800;1.0000;1.0000;1.0000;1.0000;1.0000
