seed,arm,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,0.92,0.942,0.048933333333333336,15.0,17.84,0.9600;0.9600;0.9600;0.9200;0.9400;0.9400;0.9600;0.9200;0.9400;0.9200
20260917,mask_only,0.94,0.97,0.0488,7.92,17.84,0.9600;0.9800;0.9800;0.9600;0.9600;0.9800;1.0000;0.9600;0.9800;0.9400
20260917,sparse,0.98,0.992,0.04786666666666667,1.72,10.96,1.0000;1.0000;1.0000;0.9800;0.9800;1.0000;0.9800;0.9800;1.0000;1.0000
101,uncoordinated,0.92,0.9560000000000001,0.04986666666666666,15.0,15.92,0.9400;0.9600;0.9400;1.0000;1.0000;0.9600;0.9200;0.9400;0.9600;0.9400
101,mask_only,0.94,0.986,0.04973333333333333,7.04,15.92,0.9800;1.0000;1.0000;1.0000;1.0000;1.0000;0.9600;0.9400;1.0000;0.9800
101,sparse,0.96,0.984,0.04806666666666667,1.92,11.08,0.9600;1.0000;1.0000;0.9800;1.0000;1.0000;0.9600;0.9600;0.9800;1.0000
202,uncoordinated,0.9,0.9359999999999999,0.049,15.0,17.64,0.9000;0.9600;0.9400;0.9000;0.9600;0.9200;1.0000;0.9600;0.9000;0.9200
202,mask_only,0.9,0.968,0.04873333333333333,7.74,17.64,0.9000;0.9600;0.9600;0.9800;1.0000;0.9800;1.0000;0.9600;0.9400;1.0000
202,sparse,0.96,0.9860000000000001,0.05026666666666667,2.26,12.26,0.9600;1.0000;0.9800;0.9800;1.0000;0.9800;1.0000;1.0000;0.9800;0.9800
303,uncoordinated,0.92,0.962,0.047733333333333336,15.0,16.16,0.9600;0.9400;0.9600;0.9600;0.9800;0.9600;0.9800;0.9800;0.9800;0.9200
303,mask_only,0.94,0.9799999999999999,0.048,7.26,16.16,0.9600;1.0000;1.0000;0.9600;0.9800;0.9800;0.9800;1.0000;1.0000;0.9400
303,sparse,0.98,0.998,0.0524,1.64,10.7,1.0000;1.0000;1.0000;0.9800;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
