seed,arm,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,0.94,0.974,0.049133333333333334,15.0,14.2,0.9400;1.0000;0.9800;0.9600;0.9400;1.0000;1.0000;1.0000;0.9400;0.9800
20260917,mask_only,0.96,0.994,0.049133333333333334,6.2,14.2,0.9800;1.0000;1.0000;1.0000;0.9600;1.0000;1.0000;1.0000;1.0000;1.0000
20260917,sparse,0.98,0.99,0.050333333333333334,1.46,10.42,0.9800;1.0000;0.9800;1.0000;0.9800;0.9800;1.0000;1.0000;1.0000;0.9800
101,uncoordinated,0.94,0.9760000000000002,0.049133333333333334,15.0,13.28,0.9800;1.0000;0.9800;0.9800;1.0000;0.9800;0.9400;0.9400;1.0000;0.9600
101,mask_only,0.98,0.9960000000000001,0.04906666666666667,5.88,13.28,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9800;0.9800;1.0000;1.0000
101,sparse,0.98,0.998,0.046266666666666664,1.38,10.22,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9800
202,uncoordinated,0.9,0.976,0.0488,15.0,14.6,0.9000;1.0000;0.9800;0.9600;1.0000;0.9800;1.0000;0.9800;0.9800;0.9800
202,mask_only,0.94,0.992,0.048666666666666664,6.32,14.6,0.9400;1.0000;1.0000;1.0000;1.0000;0.9800;1.0000;1.0000;1.0000;1.0000
202,sparse,0.98,0.998,0.05126666666666667,1.36,10.38,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9800
303,uncoordinated,0.94,0.978,0.05006666666666667,15.0,13.2,0.9800;0.9800;0.9600;0.9800;0.9800;1.0000;1.0000;0.9800;0.9800;0.9400
303,mask_only,0.98,0.9960000000000001,0.050133333333333335,5.54,13.2,1.0000;1.0000;1.0000;0.9800;1.0000;1.0000;1.0000;1.0000;1.0000;0.9800
303,sparse,1.0,1.0,0.05246666666666667,1.14,10.1,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
