trial,budget,joint_F,nearest_exact_F,nearest_c2f_F,placement_gap,selection_gap,total_gap,joint_feasible_pairs,candidate_pairs_before_caps,joint_mean_predicted_pd,c2f_mean_predicted_pd,c2f_reports,joint_reports,joint_plan,joint_sets,nearest_plan,c2f_sets,M,polished_F,polished_gap,accepted
0,0,-0.26750676418364744,-0.26750676418364744,-0.26750676418364744,0.0,0.0,0.0,144,5184,0.42500184930632845,0.42500184930632845,0,0,"[1, 2]","[[[0, 1], [2, 1]], [[0, 2], [1, 2]]]","[1, 2]","[[[0, 1], [2, 1]], [[0, 2], [1, 2]]]",3,-0.26750676418364744,0.0,0
0,1,-0.2385733923387472,-0.2385733923387472,-0.2385733923387472,0.0,0.0,0.0,864,5184,0.430885099507267,0.430885099507267,1,1,"[0, 2]","[[[0, 1], [1, 0]], [[0, 2], [1, 2]]]","[1, 2]","[[[0, 1], [1, 0]], [[0, 2], [1, 2]]]",3,-0.2385733923387472,0.0,0
0,2,-0.23130029987517395,-0.23130029987517395,-0.23130029987517395,0.0,0.0,0.0,2048,5184,0.47647695450922145,0.47647695450922145,2,2,"[0, 0]","[[[0, 1], [1, 0]], [[0, 2], [2, 0]]]","[1, 2]","[[[0, 1], [1, 0]], [[0, 2], [2, 0]]]",3,-0.23130029987517395,0.0,0
0,4,-0.23130029987517395,-0.23130029987517395,-0.23130029987517395,0.0,0.0,0.0,2888,5184,0.47647695450922145,0.47647695450922145,2,2,"[0, 0]","[[[0, 1], [1, 0]], [[0, 2], [2, 0]]]","[1, 2]","[[[0, 1], [1, 0]], [[0, 2], [2, 0]]]",3,-0.23130029987517395,0.0,0
1,0,-0.24094884932564697,-0.24094884932564697,-0.24094884932564697,0.0,0.0,0.0,144,1156,0.24384819522011184,0.24384819522011184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]",3,-0.24094884932564697,0.0,0
1,1,-0.24094884932564697,-0.24094884932564697,-0.24094884932564697,0.0,0.0,0.0,504,1156,0.24384819522011184,0.24384819522011184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]",3,-0.24094884932564697,0.0,0
1,2,-0.24094884932564697,-0.24094884932564697,-0.24094884932564697,0.0,0.0,0.0,800,1156,0.24384819522011184,0.24384819522011184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]",3,-0.24094884932564697,0.0,0
1,4,-0.24094884932564697,-0.24094884932564697,-0.24094884932564697,0.0,0.0,0.0,884,1156,0.24384819522011184,0.24384819522011184,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[0, 1], [2, 1]], [[2, 1], [0, 1]]]",3,-0.24094884932564697,0.0,0
2,0,-0.48909439636692115,-0.48909439636692115,-0.48909439636692115,0.0,0.0,0.0,144,5184,0.21999088304087133,0.21999088304087133,0,0,"[0, 2]","[[[1, 0], [2, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[1, 0], [2, 0]], [[1, 2], [0, 2]]]",3,-0.48909439636692115,0.0,0
2,1,-0.4257723502905961,-0.426046793947323,-0.426046793947323,0.00027444365672685267,0.0,0.00027444365672685267,864,5184,0.29156916869906957,0.2915223703281956,1,1,"[1, 2]","[[[0, 1]], [[0, 2], [1, 2], [2, 1]]]","[0, 2]","[[[1, 0]], [[1, 2], [2, 1], [0, 2]]]",3,-0.4257723502905961,0.0,1
2,2,-0.42499106338924253,-0.42499106338924253,-0.42499106338924253,0.0,0.0,0.0,2048,5184,0.27579334292827534,0.27579334292827534,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[0, 2]","[[[1, 0], [0, 1]], [[1, 2], [2, 1]]]",3,-0.42499106338924253,0.0,0
2,4,-0.42499106338924253,-0.42499106338924253,-0.42499106338924253,0.0,0.0,0.0,2888,5184,0.27579334292827534,0.27579334292827534,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[0, 2]","[[[1, 0], [0, 1]], [[1, 2], [2, 1]]]",3,-0.42499106338924253,0.0,0
3,0,0.735486537578907,0.735486537578907,0.735486537578907,0.0,0.0,0.0,144,15876,0.6682021187522966,0.6682021187522966,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[1, 2], [0, 2]], [[1, 2], [0, 2]]]",3,0.735486537578907,0.0,0
3,1,1.0058060026410922,1.0058060026410922,1.0058060026410922,0.0,0.0,0.0,1224,15876,0.6766917285372802,0.6766917285372802,1,1,"[2, 2]","[[[0, 2], [1, 2], [2, 1]], [[1, 2]]]","[2, 2]","[[[1, 2], [2, 1], [0, 2]], [[1, 2]]]",3,1.0058060026410922,0.0,0
3,2,1.0058060026410922,1.0058060026410922,1.0058060026410922,0.0,0.0,0.0,3888,15876,0.6766917285372802,0.6766917285372802,1,1,"[2, 2]","[[[0, 2], [1, 2], [2, 1]], [[1, 2]]]","[2, 2]","[[[1, 2], [2, 1], [0, 2]], [[1, 2]]]",3,1.0058060026410922,0.0,0
3,4,1.0058060026410922,1.0058060026410922,1.0058060026410922,0.0,0.0,0.0,6876,15876,0.6766917285372802,0.6766917285372802,1,1,"[2, 2]","[[[0, 2], [1, 2], [2, 1]], [[1, 2]]]","[2, 2]","[[[1, 2], [2, 1], [0, 2]], [[1, 2]]]",3,1.0058060026410922,0.0,0
4,0,1.5390355395822584,1.5390355395822584,1.5390355395822584,0.0,0.0,0.0,144,1156,0.8974775298427403,0.8974768002529948,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[2, 0]]]","[1, 2]","[[[0, 1], [2, 1]], [[0, 2]]]",3,1.5390355395822584,0.0,0
4,1,1.5390355395822584,1.5390355395822584,1.5390355395822584,0.0,0.0,0.0,504,1156,0.8974775298427403,0.8974768002529948,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[2, 0]]]","[1, 2]","[[[0, 1], [2, 1]], [[0, 2]]]",3,1.5390355395822584,0.0,0
4,2,1.5390355395822584,1.5390355395822584,1.5390355395822584,0.0,0.0,0.0,800,1156,0.8974775298427403,0.8974768002529948,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[2, 0]]]","[1, 2]","[[[0, 1], [2, 1]], [[0, 2]]]",3,1.5390355395822584,0.0,0
4,4,1.5390355395822584,1.5390355395822584,1.5390355395822584,0.0,0.0,0.0,884,1156,0.8974775298427403,0.8974768002529948,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[2, 0]]]","[1, 2]","[[[0, 1], [2, 1]], [[0, 2]]]",3,1.5390355395822584,0.0,0
5,0,0.47266868405586193,0.47266868405586193,0.47266868405586193,0.0,0.0,0.0,144,15876,0.6451910926116027,0.6671484973282578,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0]], [[2, 1], [0, 1]]]",3,0.47266868405586193,0.0,0
5,1,0.7171056472954899,0.7171056472954899,0.7171056472954899,0.0,0.0,0.0,1224,15876,0.6934370966915206,0.7153945014081756,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 2], [2, 1]]]","[0, 1]","[[[2, 0]], [[2, 1], [1, 2], [0, 1]]]",3,0.7171056472954899,0.0,0
5,2,0.7171056472954899,0.7171056472954899,0.7171056472954899,0.0,0.0,0.0,3888,15876,0.6934370966915206,0.7153945014081756,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 2], [2, 1]]]","[0, 1]","[[[2, 0]], [[2, 1], [1, 2], [0, 1]]]",3,0.7171056472954899,0.0,0
5,4,0.7171056472954899,0.7171056472954899,0.7171056472954899,0.0,0.0,0.0,6876,15876,0.6934370966915206,0.7153945014081756,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 2], [2, 1]]]","[0, 1]","[[[2, 0]], [[2, 1], [1, 2], [0, 1]]]",3,0.7171056472954899,0.0,0
6,0,-0.23438908906093836,-0.23438908906093836,-0.23438908906093836,0.0,0.0,0.0,144,5184,0.5230691692246212,0.5230691692246212,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]",3,-0.23438908906093836,0.0,0
6,1,-0.19761351247705738,-0.19761351247705738,-0.19761351247705738,0.0,0.0,0.0,864,5184,0.5303134602394484,0.5303134602394484,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,-0.19761351247705738,0.0,0
6,2,-0.19761351247705738,-0.19761351247705738,-0.19761351247705738,0.0,0.0,0.0,2048,5184,0.5303134602394484,0.5303134602394484,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,-0.19761351247705738,0.0,0
6,4,-0.19761351247705738,-0.19761351247705738,-0.19761351247705738,0.0,0.0,0.0,2888,5184,0.5303134602394484,0.5303134602394484,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,-0.19761351247705738,0.0,0
7,0,1.6916676957272903,1.6916676957272903,1.6916676957272903,0.0,0.0,0.0,144,5184,0.9165807085772077,0.9165807085772077,0,0,"[2, 2]","[[[0, 2], [1, 2]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [1, 2]], [[1, 2], [0, 2]]]",3,1.6916676957272903,0.0,0
7,1,1.7336544894984938,1.7336544894984938,1.7336544894984938,0.0,0.0,0.0,864,5184,0.9557828756325686,0.9557828756325686,1,1,"[0, 2]","[[[0, 2], [2, 0]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [2, 0]], [[1, 2], [0, 2]]]",3,1.7336544894984938,0.0,0
7,2,1.7336544894984938,1.7336544894984938,1.7336544894984938,0.0,0.0,0.0,2048,5184,0.9557828756325686,0.9557828756325686,1,1,"[0, 2]","[[[0, 2], [2, 0]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2], [2, 0]], [[1, 2], [0, 2]]]",3,1.7336544894984938,0.0,0
7,4,1.7451667865591969,1.7336544894984938,1.7336544894984938,0.011512297060703114,0.0,0.011512297060703114,2888,5184,0.9662033044605404,0.9557828756325686,1,3,"[0, 0]","[[[0, 2], [2, 0]], [[1, 2], [2, 1]]]","[2, 2]","[[[0, 2], [2, 0]], [[1, 2], [0, 2]]]",3,1.7451667865591969,0.0,1
8,0,0.435052923205021,0.435052923205021,0.435052923205021,0.0,0.0,0.0,144,15876,0.6578007365241837,0.6576967574811801,0,0,"[0, 0]","[[[2, 0]], [[1, 0], [2, 0]]]","[2, 0]","[[[0, 2]], [[2, 0], [1, 0]]]",3,0.435052923205021,0.0,0
8,1,0.7594633314973765,0.7594633314973765,0.7594633314973765,0.0,0.0,0.0,1224,15876,0.7215354810121943,0.7214315019691907,1,1,"[0, 0]","[[[2, 0]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[0, 2]], [[2, 0], [0, 2], [1, 0]]]",3,0.7594633314973765,0.0,0
8,2,0.7594633314973765,0.7594633314973765,0.7594633314973765,0.0,0.0,0.0,3888,15876,0.7215354810121943,0.7214315019691907,1,1,"[0, 0]","[[[2, 0]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[0, 2]], [[2, 0], [0, 2], [1, 0]]]",3,0.7594633314973765,0.0,0
8,4,0.7594633314973765,0.7594633314973765,0.7594633314973765,0.0,0.0,0.0,6876,15876,0.7215354810121943,0.7214315019691907,1,1,"[0, 0]","[[[2, 0]], [[0, 2], [1, 0], [2, 0]]]","[2, 0]","[[[0, 2]], [[2, 0], [0, 2], [1, 0]]]",3,0.7594633314973765,0.0,0
9,0,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,144,15876,0.9993941971872178,0.9993941971872178,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 0]","[[[1, 0]], [[1, 0]]]",3,1.7613705638880106,0.0,0
9,1,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,1224,15876,0.9993941971872178,0.9993941971872178,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 0]","[[[1, 0]], [[1, 0]]]",3,1.7613705638880106,0.0,0
9,2,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,3888,15876,0.9993941971872178,0.9993941971872178,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 0]","[[[1, 0]], [[1, 0]]]",3,1.7613705638880106,0.0,0
9,4,1.7613705638880106,1.7613705638880106,1.7613705638880106,0.0,0.0,0.0,6876,15876,0.9993941971872178,0.9993941971872178,0,0,"[0, 0]","[[[1, 0]], [[1, 0]]]","[0, 0]","[[[1, 0]], [[1, 0]]]",3,1.7613705638880106,0.0,0
10,0,0.9687794693642202,0.9687794693642202,0.9687794693642202,0.0,0.0,0.0,144,1156,0.7656999996672855,0.7657007169842767,0,0,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2]], [[1, 2], [0, 2]]]",3,0.9687794693642202,0.0,0
10,1,1.1791654351960161,1.1791654351960161,1.1791654351960161,0.0,0.0,0.0,504,1156,0.8117393091010116,0.8117400264180028,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 0]]]","[2, 2]","[[[0, 2]], [[1, 2], [0, 2], [2, 0]]]",3,1.1791654351960161,0.0,0
10,2,1.1791654351960161,1.1791654351960161,1.1791654351960161,0.0,0.0,0.0,800,1156,0.8117393091010116,0.8117400264180028,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 0]]]","[2, 2]","[[[0, 2]], [[1, 2], [0, 2], [2, 0]]]",3,1.1791654351960161,0.0,0
10,4,1.1791654351960161,1.1791654351960161,1.1791654351960161,0.0,0.0,0.0,884,1156,0.8117393091010116,0.8117400264180028,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 0]]]","[2, 2]","[[[0, 2]], [[1, 2], [0, 2], [2, 0]]]",3,1.1791654351960161,0.0,0
11,0,-0.569372606652165,-0.569372606652165,-0.569372606652165,0.0,0.0,0.0,144,1156,0.13833746051256013,0.13833746051256013,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]",3,-0.569372606652165,0.0,0
11,1,-0.569372606652165,-0.569372606652165,-0.569372606652165,0.0,0.0,0.0,504,1156,0.13833746051256013,0.13833746051256013,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]",3,-0.569372606652165,0.0,0
11,2,-0.569372606652165,-0.569372606652165,-0.569372606652165,0.0,0.0,0.0,800,1156,0.13833746051256013,0.13833746051256013,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]",3,-0.569372606652165,0.0,0
11,4,-0.569372606652165,-0.569372606652165,-0.569372606652165,0.0,0.0,0.0,884,1156,0.13833746051256013,0.13833746051256013,0,0,"[1, 1]","[[[0, 1], [2, 1]], [[0, 1], [2, 1]]]","[1, 1]","[[[2, 1], [0, 1]], [[2, 1], [0, 1]]]",3,-0.569372606652165,0.0,0
12,0,0.8820898930249519,0.8820898930249519,0.8820898930249519,0.0,0.0,0.0,144,15876,0.5828728392021651,0.5828728392021651,0,0,"[0, 2]","[[[1, 0], [2, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[1, 0], [2, 0]], [[1, 2], [0, 2]]]",3,0.8820898930249519,0.0,0
12,1,1.005757680342186,1.005757680342186,0.9651961918957951,0.0,0.04056148844639085,0.04056148844639085,1224,15876,0.6659809564585502,0.6323092435710642,1,1,"[0, 2]","[[[0, 1], [1, 0]], [[0, 2], [1, 2]]]","[0, 2]","[[[1, 0]], [[1, 2], [2, 1], [0, 2]]]",3,0.9651961918957951,0.04056148844639085,0
12,2,1.1140420352562381,1.1140420352562381,1.1140420352562381,0.0,0.0,0.0,3888,15876,0.6934115416805398,0.6934115416805398,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[0, 2]","[[[1, 0], [0, 1]], [[1, 2], [2, 1]]]",3,1.1140420352562381,0.0,0
12,4,1.1140420352562381,1.1140420352562381,1.1140420352562381,0.0,0.0,0.0,6876,15876,0.6934115416805398,0.6934115416805398,2,2,"[0, 1]","[[[0, 1], [1, 0]], [[1, 2], [2, 1]]]","[0, 2]","[[[1, 0], [0, 1]], [[1, 2], [2, 1]]]",3,1.1140420352562381,0.0,0
13,0,-0.6304531672236753,-0.6304531672236753,-0.6304531672236753,0.0,0.0,0.0,144,5184,0.13495266389747318,0.13495266389747318,0,0,"[0, 1]","[[[1, 0], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[2, 0], [1, 0]], [[0, 1], [2, 1]]]",3,-0.6304531672236753,0.0,0
13,1,-0.5771186889587114,-0.5771186889587114,-0.5771186889587115,0.0,1.1102230246251565e-16,1.1102230246251565e-16,864,5184,0.16926082630122266,0.16926082630122263,1,1,"[0, 1]","[[[0, 2], [1, 0], [2, 0]], [[0, 1]]]","[0, 1]","[[[2, 0], [0, 2], [1, 0]], [[0, 1]]]",3,-0.5771186889587114,0.0,0
13,2,-0.5771186889587114,-0.5771186889587114,-0.5771186889587115,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2048,5184,0.16926082630122266,0.16926082630122263,1,1,"[0, 1]","[[[0, 2], [1, 0], [2, 0]], [[0, 1]]]","[0, 1]","[[[2, 0], [0, 2], [1, 0]], [[0, 1]]]",3,-0.5771186889587114,0.0,0
13,4,-0.5771186889587114,-0.5771186889587114,-0.5771186889587115,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2888,5184,0.16926082630122266,0.16926082630122263,1,1,"[0, 1]","[[[0, 2], [1, 0], [2, 0]], [[0, 1]]]","[0, 1]","[[[2, 0], [0, 2], [1, 0]], [[0, 1]]]",3,-0.5771186889587114,0.0,0
14,0,-0.23335272782608807,-0.23335272782608807,-0.23335272782608807,0.0,0.0,0.0,144,2025,0.5336481204338959,0.5336481204338959,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]",3,-0.23335272782608807,0.0,0
14,1,-0.22845375754180336,-0.22845375754180336,-0.22845375754180336,0.0,0.0,0.0,684,2025,0.5001155285811435,0.5001155285811435,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[2, 0]]]","[0, 0]","[[[2, 0], [1, 0], [0, 2]], [[2, 0]]]",3,-0.22845375754180336,0.0,0
14,2,-0.22845375754180336,-0.22845375754180336,-0.22845375754180336,0.0,0.0,0.0,1260,2025,0.5001155285811435,0.5001155285811435,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[2, 0]]]","[0, 0]","[[[2, 0], [1, 0], [0, 2]], [[2, 0]]]",3,-0.22845375754180336,0.0,0
14,4,-0.22845375754180336,-0.22845375754180336,-0.22845375754180336,0.0,0.0,0.0,1449,2025,0.5001155285811435,0.5001155285811435,1,1,"[0, 0]","[[[0, 2], [1, 0], [2, 0]], [[2, 0]]]","[0, 0]","[[[2, 0], [1, 0], [0, 2]], [[2, 0]]]",3,-0.22845375754180336,0.0,0
15,0,1.4832319680418407,1.4832319680418407,1.4832319680418407,0.0,0.0,0.0,144,5184,0.8825871950909283,0.8825871950909283,0,0,"[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1]]]",3,1.4832319680418407,0.0,0
15,1,1.692637419706253,1.692637419706253,1.692637419706253,0.0,0.0,0.0,864,5184,0.9477192071780227,0.9477192071780227,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,1.692637419706253,0.0,0
15,2,1.692637419706253,1.692637419706253,1.692637419706253,0.0,0.0,0.0,2048,5184,0.9477192071780227,0.9477192071780227,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,1.692637419706253,0.0,0
15,4,1.692637419706253,1.692637419706253,1.692637419706253,0.0,0.0,0.0,2888,5184,0.9477192071780227,0.9477192071780227,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]",3,1.692637419706253,0.0,0
16,0,-0.24327266399583378,-0.24327266399583378,-0.24327266399583378,0.0,0.0,0.0,144,15876,0.537207075344025,0.5372085170872253,0,0,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2]]]","[2, 2]","[[[0, 2]], [[1, 2], [0, 2]]]",3,-0.24327266399583378,0.0,0
16,1,-0.20595819840409788,-0.20595819840409788,-0.20595819840409788,0.0,0.0,0.0,1224,15876,0.5445361857039195,0.5445376274471199,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 1]]]","[2, 2]","[[[0, 2]], [[1, 2], [2, 1], [0, 2]]]",3,-0.20595819840409788,0.0,0
16,2,-0.20595819840409788,-0.20595819840409788,-0.20595819840409788,0.0,0.0,0.0,3888,15876,0.5445361857039195,0.5445376274471199,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 1]]]","[2, 2]","[[[0, 2]], [[1, 2], [2, 1], [0, 2]]]",3,-0.20595819840409788,0.0,0
16,4,-0.20595819840409788,-0.20595819840409788,-0.20595819840409788,0.0,0.0,0.0,6876,15876,0.5445361857039195,0.5445376274471199,1,1,"[0, 2]","[[[2, 0]], [[0, 2], [1, 2], [2, 1]]]","[2, 2]","[[[0, 2]], [[1, 2], [2, 1], [0, 2]]]",3,-0.20595819840409788,0.0,0
17,0,-0.09324693008694762,-0.09324693008694762,-0.09324693008694762,0.0,0.0,0.0,144,1156,0.3598803946651228,0.3598803946651228,0,0,"[0, 1]","[[[1, 0], [2, 0]], [[0, 1], [2, 1]]]","[0, 1]","[[[1, 0], [2, 0]], [[0, 1], [2, 1]]]",3,-0.09324693008694762,0.0,0
17,1,0.0010096803569451755,0.0010096803569451755,0.0010096803569451755,0.0,0.0,0.0,504,1156,0.37201318204439743,0.37201318204439743,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1], [1, 0]]]",3,0.0010096803569451763,-8.673617379884035e-19,0
17,2,0.0010096803569451755,0.0010096803569451755,0.0010096803569451755,0.0,0.0,0.0,800,1156,0.37201318204439743,0.37201318204439743,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1], [1, 0]]]",3,0.0010096803569451763,-8.673617379884035e-19,0
17,4,0.0010096803569451755,0.0010096803569451755,0.0010096803569451755,0.0,0.0,0.0,884,1156,0.37201318204439743,0.37201318204439743,1,1,"[0, 1]","[[[1, 0]], [[0, 1], [1, 0], [2, 1]]]","[0, 1]","[[[1, 0]], [[0, 1], [2, 1], [1, 0]]]",3,0.0010096803569451763,-8.673617379884035e-19,0
18,0,-0.7714463724068976,-0.7714463724068976,-0.7714463724068976,0.0,0.0,0.0,144,5184,0.08157945025565666,0.08157945025565666,0,0,"[0, 0]","[[[1, 0], [2, 0]], [[1, 0], [2, 0]]]","[0, 0]","[[[2, 0], [1, 0]], [[2, 0], [1, 0]]]",3,-0.7714463724068976,0.0,0
18,1,-0.7479805177727884,-0.7479805177727884,-0.7479805177727885,0.0,1.1102230246251565e-16,1.1102230246251565e-16,864,5184,0.09085668689309925,0.09085668689309925,1,1,"[0, 0]","[[[2, 0]], [[0, 2], [1, 0], [2, 0]]]","[0, 0]","[[[2, 0]], [[2, 0], [0, 2], [1, 0]]]",3,-0.7479805177727884,0.0,0
18,2,-0.7350258440026319,-0.7350258440026319,-0.7350258440026319,0.0,0.0,0.0,2048,5184,0.09417577742361063,0.09417577742361063,2,2,"[0, 0]","[[[0, 2], [2, 0]], [[0, 2], [2, 0]]]","[0, 0]","[[[2, 0], [0, 2]], [[2, 0], [0, 2]]]",3,-0.7350258440026319,0.0,0
18,4,-0.7350258440026319,-0.7350258440026319,-0.7350258440026319,0.0,0.0,0.0,2888,5184,0.09417577742361063,0.09417577742361063,2,2,"[0, 0]","[[[0, 2], [2, 0]], [[0, 2], [2, 0]]]","[0, 0]","[[[2, 0], [0, 2]], [[2, 0], [0, 2]]]",3,-0.7350258440026319,0.0,0
19,0,1.756031780668177,1.756031780668177,1.756031780668177,0.0,0.0,0.0,144,5184,0.9723088676439868,0.9723090289493482,0,0,"[2, 0]","[[[0, 2], [1, 2]], [[1, 0]]]","[2, 1]","[[[1, 2], [0, 2]], [[0, 1]]]",3,1.756031780668177,0.0,0
19,1,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,864,5184,0.974948183104706,0.9962218132550277,1,1,"[0, 0]","[[[1, 0], [2, 0], [2, 1]], [[1, 0]]]","[2, 1]","[[[1, 2], [2, 1]], [[0, 1]]]",3,1.7560372305546772,0.0,0
19,2,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,2048,5184,0.974948183104706,0.9962218132550277,1,1,"[0, 0]","[[[1, 0], [2, 0], [2, 1]], [[1, 0]]]","[2, 1]","[[[1, 2], [2, 1]], [[0, 1]]]",3,1.7560372305546772,0.0,0
19,4,1.7560372305546772,1.7560372305546772,1.7560372305546772,0.0,0.0,0.0,2888,5184,0.974948183104706,0.9962218132550277,1,1,"[0, 0]","[[[1, 0], [2, 0], [2, 1]], [[1, 0]]]","[2, 1]","[[[1, 2], [2, 1]], [[0, 1]]]",3,1.7560372305546772,0.0,0
20,0,-0.6474298807822693,-0.6474298807822693,-0.6474298807822693,0.0,0.0,0.0,144,5184,0.12525699080121971,0.12525699080121971,0,0,"[1, 0]","[[[0, 1], [2, 1]], [[1, 0], [2, 0]]]","[1, 0]","[[[0, 1], [2, 1]], [[1, 0], [2, 0]]]",3,-0.6474298807822693,0.0,0
20,1,-0.6342117198436485,-0.6343558590908982,-0.6343558590908981,0.00014413924724965277,-1.1102230246251565e-16,0.00014413924724954175,864,5184,0.1381897975966624,0.13816246411111638,1,1,"[1, 1]","[[[0, 1], [1, 2], [2, 1]], [[0, 1]]]","[1, 0]","[[[0, 1], [2, 1], [1, 2]], [[1, 0]]]",3,-0.6342117198436485,0.0,1
20,2,-0.6115574648499388,-0.6343558590908982,-0.6343558590908981,0.02279839424095942,-1.1102230246251565e-16,0.022798394240959308,2048,5184,0.15184552589876602,0.13816246411111638,1,2,"[2, 1]","[[[0, 1], [1, 0], [1, 2]], [[0, 1]]]","[1, 0]","[[[0, 1], [2, 1], [1, 2]], [[1, 0]]]",3,-0.6115574648499388,0.0,2
