direct_gain_boost_db,receiver,target,arm,scene_id,threshold,scene_pfa,scene_pd,scene_conflict_index,scene_direct_inr_db
0.0,0,0,no_ic,3,126.44655655528685,0.0,0.0,0.006361974072072679,-2.2917930473459895
0.0,0,0,no_ic,4,126.44655655528685,0.0,0.0,0.012104409668707308,-1.8181929369672347
0.0,0,0,no_ic,5,126.44655655528685,0.0,0.0,0.0018819708561928204,2.7865816877278977
0.0,0,0,perfect_channel,3,7.591071665711213,0.0,0.0,0.006361974072072679,-2.2917930473459895
0.0,0,0,perfect_channel,4,7.591071665711213,0.0,1.0,0.012104409668707308,-1.8181929369672347
0.0,0,0,perfect_channel,5,7.591071665711213,0.0,0.0,0.0018819708561928204,2.7865816877278977
0.0,0,0,plain_ls,3,126.86595741962824,0.0,0.0,0.006361974072072679,-2.2917930473459895
0.0,0,0,plain_ls,4,126.86595741962824,0.0,0.0,0.012104409668707308,-1.8181929369672347
0.0,0,0,plain_ls,5,126.86595741962824,0.0,0.0,0.0018819708561928204,2.7865816877278977
0.0,0,0,protected_ls,3,140.49821750505333,0.0,0.0,0.006361974072072679,-2.2917930473459895
0.0,0,0,protected_ls,4,140.49821750505333,0.0,0.0,0.012104409668707308,-1.8181929369672347
0.0,0,0,protected_ls,5,140.49821750505333,0.0,0.0,0.0018819708561928204,2.7865816877278977
0.0,0,0,tp_uic_full,3,129.19924672294286,0.0,0.0,0.006361974072072679,-2.2917930473459895
0.0,0,0,tp_uic_full,4,129.19924672294286,0.0,0.0,0.012104409668707308,-1.8181929369672347
0.0,0,0,tp_uic_full,5,129.19924672294286,0.0,0.0,0.0018819708561928204,2.7865816877278977
0.0,0,1,no_ic,3,6.661574558825894,0.5,1.0,0.36005426738207025,-2.284004506902699
0.0,0,1,no_ic,4,6.661574558825894,1.0,1.0,0.9137315111447607,-1.953371639204536
0.0,0,1,no_ic,5,6.661574558825894,0.0,1.0,0.305470960163609,2.5200548775643203
0.0,0,1,perfect_channel,3,5.70601765804002,0.0,0.5,0.36005426738207025,-2.284004506902699
0.0,0,1,perfect_channel,4,5.70601765804002,1.0,1.0,0.9137315111447607,-1.953371639204536
0.0,0,1,perfect_channel,5,5.70601765804002,0.5,1.0,0.305470960163609,2.5200548775643203
0.0,0,1,plain_ls,3,6.662615763647745,0.5,1.0,0.36005426738207025,-2.284004506902699
0.0,0,1,plain_ls,4,6.662615763647745,1.0,1.0,0.9137315111447607,-1.953371639204536
0.0,0,1,plain_ls,5,6.662615763647745,0.0,1.0,0.305470960163609,2.5200548775643203
0.0,0,1,protected_ls,3,5.5598285255752025,1.0,1.0,0.36005426738207025,-2.284004506902699
0.0,0,1,protected_ls,4,5.5598285255752025,1.0,1.0,0.9137315111447607,-1.953371639204536
0.0,0,1,protected_ls,5,5.5598285255752025,1.0,1.0,0.305470960163609,2.5200548775643203
0.0,0,1,tp_uic_full,3,6.663806221021942,0.5,1.0,0.36005426738207025,-2.284004506902699
0.0,0,1,tp_uic_full,4,6.663806221021942,1.0,1.0,0.9137315111447607,-1.953371639204536
0.0,0,1,tp_uic_full,5,6.663806221021942,0.0,1.0,0.305470960163609,2.5200548775643203
0.0,0,2,no_ic,3,9.56100248800481,1.0,1.0,0.9179394564795558,-2.120991266989728
0.0,0,2,no_ic,4,9.56100248800481,0.0,0.0,0.032415667586262374,-1.9708019175351383
0.0,0,2,no_ic,5,9.56100248800481,1.0,1.0,0.04640762745622362,2.806223424507184
0.0,0,2,perfect_channel,3,9.29686319066455,0.0,0.0,0.9179394564795558,-2.120991266989728
0.0,0,2,perfect_channel,4,9.29686319066455,0.0,0.0,0.032415667586262374,-1.9708019175351383
0.0,0,2,perfect_channel,5,9.29686319066455,0.0,0.5,0.04640762745622362,2.806223424507184
0.0,0,2,plain_ls,3,9.56910427934876,1.0,1.0,0.9179394564795558,-2.120991266989728
0.0,0,2,plain_ls,4,9.56910427934876,0.0,0.0,0.032415667586262374,-1.9708019175351383
0.0,0,2,plain_ls,5,9.56910427934876,1.0,1.0,0.04640762745622362,2.806223424507184
0.0,0,2,protected_ls,3,8.53072086911192,1.0,1.0,0.9179394564795558,-2.120991266989728
0.0,0,2,protected_ls,4,8.53072086911192,0.0,0.0,0.032415667586262374,-1.9708019175351383
0.0,0,2,protected_ls,5,8.53072086911192,0.5,1.0,0.04640762745622362,2.806223424507184
0.0,0,2,tp_uic_full,3,9.573808080873755,1.0,1.0,0.9179394564795558,-2.120991266989728
0.0,0,2,tp_uic_full,4,9.573808080873755,0.0,0.0,0.032415667586262374,-1.9708019175351383
0.0,0,2,tp_uic_full,5,9.573808080873755,1.0,1.0,0.04640762745622362,2.806223424507184
0.0,1,0,no_ic,3,11.979177084298355,0.0,0.0,0.02677883911298464,4.312667786317201
0.0,1,0,no_ic,4,11.979177084298355,0.0,0.0,0.0014051646843529727,-3.6279665472109737
0.0,1,0,no_ic,5,11.979177084298355,0.0,0.0,0.002407007255868663,3.7979421763237657
0.0,1,0,perfect_channel,3,8.88284719035357,0.0,0.0,0.02677883911298464,4.312667786317201
0.0,1,0,perfect_channel,4,8.88284719035357,0.5,0.0,0.0014051646843529727,-3.6279665472109737
0.0,1,0,perfect_channel,5,8.88284719035357,0.0,0.0,0.002407007255868663,3.7979421763237657
0.0,1,0,plain_ls,3,11.984712231283945,0.0,0.0,0.02677883911298464,4.312667786317201
0.0,1,0,plain_ls,4,11.984712231283945,0.0,0.0,0.0014051646843529727,-3.6279665472109737
0.0,1,0,plain_ls,5,11.984712231283945,0.0,0.0,0.002407007255868663,3.7979421763237657
0.0,1,0,protected_ls,3,12.535219461082901,0.0,0.0,0.02677883911298464,4.312667786317201
0.0,1,0,protected_ls,4,12.535219461082901,0.0,0.0,0.0014051646843529727,-3.6279665472109737
0.0,1,0,protected_ls,5,12.535219461082901,0.0,0.0,0.002407007255868663,3.7979421763237657
0.0,1,0,tp_uic_full,3,11.993385156542674,0.0,0.0,0.02677883911298464,4.312667786317201
0.0,1,0,tp_uic_full,4,11.993385156542674,0.0,0.0,0.0014051646843529727,-3.6279665472109737
0.0,1,0,tp_uic_full,5,11.993385156542674,0.0,0.0,0.002407007255868663,3.7979421763237657
0.0,1,1,no_ic,3,4.6549218866466795,0.5,1.0,0.001126004932196445,4.2386197851884235
0.0,1,1,no_ic,4,4.6549218866466795,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,no_ic,5,4.6549218866466795,0.5,1.0,0.1097757022791035,3.8115167674630848
0.0,1,1,perfect_channel,3,5.831104049639897,0.0,0.5,0.001126004932196445,4.2386197851884235
0.0,1,1,perfect_channel,4,5.831104049639897,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,perfect_channel,5,5.831104049639897,0.5,0.5,0.1097757022791035,3.8115167674630848
0.0,1,1,plain_ls,3,4.617242111238725,0.5,1.0,0.001126004932196445,4.2386197851884235
0.0,1,1,plain_ls,4,4.617242111238725,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,plain_ls,5,4.617242111238725,0.5,1.0,0.1097757022791035,3.8115167674630848
0.0,1,1,protected_ls,3,8.51660089297302,0.0,0.0,0.001126004932196445,4.2386197851884235
0.0,1,1,protected_ls,4,8.51660089297302,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,protected_ls,5,8.51660089297302,0.5,0.5,0.1097757022791035,3.8115167674630848
