seed,arm,area_m,rcs_m2,scenario,looks,penalty,g_hw_db,kappa_dc,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.95,0.985,0.050916666666666666,15.0,10.5,0.9750;1.0000;1.0000;0.9500;1.0000;1.0000;1.0000;0.9750;0.9750;0.9750
20260917,mask_only,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,1.0,1.0,0.050916666666666666,4.125,10.5,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
20260917,sparse,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,1.0,1.0,0.04833333333333333,1.125,10.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
101,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.95,0.9875,0.04883333333333333,15.0,11.0,1.0000;1.0000;1.0000;0.9750;0.9750;1.0000;0.9750;0.9500;1.0000;1.0000
101,mask_only,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9974999999999999,0.04883333333333333,4.075,11.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9750;1.0000;1.0000
101,sparse,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9949999999999999,0.049666666666666665,1.3,10.375,1.0000;1.0000;0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9750
202,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.9,0.96,0.04791666666666667,15.0,11.45,0.9750;0.9750;0.9500;1.0000;0.9750;0.9750;0.9000;1.0000;0.9500;0.9000
202,mask_only,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9949999999999999,0.04816666666666667,4.325,11.45,0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;0.9750;1.0000;1.0000;1.0000
202,sparse,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9949999999999999,0.05225,1.225,10.125,1.0000;1.0000;1.0000;1.0000;1.0000;0.9750;0.9750;1.0000;1.0000;1.0000
303,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.925,0.9799999999999999,0.04875,15.0,10.675,1.0000;0.9750;1.0000;1.0000;1.0000;1.0000;0.9750;0.9250;0.9750;0.9500
303,mask_only,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9974999999999999,0.04858333333333333,4.275,10.675,1.0000;0.9750;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000
303,sparse,600.0,0.1,compact-small-uav,16,0.2,5.0,40.0,0.975,0.9974999999999999,0.051916666666666667,1.15,10.05,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9750;1.0000
