experiment,method,W_half_width,kappa_dd,eta_min,L_short,window_kernel,P_D,P_D_ci95_low,P_D_ci95_high,P_FA,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,D_mean,worst_target_satisfied_prob,actual_worst_target_P_D,actual_mean_target_P_D,P_D_per_kbit,P_D_per_ms,fine_eval_full_mean,fine_eval_c2f_mean
c2f,proposed_lagrangian,1,0.45,0.25,25,dirichlet,0.6105,0.6009016244030568,0.6200135088393569,0.04373165198825727,17674.88,28.63651587004717,27.617,0.9992000000000001,42.49310816112856,0.613,0.592,0.6105,0.0345405456783865,0.021318934285527467,0.0,0.0
c2f,proposed_c2f,1,0.45,0.25,25,dirichlet,0.6083,0.5986928059299838,0.6178240169673318,0.04416533226581265,16960.0,27.07284824497606,26.5,0.9992000000000001,48.715032841022165,0.659,0.577,0.6083000000000001,0.035866745283018864,0.02246900638217417,430.98,173.082
c2f,proposed_c2f_full,1,0.45,0.25,25,dirichlet,0.6116,0.6020061102521708,0.6211081781627918,0.043344675740592475,16960.0,27.07284824497606,26.5,0.9992000000000001,48.715032841022165,0.659,0.602,0.6115999999999999,0.036061320754716984,0.022590899726019603,430.98,173.082
c2f,all_neighbor,1,0.45,0.25,25,dirichlet,0.6631,0.6537749870881907,0.6722997480415619,0.04607666666666667,275827.2,675.3877921347389,430.98,1.0,78.13090025301666,0.625,0.653,0.6631,0.0024040413708292727,0.0009818063159005286,0.0,0.0
